subject_id,trial,sentence_id,condition,target_position,found_tight,before_noun_tight,found_pieslice,before_noun_pieslice
subject-19,47,0,non-restrictive,2,True,False,True,False
subject-19,48,7,restrictive,1,True,False,True,False
subject-19,49,43,restrictive,1,True,False,True,False
subject-2,0,21,non-restrictive,3,True,False,True,False
subject-2,1,36,restrictive,2,True,False,True,False
subject-2,2,5,non-restrictive,3,False,False,True,False
subject-2,3,3,non-restrictive,1,True,False,True,False
subject-2,4,41,non-restrictive,3,True,False,True,False
subject-2,5,46,restrictive,4,False,False,True,False
subject-2,6,22,restrictive,4,True,False,True,False
subject-2,7,37,non-restrictive,3,True,False,True,False
subject-2,9,44,restrictive,2,True,False,True,False
subject-2,10,9,non-restrictive,3,False,False,False,False
subject-2,11,17,non-restrictive,3,False,False,False,False
subject-2,12,40,restrictive,2,True,False,True,False
subject-2,13,31,non-restrictive,1,False,False,True,False
subject-2,14,48,restrictive,2,False,False,True,False
subject-2,15,47,non-restrictive,1,True,False,True,False
subject-2,16,23,non-restrictive,1,True,False,True,False
subject-2,17,11,non-restrictive,1,True,False,True,False
subject-2,18,29,non-restrictive,3,False,False,False,False
subject-2,19,16,restrictive,2,False,False,True,False
subject-2,20,13,non-restrictive,3,False,False,True,False
subject-2,21,4,restrictive,2,False,False,True,False
subject-2,22,45,non-restrictive,3,True,False,True,False
subject-2,23,42,restrictive,4,False,False,False,False
subject-2,24,30,restrictive,4,False,False,False,False
subject-2,25,38,restrictive,4,True,False,True,False
subject-2,26,49,non-restrictive,3,False,False,False,False
subject-2,27,15,non-restrictive,1,False,False,True,False
subject-2,28,19,non-restrictive,1,False,False,False,False
subject-2,29,10,restrictive,4,False,False,True,True
subject-2,30,26,restrictive,4,True,False,False,False
subject-2,31,0,restrictive,2,False,False,True,False
subject-2,32,2,restrictive,4,False,False,False,False
subject-2,33,12,restrictive,2,True,False,True,False
subject-2,34,28,restrictive,2,False,False,True,False
subject-2,35,7,non-restrictive,1,True,False,True,False
subject-2,36,35,non-restrictive,1,False,False,True,False
subject-2,37,24,restrictive,2,False,False,False,False
subject-2,38,25,non-restrictive,3,True,False,True,False
subject-2,39,33,non-restrictive,3,True,False,True,False
subject-2,40,1,non-restrictive,3,False,False,True,False
subject-2,41,43,non-restrictive,1,True,False,True,False
subject-2,42,32,restrictive,2,True,False,True,False
subject-2,43,14,restrictive,4,True,False,True,False
subject-2,44,39,non-restrictive,1,True,False,True,False
subject-2,45,20,restrictive,2,True,False,True,False
subject-2,46,18,restrictive,4,False,False,True,False
subject-2,47,8,restrictive,2,False,False,True,False
subject-2,48,27,non-restrictive,1,False,False,True,False
subject-2,49,6,restrictive,4,True,False,True,False
subject-20,0,3,non-restrictive,2,False,False,False,False
subject-20,1,10,restrictive,1,False,False,True,True
subject-20,2,28,restrictive,3,True,False,True,False
subject-20,3,6,restrictive,1,False,False,False,False
subject-20,4,21,non-restrictive,4,True,False,True,False
subject-20,5,12,restrictive,3,True,False,True,False
subject-20,6,5,non-restrictive,4,True,False,True,False
subject-20,7,11,non-restrictive,2,True,False,True,False
subject-20,8,42,restrictive,1,True,False,True,False
subject-20,9,23,non-restrictive,2,False,False,False,False
subject-20,10,49,non-restrictive,4,True,False,True,False
subject-20,11,0,restrictive,3,True,False,True,False
subject-20,12,4,restrictive,3,True,False,True,False
subject-20,13,36,restrictive,3,True,False,True,False
subject-20,14,22,restrictive,1,True,False,True,False
subject-20,15,41,non-restrictive,4,True,False,True,False
subject-20,16,46,restrictive,1,False,False,False,False
subject-20,17,26,restrictive,1,True,False,True,False
subject-20,18,40,restrictive,3,False,False,True,False
subject-20,19,9,non-restrictive,4,False,False,False,False
subject-20,21,18,restrictive,1,True,False,True,False
subject-20,22,43,non-restrictive,2,False,False,False,False
subject-20,23,31,non-restrictive,2,True,False,True,False
subject-20,24,25,non-restrictive,4,True,False,True,False
subject-20,25,1,non-restrictive,4,True,False,True,False
subject-20,26,48,restrictive,3,False,False,False,False
subject-20,27,47,non-restrictive,2,True,False,True,False
subject-20,28,29,non-restrictive,4,False,False,False,False
subject-20,29,45,non-restrictive,4,True,False,True,False
subject-20,30,30,restrictive,1,True,False,True,False
subject-20,31,19,non-restrictive,2,True,False,True,False
subject-20,32,33,non-restrictive,4,True,False,True,False
subject-20,33,8,restrictive,3,False,False,True,False
subject-20,34,15,non-restrictive,2,True,False,True,False
subject-20,35,2,restrictive,1,True,False,True,False
subject-20,36,44,restrictive,3,False,False,False,False
subject-20,37,17,non-restrictive,4,True,False,True,False
subject-20,38,27,non-restrictive,2,False,False,True,False
subject-20,39,32,restrictive,3,False,False,True,False
subject-20,40,37,non-restrictive,4,False,False,False,False
subject-20,41,24,restrictive,3,False,False,False,False
subject-20,42,20,restrictive,3,False,False,False,False
subject-20,43,39,non-restrictive,2,False,False,True,False
subject-20,44,7,non-restrictive,2,False,False,False,False
subject-20,45,13,non-restrictive,4,True,False,True,False
subject-20,46,14,restrictive,1,True,False,True,False
subject-20,47,38,restrictive,1,False,False,False,False
subject-20,48,35,non-restrictive,2,False,False,True,False
subject-20,49,16,restrictive,3,False,False,False,False
subject-21,0,2,non-restrictive,1,True,False,True,False
subject-21,1,1,restrictive,4,True,False,True,False
subject-21,2,46,non-restrictive,1,True,False,True,False
subject-21,3,36,non-restrictive,3,True,False,True,False
subject-21,4,29,restrictive,4,True,False,True,False
subject-21,5,11,restrictive,2,False,False,True,False
subject-21,6,16,non-restrictive,3,True,False,True,False
subject-21,7,30,non-restrictive,1,True,False,True,False
subject-21,8,0,non-restrictive,3,True,False,True,False
subject-21,9,21,restrictive,4,True,False,True,False
subject-21,10,10,non-restrictive,1,True,False,True,False
subject-21,11,49,restrictive,4,True,False,True,False
subject-21,12,4,non-restrictive,3,False,False,False,False
subject-21,13,18,non-restrictive,1,True,False,True,False
subject-21,14,3,restrictive,2,True,False,True,False
subject-21,15,39,restrictive,2,True,False,True,False
subject-21,16,6,non-restrictive,1,True,False,True,False
subject-21,17,19,restrictive,2,True,False,True,False
subject-21,18,41,restrictive,4,True,False,True,False
subject-21,19,40,non-restrictive,3,True,False,True,False
subject-21,20,13,restrictive,4,True,False,True,False
subject-21,21,33,restrictive,4,True,False,True,False
subject-21,22,37,restrictive,4,True,False,True,False
subject-21,23,23,restrictive,2,True,False,True,False
subject-21,24,28,non-restrictive,3,True,False,True,False
subject-21,25,43,restrictive,2,True,False,True,False
subject-21,26,20,non-restrictive,3,True,False,True,False
subject-21,27,27,restrictive,2,False,False,True,False
subject-21,28,9,restrictive,4,True,False,True,False
subject-21,29,15,restrictive,2,True,False,True,False
subject-21,30,24,non-restrictive,3,True,False,True,False
subject-21,31,14,non-restrictive,1,True,False,True,False
subject-21,32,26,non-restrictive,1,True,False,True,False
subject-21,33,38,non-restrictive,1,True,False,True,False
subject-21,34,42,non-restrictive,1,True,True,True,True
subject-21,35,25,restrictive,4,False,False,True,False
subject-21,36,22,non-restrictive,1,True,False,True,False
subject-21,37,31,restrictive,2,True,True,True,True
subject-21,38,7,restrictive,2,True,False,True,False
subject-21,39,17,restrictive,4,True,False,True,False
subject-21,40,8,non-restrictive,3,False,False,False,False
subject-21,41,45,restrictive,4,False,False,True,False
subject-21,42,34,non-restrictive,1,True,False,True,False
subject-21,43,44,non-restrictive,3,True,False,True,False
subject-21,44,47,restrictive,2,True,False,True,False
subject-21,45,48,non-restrictive,3,True,False,True,False
subject-21,46,5,restrictive,4,True,False,True,False
subject-21,47,35,restrictive,2,True,False,True,False
subject-21,48,32,non-restrictive,3,True,False,True,False
subject-21,49,12,non-restrictive,3,True,False,True,False
subject-22,0,45,non-restrictive,1,True,False,True,False
subject-22,1,7,non-restrictive,3,True,False,True,False
subject-22,2,29,non-restrictive,1,True,False,True,False
subject-22,3,38,restrictive,2,True,False,True,False
subject-22,4,6,restrictive,2,True,False,True,False
subject-22,5,49,non-restrictive,1,False,False,False,False
subject-22,6,5,non-restrictive,1,True,False,True,False
subject-22,7,31,non-restrictive,3,False,False,True,False
subject-22,8,20,restrictive,4,True,False,True,False
subject-22,9,25,non-restrictive,1,True,False,True,False
subject-22,10,47,non-restrictive,3,True,False,True,False
subject-22,11,44,restrictive,4,True,False,True,False
subject-22,12,0,restrictive,4,True,False,True,False
subject-22,13,37,non-restrictive,1,True,False,True,False
subject-22,14,26,restrictive,2,True,False,True,False
subject-22,15,21,non-restrictive,1,True,False,True,False
subject-22,16,18,restrictive,2,False,False,False,False
subject-22,17,39,non-restrictive,3,True,False,True,False
subject-22,19,1,non-restrictive,1,True,False,True,False
subject-22,20,36,restrictive,4,True,False,True,False
subject-22,21,22,restrictive,2,True,False,True,False
subject-22,22,15,non-restrictive,3,True,False,True,False
subject-22,23,16,restrictive,4,True,False,True,False
subject-22,24,17,non-restrictive,1,True,False,True,False
subject-22,25,14,restrictive,2,False,False,True,False
subject-22,26,23,non-restrictive,3,True,False,True,False
subject-22,27,33,non-restrictive,1,True,False,True,False
subject-22,28,30,restrictive,2,True,False,True,False
subject-22,29,24,restrictive,4,True,False,True,False
subject-22,30,10,restrictive,2,True,False,True,False
subject-22,31,19,non-restrictive,3,True,False,True,False
subject-22,32,12,restrictive,4,True,False,True,False
subject-22,33,40,restrictive,4,True,False,True,False
subject-22,34,3,non-restrictive,3,True,False,True,False
subject-22,35,46,restrictive,2,True,False,True,False
subject-22,36,8,restrictive,4,True,False,True,False
subject-22,37,27,non-restrictive,3,True,False,True,False
subject-22,38,9,non-restrictive,1,False,False,False,False
subject-22,39,42,restrictive,2,True,False,True,False
subject-22,40,2,restrictive,2,False,False,True,False
subject-22,41,13,non-restrictive,1,True,True,True,True
subject-22,42,48,restrictive,4,False,False,False,False
subject-22,43,11,non-restrictive,3,True,False,True,False
subject-22,44,41,non-restrictive,1,False,False,False,False
subject-22,45,43,non-restrictive,3,True,False,True,False
subject-22,46,4,restrictive,4,False,False,False,False
subject-22,47,35,non-restrictive,3,True,False,True,False
subject-22,48,28,restrictive,4,True,False,True,False
subject-22,49,32,restrictive,4,True,False,True,False
subject-23,0,24,non-restrictive,4,False,False,False,False
subject-23,1,3,restrictive,3,False,False,True,False
subject-23,2,6,non-restrictive,2,True,False,True,False
subject-23,3,44,non-restrictive,4,True,True,True,True
subject-23,4,9,restrictive,1,True,False,True,False
subject-23,5,11,restrictive,3,False,False,True,False
subject-23,6,18,non-restrictive,2,False,False,False,False
subject-23,7,42,non-restrictive,2,False,False,True,True
subject-23,8,23,restrictive,3,False,False,True,True
subject-23,9,46,non-restrictive,2,False,False,True,False
subject-23,10,26,non-restrictive,2,False,False,True,True
subject-23,11,7,restrictive,3,False,False,True,False
subject-23,12,41,restrictive,1,True,False,True,False
subject-23,13,47,restrictive,3,True,False,True,False
subject-23,14,10,non-restrictive,2,True,False,True,False
subject-23,15,34,non-restrictive,2,True,False,True,False
subject-23,16,29,restrictive,1,False,False,False,False
subject-23,17,49,restrictive,1,True,False,True,True
subject-23,18,33,restrictive,1,True,False,True,False
subject-23,19,21,restrictive,1,True,False,True,False
subject-23,20,22,non-restrictive,2,False,False,False,False
subject-23,21,1,restrictive,1,True,False,True,False
subject-23,22,16,non-restrictive,4,True,False,True,False
subject-23,23,45,restrictive,1,False,False,False,False
subject-23,24,25,restrictive,1,False,False,True,False
subject-23,25,32,non-restrictive,4,False,False,False,False
subject-23,26,20,non-restrictive,4,False,False,False,False
subject-23,27,4,non-restrictive,4,False,False,False,False
subject-23,28,13,restrictive,1,False,False,False,False
subject-23,29,5,restrictive,1,True,False,True,False
subject-23,30,15,restrictive,3,False,False,True,False
subject-23,31,48,non-restrictive,4,True,False,True,False
subject-23,32,28,non-restrictive,4,False,False,False,False
subject-23,33,37,restrictive,1,True,False,True,False
subject-23,34,8,non-restrictive,4,False,False,False,False
subject-23,35,39,restrictive,3,False,False,False,False
subject-23,36,19,restrictive,3,True,False,True,False
subject-23,37,17,restrictive,1,False,False,False,False
subject-23,38,27,restrictive,3,False,False,True,False
subject-23,39,12,non-restrictive,4,False,False,False,False
subject-23,40,38,non-restrictive,2,False,False,False,False
subject-23,41,30,non-restrictive,2,False,False,False,False
subject-23,42,31,restrictive,3,False,False,True,False
subject-23,43,35,restrictive,3,False,False,False,False
subject-23,44,36,non-restrictive,4,False,False,False,False
subject-23,45,2,non-restrictive,2,False,False,False,False
subject-23,46,14,non-restrictive,2,True,False,True,False
subject-23,47,40,non-restrictive,4,False,False,False,False
subject-23,48,43,restrictive,3,False,False,False,False
subject-23,49,0,non-restrictive,4,False,False,True,True
subject-3,0,6,non-restrictive,4,False,False,False,False
subject-3,1,36,non-restrictive,2,True,False,True,False
subject-3,2,10,non-restrictive,4,True,False,True,False
subject-3,3,35,restrictive,1,True,False,True,False
subject-3,4,41,restrictive,3,False,False,False,False
subject-3,5,30,non-restrictive,4,True,False,True,False
subject-3,6,44,non-restrictive,2,True,False,True,False
subject-3,7,21,restrictive,3,True,True,True,True
subject-3,8,8,non-restrictive,2,True,False,True,False
subject-3,9,17,restrictive,3,True,False,True,False
subject-3,10,9,restrictive,3,False,False,False,False
subject-3,11,15,restrictive,1,True,False,True,False
subject-3,12,20,non-restrictive,2,True,False,True,False
subject-3,13,0,non-restrictive,2,True,False,True,False
subject-3,14,40,non-restrictive,2,True,False,True,False
subject-3,15,34,non-restrictive,4,True,False,True,False
subject-3,16,24,non-restrictive,2,True,False,True,False
subject-3,17,14,non-restrictive,4,True,False,True,False
subject-3,18,43,restrictive,1,True,False,True,False
subject-3,19,26,non-restrictive,4,True,False,True,False
subject-3,20,11,restrictive,1,True,False,True,False
subject-3,21,4,non-restrictive,2,True,False,True,False
subject-3,22,33,restrictive,3,False,False,True,True
subject-3,23,48,non-restrictive,2,True,False,True,False
subject-3,24,47,restrictive,1,True,False,True,False
subject-3,25,2,non-restrictive,4,True,False,True,False
subject-3,26,45,restrictive,3,False,False,True,False
subject-3,27,31,restrictive,1,True,False,True,False
subject-3,28,12,non-restrictive,2,True,False,True,False
subject-3,29,19,restrictive,1,True,False,True,False
subject-3,30,49,restrictive,3,True,False,True,False
subject-3,31,42,non-restrictive,4,True,False,True,False
subject-3,32,25,restrictive,3,True,False,True,False
subject-3,33,32,non-restrictive,2,True,False,True,False
subject-3,34,7,restrictive,1,False,False,False,False
subject-3,35,23,restrictive,1,True,False,True,False
subject-3,36,46,non-restrictive,4,True,False,True,False
subject-3,37,29,restrictive,3,True,False,True,False
subject-3,38,38,non-restrictive,4,True,False,True,False
subject-3,39,3,restrictive,1,False,False,False,False
subject-3,40,28,non-restrictive,2,True,False,True,False
subject-3,41,1,restrictive,3,True,False,True,False
subject-3,42,16,non-restrictive,2,True,False,True,False
subject-3,43,5,restrictive,3,True,False,True,False
subject-3,44,13,restrictive,3,True,False,True,False
subject-3,45,27,restrictive,1,True,False,True,False
subject-3,46,18,non-restrictive,4,True,False,True,False
subject-3,47,37,restrictive,3,True,False,True,False
subject-3,48,39,restrictive,1,True,False,True,False
subject-3,49,22,non-restrictive,4,False,False,False,False
subject-4,0,21,non-restrictive,4,True,False,True,False
subject-4,1,0,restrictive,3,True,True,True,True
subject-4,2,9,non-restrictive,4,False,False,False,False
subject-4,3,33,non-restrictive,4,True,False,True,False
subject-4,4,25,non-restrictive,4,True,False,True,False
subject-4,5,4,restrictive,3,True,True,True,True
subject-4,6,5,non-restrictive,4,True,False,True,False
subject-4,7,39,non-restrictive,2,True,False,True,False
subject-4,8,43,non-restrictive,2,True,False,True,False
subject-4,9,26,restrictive,1,True,False,False,False
subject-4,11,23,non-restrictive,2,True,False,True,False
subject-4,12,20,restrictive,3,True,False,True,False
subject-4,13,37,non-restrictive,4,True,False,True,False
subject-4,14,19,non-restrictive,2,True,False,True,False
subject-4,15,7,non-restrictive,2,True,False,True,False
subject-4,16,28,restrictive,3,False,False,False,False
subject-4,17,35,non-restrictive,2,False,False,True,False
subject-4,18,27,non-restrictive,2,False,False,True,False
subject-4,19,46,restrictive,1,True,False,True,False
subject-4,20,32,restrictive,3,True,False,True,False
subject-4,21,36,restrictive,3,False,False,True,True
subject-4,22,22,restrictive,1,False,False,True,False
subject-4,23,10,restrictive,1,True,False,True,False
subject-4,24,40,restrictive,3,True,False,True,False
subject-4,25,48,restrictive,3,True,False,True,False
subject-4,26,15,non-restrictive,2,False,False,True,False
subject-4,27,44,restrictive,3,True,False,True,False
subject-4,28,8,restrictive,3,True,False,True,False
subject-4,29,24,restrictive,3,True,False,True,False
subject-4,30,31,non-restrictive,2,True,False,True,False
subject-4,31,3,non-restrictive,2,True,False,True,False
subject-4,32,29,non-restrictive,4,True,False,True,False
subject-4,33,1,non-restrictive,4,False,False,True,False
subject-4,34,38,restrictive,1,True,False,True,False
subject-4,35,17,non-restrictive,4,True,False,True,False
subject-4,36,11,non-restrictive,2,True,False,True,False
subject-4,37,16,restrictive,3,True,False,True,True
subject-4,38,45,non-restrictive,4,True,False,True,False
subject-4,39,14,restrictive,1,True,False,True,False
subject-4,40,6,restrictive,1,True,False,True,False
subject-4,41,30,restrictive,1,True,False,True,False
subject-4,42,49,non-restrictive,4,True,False,True,False
subject-4,43,18,restrictive,1,True,False,True,False
subject-4,44,12,restrictive,3,True,False,True,False
subject-4,45,42,restrictive,1,True,False,True,False
subject-4,46,2,restrictive,1,False,False,True,True
subject-4,47,41,non-restrictive,4,False,False,True,False
subject-4,48,47,non-restrictive,2,True,False,True,False
subject-4,49,13,non-restrictive,4,True,False,True,False
subject-5,0,21,restrictive,4,True,False,True,False
subject-5,1,14,non-restrictive,1,True,False,True,False
subject-5,2,17,restrictive,4,True,False,True,False
subject-5,3,42,non-restrictive,1,True,True,True,True
subject-5,4,7,restrictive,2,True,False,True,True
subject-5,5,23,restrictive,2,True,False,True,False
subject-5,6,48,non-restrictive,3,True,True,True,True
subject-5,7,20,non-restrictive,3,True,False,True,False
subject-5,8,5,restrictive,4,False,False,False,False
subject-5,9,46,non-restrictive,1,False,False,False,False
subject-5,10,29,restrictive,4,True,False,True,False
subject-5,11,34,non-restrictive,1,True,False,True,False
subject-5,12,40,non-restrictive,3,True,False,True,False
subject-5,13,39,restrictive,2,True,False,True,False
subject-5,14,4,non-restrictive,3,False,False,False,False
subject-5,15,3,restrictive,2,True,False,True,False
subject-5,16,36,non-restrictive,3,True,False,True,False
subject-5,17,44,non-restrictive,3,True,False,True,False
subject-5,18,31,restrictive,2,False,False,False,False
subject-5,19,6,non-restrictive,1,False,False,False,False
subject-5,20,32,non-restrictive,3,True,False,True,False
subject-5,21,18,non-restrictive,1,True,False,True,False
subject-5,22,1,restrictive,4,False,False,False,False
subject-5,23,26,non-restrictive,1,False,False,False,False
subject-5,24,45,restrictive,4,False,False,False,False
subject-5,25,47,restrictive,2,True,False,True,False
subject-5,26,10,non-restrictive,1,True,False,True,False
subject-5,27,9,restrictive,4,True,False,True,False
subject-5,28,19,restrictive,2,True,False,True,False
subject-5,29,8,non-restrictive,3,False,False,False,False
subject-5,30,37,restrictive,4,True,False,True,False
subject-5,31,41,restrictive,4,False,False,False,False
subject-5,32,43,restrictive,2,True,False,True,False
subject-5,33,13,restrictive,4,True,False,True,False
subject-5,34,15,restrictive,2,True,False,True,False
subject-5,35,38,non-restrictive,1,True,False,True,False
subject-5,36,33,restrictive,4,True,False,True,False
subject-5,37,49,restrictive,4,True,False,True,False
subject-5,38,0,non-restrictive,3,False,False,False,False
subject-5,39,12,non-restrictive,3,True,False,True,False
subject-5,40,28,non-restrictive,3,True,False,True,False
subject-5,41,25,restrictive,4,True,False,True,False
subject-5,42,35,restrictive,2,False,False,True,False
subject-5,43,2,non-restrictive,1,False,False,False,False
subject-5,44,30,non-restrictive,1,True,False,True,False
subject-5,45,27,restrictive,2,False,False,True,False
subject-5,46,24,non-restrictive,3,True,False,True,False
subject-5,47,11,restrictive,2,False,False,False,False
subject-5,48,22,non-restrictive,1,True,False,True,False
subject-5,49,16,non-restrictive,3,False,False,True,False
subject-6,0,40,restrictive,4,True,False,True,False
subject-6,1,30,restrictive,2,True,False,True,False
subject-6,2,9,non-restrictive,1,False,False,False,False
subject-6,3,29,non-restrictive,1,True,False,True,True
subject-6,4,10,restrictive,2,True,True,True,True
subject-6,5,37,non-restrictive,1,True,False,True,False
subject-6,6,6,restrictive,2,True,False,True,False
subject-6,7,22,restrictive,2,False,False,True,False
subject-6,8,49,non-restrictive,1,False,False,False,False
subject-6,9,11,non-restrictive,3,False,False,True,False
subject-6,10,33,non-restrictive,1,True,False,True,False
subject-6,11,3,non-restrictive,3,False,False,True,False
subject-6,12,41,non-restrictive,1,True,False,True,False
subject-6,14,44,restrictive,4,True,False,True,False
subject-6,15,35,non-restrictive,3,False,False,True,False
subject-6,16,20,restrictive,4,True,False,True,False
subject-6,17,1,non-restrictive,1,True,False,True,False
subject-6,18,47,non-restrictive,3,True,False,True,False
subject-6,19,46,restrictive,2,False,False,True,False
subject-6,20,25,non-restrictive,1,True,False,True,False
subject-6,21,48,restrictive,4,True,False,True,False
subject-6,22,15,non-restrictive,3,True,False,True,False
subject-6,23,28,restrictive,4,False,False,True,False
subject-6,24,42,restrictive,2,False,False,True,False
subject-6,25,4,restrictive,4,True,False,True,False
subject-6,26,8,restrictive,4,False,False,False,False
subject-6,27,13,non-restrictive,1,True,False,True,False
subject-6,28,12,restrictive,4,True,False,True,False
subject-6,29,0,restrictive,4,True,False,True,False
subject-6,30,45,non-restrictive,1,True,False,False,False
subject-6,31,19,non-restrictive,3,False,False,True,False
subject-6,32,43,non-restrictive,3,True,False,True,False
subject-6,33,17,non-restrictive,1,True,False,True,False
subject-6,34,26,restrictive,2,False,False,True,False
subject-6,35,5,non-restrictive,1,False,False,False,False
subject-6,36,24,restrictive,4,True,False,True,False
subject-6,37,36,restrictive,4,False,False,False,False
subject-6,38,16,restrictive,4,True,False,True,False
subject-6,39,18,restrictive,2,False,False,False,False
subject-6,40,14,restrictive,2,False,False,True,False
subject-6,41,21,non-restrictive,1,False,False,False,False
subject-6,42,31,non-restrictive,3,False,False,True,False
subject-6,43,39,non-restrictive,3,False,False,False,False
subject-6,44,23,non-restrictive,3,True,False,True,False
subject-6,45,32,restrictive,4,True,False,True,False
subject-6,46,2,restrictive,2,False,False,True,False
subject-6,47,27,non-restrictive,3,False,False,True,False
subject-6,48,38,restrictive,2,False,False,False,False
subject-6,49,7,non-restrictive,3,True,False,True,False
subject-7,0,16,non-restrictive,4,True,False,True,False
subject-7,1,17,restrictive,1,True,False,True,False
subject-7,2,44,non-restrictive,4,True,False,True,False
subject-7,3,43,restrictive,3,True,False,True,False
subject-7,4,46,non-restrictive,2,True,False,True,False
subject-7,5,19,restrictive,3,True,False,True,False
subject-7,6,13,restrictive,1,True,False,True,False
subject-7,7,18,non-restrictive,2,True,False,True,False
subject-7,8,29,restrictive,1,True,False,True,False
subject-7,9,40,non-restrictive,4,True,False,True,False
subject-7,10,22,non-restrictive,2,False,False,True,False
subject-7,11,47,restrictive,3,True,False,True,False
subject-7,12,3,restrictive,3,True,False,True,False
subject-7,13,9,restrictive,1,True,False,False,False
subject-7,14,34,non-restrictive,2,True,False,True,False
subject-7,15,12,non-restrictive,4,True,False,True,False
subject-7,16,1,restrictive,1,True,False,False,False
subject-7,17,41,restrictive,1,True,False,True,False
subject-7,18,42,non-restrictive,2,True,False,True,False
subject-7,19,35,restrictive,3,False,False,True,False
subject-7,20,37,restrictive,1,True,False,True,False
subject-7,21,24,non-restrictive,4,False,False,True,False
subject-7,22,11,restrictive,3,True,False,True,False
subject-7,23,28,non-restrictive,4,True,False,True,False
subject-7,24,45,restrictive,1,True,False,False,False
subject-7,25,31,restrictive,3,False,False,True,False
subject-7,26,2,non-restrictive,2,False,False,True,False
subject-7,27,21,restrictive,1,True,False,True,False
subject-7,28,38,non-restrictive,2,True,False,True,False
subject-7,29,48,non-restrictive,4,True,False,True,False
subject-7,30,5,restrictive,1,True,True,True,True
subject-7,31,14,non-restrictive,2,False,False,True,False
subject-7,32,27,restrictive,3,False,False,False,False
subject-7,33,39,restrictive,3,True,False,True,False
subject-7,34,26,non-restrictive,2,True,False,True,False
subject-7,35,32,non-restrictive,4,True,False,True,False
subject-7,36,30,non-restrictive,2,True,False,True,False
subject-7,37,7,restrictive,3,False,False,True,False
subject-7,38,25,restrictive,1,False,False,False,False
subject-7,39,6,non-restrictive,2,True,False,True,False
subject-7,40,36,non-restrictive,4,True,False,True,False
subject-7,41,10,non-restrictive,2,True,True,True,True
subject-7,42,20,non-restrictive,4,True,False,True,False
subject-7,43,15,restrictive,3,False,False,True,False
subject-7,44,0,non-restrictive,4,True,False,True,False
subject-7,45,8,non-restrictive,4,True,False,True,False
subject-7,46,33,restrictive,1,True,False,True,False
subject-7,47,4,non-restrictive,4,True,False,True,False
subject-7,48,49,restrictive,1,False,False,False,False
subject-7,49,23,restrictive,3,False,False,True,True
subject-8,0,11,non-restrictive,4,False,False,False,False
subject-8,1,3,non-restrictive,4,True,False,True,False
subject-8,2,12,restrictive,1,True,False,True,False
subject-8,3,36,restrictive,1,True,False,True,False
subject-8,4,44,restrictive,1,True,False,True,False
subject-8,5,16,restrictive,1,True,False,True,False
subject-8,6,18,restrictive,3,True,False,True,False
subject-8,7,29,non-restrictive,2,True,False,True,False
subject-8,8,33,non-restrictive,2,False,False,True,False
subject-8,9,40,restrictive,1,True,False,True,False
subject-8,10,30,restrictive,3,True,False,True,False
subject-8,11,14,restrictive,3,True,False,True,False
subject-8,12,46,restrictive,3,True,False,True,False
subject-8,13,25,non-restrictive,2,False,False,True,False
subject-8,14,28,restrictive,1,True,True,True,True
subject-8,15,9,non-restrictive,2,False,False,False,False
subject-8,16,42,restrictive,3,True,False,True,False
subject-8,17,2,restrictive,3,False,False,True,False
subject-8,18,35,non-restrictive,4,True,False,True,False
subject-8,19,47,non-restrictive,4,True,False,True,False
subject-8,20,31,non-restrictive,4,True,False,True,False
subject-8,21,17,non-restrictive,2,True,False,True,False
subject-8,22,7,non-restrictive,4,True,False,True,False
subject-8,23,20,restrictive,1,True,False,True,False
subject-8,24,27,non-restrictive,4,True,False,True,False
subject-8,25,43,non-restrictive,4,True,False,True,False
subject-8,26,19,non-restrictive,4,True,False,True,False
subject-8,27,23,non-restrictive,4,True,False,True,False
subject-8,28,38,restrictive,3,True,False,True,False
subject-8,29,10,restrictive,3,True,True,True,True
subject-8,30,21,non-restrictive,2,True,False,True,False
subject-8,31,13,non-restrictive,2,True,False,True,False
subject-8,32,32,restrictive,1,True,False,True,False
subject-8,34,22,restrictive,3,False,False,True,False
subject-8,35,45,non-restrictive,2,True,False,True,False
subject-8,36,8,restrictive,1,True,False,True,False
subject-8,37,26,restrictive,3,False,False,True,True
subject-8,38,48,restrictive,1,True,False,True,False
subject-8,39,37,non-restrictive,2,True,False,True,False
subject-8,40,49,non-restrictive,2,False,False,True,False
subject-8,41,15,non-restrictive,4,True,False,True,False
subject-8,42,39,non-restrictive,4,True,False,True,False
subject-8,43,1,non-restrictive,2,False,False,True,False
subject-8,44,41,non-restrictive,2,True,False,True,False
subject-8,45,0,restrictive,1,True,False,True,False
subject-8,46,5,non-restrictive,2,True,True,True,True
subject-8,47,6,restrictive,3,True,False,True,False
subject-8,48,24,restrictive,1,True,False,True,False
subject-8,49,4,restrictive,1,False,False,True,False
subject-9,0,48,non-restrictive,1,True,False,True,False
subject-9,1,28,non-restrictive,1,True,False,True,False
subject-9,2,8,non-restrictive,1,True,False,True,False
subject-9,3,44,non-restrictive,1,True,False,True,False
subject-9,4,33,restrictive,2,True,False,True,False
subject-9,5,41,restrictive,2,True,True,True,True
subject-9,6,34,non-restrictive,3,True,False,True,True
subject-9,7,35,restrictive,4,True,False,True,False
subject-9,8,1,restrictive,2,True,False,True,False
subject-9,9,42,non-restrictive,3,True,True,True,True
