id,word,SentenceRole,WordRole,start,end,sentence
35,mascara,restrictive,dobj,1.533,3.15,The girl will apply the mascara
35,The,non-restrictive,det,0.021,0.063,The girl will squeeze the mascara
35,girl,non-restrictive,nsubj,0.147,0.483,The girl will squeeze the mascara
35,will,non-restrictive,aux,0.63,0.756,The girl will squeeze the mascara
35,squeeze,non-restrictive,ROOT,0.882,1.365,The girl will squeeze the mascara
35,the,non-restrictive,det,1.428,1.512,The girl will squeeze the mascara
35,mascara,non-restrictive,dobj,1.596,3.234,The girl will squeeze the mascara
36,The,restrictive,det,0.021,0.063,The kid will build the lego
36,kid,restrictive,nsubj,0.189,0.567,The kid will build the lego
36,will,restrictive,aux,0.714,0.84,The kid will build the lego
36,build,restrictive,ROOT,0.945,1.239,The kid will build the lego
36,the,restrictive,det,1.344,1.407,The kid will build the lego
36,lego,restrictive,dobj,1.512,2.898,The kid will build the lego
36,The,non-restrictive,det,0.021,0.063,The kid will stack the lego
36,kid,non-restrictive,nsubj,0.168,0.483,The kid will stack the lego
36,will,non-restrictive,aux,0.609,0.756,The kid will stack the lego
36,stack,non-restrictive,ROOT,0.861,1.239,The kid will stack the lego
36,the,non-restrictive,det,1.344,1.428,The kid will stack the lego
36,lego,non-restrictive,dobj,1.554,2.877,The kid will stack the lego
37,The,restrictive,det,0.021,0.063,The boy will peel the banana
37,boy,restrictive,nsubj,0.147,0.42,The boy will peel the banana
37,will,restrictive,aux,0.546,0.693,The boy will peel the banana
37,peel,restrictive,ROOT,0.777,1.092,The boy will peel the banana
37,the,restrictive,det,1.218,1.302,The boy will peel the banana
37,banana,restrictive,dobj,1.386,2.856,The boy will peel the banana
37,The,non-restrictive,det,0.021,0.063,The boy will move the banana
37,boy,non-restrictive,nsubj,0.147,0.441,The boy will move the banana
37,will,non-restrictive,aux,0.567,0.714,The boy will move the banana
37,move,non-restrictive,ROOT,0.798,1.071,The boy will move the banana
37,the,non-restrictive,det,1.155,1.218,The boy will move the banana
37,banana,non-restrictive,dobj,1.323,2.793,The boy will move the banana
38,The,restrictive,det,0.021,0.063,The woman will tie the apron
38,woman,restrictive,nsubj,0.189,0.525,The woman will tie the apron
38,will,restrictive,aux,0.63,0.756,The woman will tie the apron
38,tie,restrictive,ROOT,0.84,1.155,The woman will tie the apron
38,the,restrictive,det,1.197,1.281,The woman will tie the apron
38,apron,restrictive,dobj,1.491,2.772,The woman will tie the apron
38,The,non-restrictive,det,0.021,0.063,The woman will carry the apron
38,woman,non-restrictive,nsubj,0.189,0.525,The woman will carry the apron
38,will,non-restrictive,aux,0.63,0.756,The woman will carry the apron
38,carry,non-restrictive,ROOT,0.861,1.239,The woman will carry the apron
38,the,non-restrictive,det,1.344,1.428,The woman will carry the apron
38,apron,non-restrictive,dobj,1.617,2.919,The woman will carry the apron
39,The,restrictive,det,0.021,0.063,The boy will tie the shoelace
39,boy,restrictive,nsubj,0.147,0.42,The boy will tie the shoelace
39,will,restrictive,aux,0.525,0.651,The boy will tie the shoelace
39,tie,restrictive,ROOT,0.735,1.05,The boy will tie the shoelace
39,the,restrictive,det,1.092,1.155,The boy will tie the shoelace
39,shoelace,restrictive,dobj,1.323,2.688,The boy will tie the shoelace
39,The,non-restrictive,det,0.021,0.063,The boy will move the shoelace
39,boy,non-restrictive,nsubj,0.147,0.42,The boy will move the shoelace
39,will,non-restrictive,aux,0.546,0.693,The boy will move the shoelace
39,move,non-restrictive,ROOT,0.777,1.008,The boy will move the shoelace
39,the,non-restrictive,det,1.071,1.113,The boy will move the shoelace
39,shoelace,non-restrictive,dobj,1.281,2.667,The boy will move the shoelace
40,The,restrictive,det,0.021,0.063,The girl will button the blouse
40,girl,restrictive,nsubj,0.189,0.525,The girl will button the blouse
40,will,restrictive,aux,0.651,0.798,The girl will button the blouse
40,button,restrictive,ROOT,0.903,1.26,The girl will button the blouse
40,the,restrictive,det,1.323,1.386,The girl will button the blouse
40,blouse,restrictive,dobj,1.47,2.772,The girl will button the blouse
40,The,non-restrictive,det,0.021,0.063,The girl will hold the blouse
40,girl,non-restrictive,nsubj,0.189,0.504,The girl will hold the blouse
40,will,non-restrictive,aux,0.651,0.777,The girl will hold the blouse
40,hold,non-restrictive,ROOT,0.903,1.176,The girl will hold the blouse
40,the,non-restrictive,det,1.281,1.344,The girl will hold the blouse
40,blouse,non-restrictive,dobj,1.449,2.73,The girl will hold the blouse
41,The,restrictive,det,0.021,0.063,The boy will squeeze the orange
41,boy,restrictive,nsubj,0.147,0.42,The boy will squeeze the orange
41,will,restrictive,aux,0.546,0.714,The boy will squeeze the orange
41,squeeze,restrictive,ROOT,0.84,1.302,The boy will squeeze the orange
41,the,restrictive,det,1.386,1.449,The boy will squeeze the orange
41,orange,restrictive,dobj,1.638,3.003,The boy will squeeze the orange
41,The,non-restrictive,det,0.021,0.063,The boy will move the orange
41,boy,non-restrictive,nsubj,0.147,0.42,The boy will move the orange
41,will,non-restrictive,aux,0.546,0.693,The boy will move the orange
41,move,non-restrictive,ROOT,0.777,1.029,The boy will move the orange
41,the,non-restrictive,det,1.092,1.155,The boy will move the orange
41,orange,non-restrictive,dobj,1.386,2.688,The boy will move the orange
42,The,restrictive,det,0.021,0.063,The woman will sew the shirt
42,woman,restrictive,nsubj,0.189,0.525,The woman will sew the shirt
42,will,restrictive,aux,0.63,0.777,The woman will sew the shirt
42,sew,restrictive,ROOT,0.903,1.071,The woman will sew the shirt
42,the,restrictive,det,1.197,1.26,The woman will sew the shirt
42,shirt,restrictive,dobj,1.428,2.583,The woman will sew the shirt
42,The,non-restrictive,det,0.021,0.063,The woman will wash the shirt
42,woman,non-restrictive,nsubj,0.189,0.525,The woman will wash the shirt
42,will,non-restrictive,aux,0.672,0.798,The woman will wash the shirt
42,wash,non-restrictive,ROOT,0.903,1.26,The woman will wash the shirt
42,the,non-restrictive,det,1.386,1.449,The woman will wash the shirt
42,shirt,non-restrictive,dobj,1.638,2.793,The woman will wash the shirt
43,The,restrictive,det,0.021,0.063,The man will lock the safe
43,man,restrictive,nsubj,0.168,0.462,The man will lock the safe
43,will,restrictive,aux,0.588,0.714,The man will lock the safe
43,lock,restrictive,ROOT,0.819,1.092,The man will lock the safe
43,the,restrictive,det,1.197,1.26,The man will lock the safe
43,safe,restrictive,dobj,1.407,2.583,The man will lock the safe
43,The,non-restrictive,det,0.021,0.063,The man will wipe the safe
43,man,non-restrictive,nsubj,0.168,0.462,The man will wipe the safe
43,will,non-restrictive,aux,0.588,0.714,The man will wipe the safe
43,wipe,non-restrictive,ROOT,0.819,1.071,The man will wipe the safe
43,the,non-restrictive,det,1.155,1.218,The man will wipe the safe
43,safe,non-restrictive,dobj,1.344,2.499,The man will wipe the safe
44,The,restrictive,det,0.021,0.063,The baker will knead the dough
44,baker,restrictive,nsubj,0.168,0.651,The baker will knead the dough
44,will,restrictive,aux,0.819,0.945,The baker will knead the dough
44,knead,restrictive,ROOT,1.008,1.239,The baker will knead the dough
44,the,restrictive,det,1.344,1.407,The baker will knead the dough
44,dough,restrictive,dobj,1.512,2.709,The baker will knead the dough
44,The,non-restrictive,det,0.021,0.063,The baker will inspect the dough
44,baker,non-restrictive,nsubj,0.168,0.63,The baker will inspect the dough
44,will,non-restrictive,aux,0.756,0.903,The baker will inspect the dough
44,inspect,non-restrictive,ROOT,0.987,1.554,The baker will inspect the dough
44,the,non-restrictive,det,1.659,1.722,The baker will inspect the dough
44,dough,non-restrictive,dobj,1.827,3.003,The baker will inspect the dough
45,The,restrictive,det,0.021,0.063,The chef will grate the carrot
45,chef,restrictive,nsubj,0.21,0.483,The chef will grate the carrot
45,will,restrictive,aux,0.63,0.756,The chef will grate the carrot
45,grate,restrictive,ROOT,0.861,1.176,The chef will grate the carrot
45,the,restrictive,det,1.26,1.323,The chef will grate the carrot
45,carrot,restrictive,dobj,1.407,2.688,The chef will grate the carrot
45,The,non-restrictive,det,0.021,0.063,The chef will carry the carrot
45,chef,non-restrictive,nsubj,0.21,0.462,The chef will carry the carrot
45,will,non-restrictive,aux,0.609,0.735,The chef will carry the carrot
45,carry,non-restrictive,ROOT,0.819,1.176,The chef will carry the carrot
45,the,non-restrictive,det,1.302,1.365,The chef will carry the carrot
45,carrot,non-restrictive,dobj,1.47,2.688,The chef will carry the carrot
46,The,restrictive,det,0.021,0.063,The musician will tune the violin
46,musician,restrictive,nsubj,0.126,0.819,The musician will tune the violin
46,will,restrictive,aux,0.945,1.071,The musician will tune the violin
46,tune,restrictive,ROOT,1.176,1.491,The musician will tune the violin
46,the,restrictive,det,1.533,1.596,The musician will tune the violin
46,violin,restrictive,dobj,1.722,3.276,The musician will tune the violin
46,The,non-restrictive,det,0.021,0.063,The musician will move the violin
46,musician,non-restrictive,nsubj,0.126,0.861,The musician will move the violin
46,will,non-restrictive,aux,1.05,1.197,The musician will move the violin
46,move,non-restrictive,ROOT,1.281,1.575,The musician will move the violin
46,the,non-restrictive,det,1.659,1.722,The musician will move the violin
46,violin,non-restrictive,dobj,1.827,3.402,The musician will move the violin
47,The,restrictive,det,0.021,0.063,The girl will vacuum the carpet
47,girl,restrictive,nsubj,0.168,0.504,The girl will vacuum the carpet
47,will,restrictive,aux,0.672,0.819,The girl will vacuum the carpet
47,vacuum,restrictive,ROOT,0.924,1.47,The girl will vacuum the carpet
47,the,restrictive,det,1.554,1.617,The girl will vacuum the carpet
47,carpet,restrictive,dobj,1.722,3.108,The girl will vacuum the carpet
47,The,non-restrictive,det,0.021,0.063,The girl will move the carpet
47,girl,non-restrictive,nsubj,0.168,0.546,The girl will move the carpet
47,will,non-restrictive,aux,0.735,0.861,The girl will move the carpet
47,move,non-restrictive,ROOT,0.966,1.239,The girl will move the carpet
47,the,non-restrictive,det,1.302,1.365,The girl will move the carpet
47,carpet,non-restrictive,dobj,1.47,2.877,The girl will move the carpet
48,The,restrictive,det,0.021,0.063,The child will inflate the balloon
48,child,restrictive,nsubj,0.189,0.735,The child will inflate the balloon
48,will,restrictive,aux,0.84,0.966,The child will inflate the balloon
48,inflate,restrictive,ROOT,1.05,1.554,The child will inflate the balloon
48,the,restrictive,det,1.617,1.701,The child will inflate the balloon
48,balloon,restrictive,dobj,1.785,3.192,The child will inflate the balloon
48,The,non-restrictive,det,0.021,0.063,The child will carry the balloon
48,child,non-restrictive,nsubj,0.189,0.714,The child will carry the balloon
48,will,non-restrictive,aux,0.819,0.945,The child will carry the balloon
48,carry,non-restrictive,ROOT,1.029,1.386,The child will carry the balloon
48,the,non-restrictive,det,1.512,1.575,The child will carry the balloon
48,balloon,non-restrictive,dobj,1.701,3.108,The child will carry the balloon
49,The,restrictive,det,0.021,0.084,The man will lick the stamp
49,man,restrictive,nsubj,0.168,0.462,The man will lick the stamp
49,will,restrictive,aux,0.567,0.714,The man will lick the stamp
49,lick,restrictive,ROOT,0.819,1.008,The man will lick the stamp
49,the,restrictive,det,1.113,1.176,The man will lick the stamp
49,stamp,restrictive,dobj,1.323,2.604,The man will lick the stamp
49,The,non-restrictive,det,0.021,0.084,The man will pick up the stamp
49,man,non-restrictive,nsubj,0.168,0.462,The man will pick up the stamp
49,will,non-restrictive,aux,0.588,0.714,The man will pick up the stamp
49,pick,non-restrictive,ROOT,0.798,1.029,The man will pick up the stamp
49,up,non-restrictive,prt,1.155,1.239,The man will pick up the stamp
49,the,non-restrictive,det,1.323,1.386,The man will pick up the stamp
49,stamp,non-restrictive,dobj,1.533,2.814,The man will pick up the stamp
