subject_id,trial,sentence_id,condition,sentence,target_position,n_saccades_detected,n_saccades_after_verb_onset,first_saccade_latency_s,first_saccade_duration_s,first_saccade_peak_vel_deg_s,first_saccade_landing_aoi,first_saccade_is_target,first_saccade_is_object,rawsample_prop_pos1,saccade_prop_pos1,rawsample_prop_pos2,saccade_prop_pos2,rawsample_prop_pos3,saccade_prop_pos3,rawsample_prop_pos4,saccade_prop_pos4,prop_target_critical_window,saccade_prop_target,no_object_gaze_critical_window,n_saccades_landed_critical_window,target_object,first_saccade_chosen_object,critical_window_favors_target,methods_agree
subject-14,24,24,restrictive,The girl will groom the rabbit,4,11,4,0.3237,0.0537,282.0,pos4,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,1,rabbit,rabbit,True,True
subject-14,28,20,restrictive,The baby will hug the kitten,4,8,5,0.3824,0.0602,294.8,pos3,False,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,kitten,cup,False,True
subject-14,34,35,non-restrictive,The girl will squeeze the mascara,3,18,6,0.6651,0.0268,177.3,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,1.0,,False,1,mascara,elsewhere,True,False
subject-14,35,29,non-restrictive,The grandmother will eadturn the newspaper,1,11,3,0.4022,0.0472,363.9,elsewhere,False,False,0.0,,0.0,,0.0,,1.0,,0.0,,False,1,newspaper,elsewhere,False,True
subject-14,41,23,non-restrictive,The girl will hold the scarf,3,9,3,0.4645,0.0466,223.5,elsewhere,False,False,0.0,,1.0,,0.0,,0.0,,0.0,,False,1,scarf,elsewhere,False,True
subject-14,44,38,restrictive,The woman will tie the apron,2,15,4,0.4058,0.0467,296.8,pos3,False,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,apron,mop,False,True
subject-14,45,26,restrictive,The woman will blow out the candle,2,12,5,0.1354,0.0134,134.0,pos3,False,True,0.0,0.0,0.2636,0.5,0.6172,0.0,0.1191,0.5,0.2636,0.5,False,2,candle,package,True,False
subject-14,48,42,restrictive,The woman will sew the shirt,2,10,2,0.0417,0.0402,303.4,elsewhere,False,False,0.0,,0.0,,1.0,,0.0,,0.0,,False,1,shirt,elsewhere,False,True
subject-14,49,15,non-restrictive,The businessman will  forget the hat,3,11,5,0.1996,0.0403,397.8,pos2,False,True,0.5314,1.0,0.4686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,hat,folder,False,True
subject-15,19,10,non-restrictive,The man will wipe the washing machine,2,8,2,0.9406,0.0335,429.8,pos3,False,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,washing-machine,mirror,False,True
subject-15,22,9,restrictive,The woman will read the book,1,8,2,0.2214,0.0201,302.5,pos2,False,True,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,book,door,False,True
subject-15,23,13,restrictive,The man will smoke the cigarettes,1,10,1,0.7006,0.0335,326.6,elsewhere,False,False,0.0,,1.0,,0.0,,0.0,,0.0,,False,0,cigarettes,elsewhere,False,True
subject-15,39,24,non-restrictive,The girl will lift the rabbit,4,8,3,0.1008,0.0536,267.5,pos1,False,True,1.0,,0.0,,0.0,,0.0,,0.0,,False,0,rabbit,plate,False,True
subject-16,1,27,non-restrictive,The boy will touch the lamp,4,13,3,0.3232,0.0403,454.7,pos3,False,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,lamp,picture,False,True
subject-16,8,49,non-restrictive,The man will pick up the stamp,2,13,2,0.6618,0.0536,369.0,pos2,True,True,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1,stamp,stamp,True,True
subject-16,35,45,non-restrictive,The chef will carry the carrot,2,8,2,0.5677,0.0535,439.8,pos2,True,True,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1,carrot,carrot,True,True
subject-16,43,4,restrictive,The boy will bounce the ball,1,9,2,0.6229,0.0537,306.0,elsewhere,False,False,0.0,,0.0,,0.0,,1.0,,0.0,,False,0,ball,elsewhere,False,True
subject-17,1,3,restrictive,The woman will bathe the baby,4,20,7,0.1074,0.0135,200.0,subject,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,1,baby,subject,True,False
subject-17,5,41,restrictive,The boy will squeeze the orange,2,15,4,0.868,0.0469,204.3,pos3,False,True,0.0,,1.0,,0.0,,0.0,,1.0,,False,0,orange,stone,True,False
subject-17,10,37,restrictive,The boy will peel the banana,2,14,6,0.2412,0.0603,299.0,elsewhere,False,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,1,banana,elsewhere,False,True
subject-17,15,40,non-restrictive,The girl will hold the blouse,1,15,4,0.2896,0.0403,251.7,elsewhere,False,False,0.0,,0.0,,0.0,,1.0,,0.0,,False,1,blouse,elsewhere,False,True
subject-17,17,33,restrictive,The boy will unzip the suitcase,2,15,7,0.2644,0.0133,133.2,pos2,True,True,0.0,0.0,0.2127,0.0,0.0,0.0,0.7873,1.0,0.2127,0.0,False,1,suitcase,suitcase,False,False
subject-17,22,29,restrictive,The grandmother will read the newspaper,2,10,4,0.0188,0.0335,235.8,elsewhere,False,False,0.0,,0.0,,0.0,,1.0,,0.0,,False,2,newspaper,elsewhere,False,True
subject-17,23,32,non-restrictive,The woman will carry the beer,1,15,5,0.1647,0.047,227.3,pos3,False,True,0.0,0.0,0.0,0.0,0.2748,0.0,0.7252,1.0,0.0,0.0,False,1,beer,biscuit,False,True
subject-17,24,5,restrictive,The hiker will climb the mountain,2,16,4,0.1744,0.0537,335.3,pos2,True,True,0.0,,1.0,,0.0,,0.0,,1.0,,False,0,mountain,mountain,True,True
