stimuliId,partID,condition,obj,count_per_obj_per_part
19,5,non-restrictive,stick,0
19,5,non-restrictive,feather,0
19,5,non-restrictive,leaf,0
2,5,restrictive,cheese,0
2,5,restrictive,chair,0
2,5,restrictive,lipstick,33
2,5,restrictive,wine,0
27,5,non-restrictive,candle,0
27,5,non-restrictive,package,0
27,5,non-restrictive,coin,0
27,5,non-restrictive,coaster,0
46,5,restrictive,laddle,0
46,5,restrictive,peeler,0
46,5,restrictive,pot,0
46,5,restrictive,carrot,0
48,5,restrictive,footstool,0
48,5,restrictive,carpet,0
48,5,restrictive,dustpan,0
48,5,restrictive,roller,0
11,5,non-restrictive,washing-machine,0
11,5,non-restrictive,mirror,0
11,5,non-restrictive,dog,30
11,5,non-restrictive,wastebin,0
10,5,restrictive,door,18
10,5,restrictive,cup,24
10,5,restrictive,bag,0
10,5,restrictive,book,0
20,5,restrictive,bowl,0
20,5,restrictive,bread,0
20,5,restrictive,spoon,0
20,5,restrictive,spatula,0
9,5,non-restrictive,telephone,30
9,5,non-restrictive,television,0
9,5,non-restrictive,piano,0
9,5,non-restrictive,table,0
38,5,restrictive,mitten,0
38,5,restrictive,marker,0
38,5,restrictive,key,0
38,5,restrictive,banana,0
42,5,restrictive,stone,0
42,5,restrictive,cone,0
42,5,restrictive,shell,0
42,5,restrictive,orange,0
44,5,restrictive,handle,0
44,5,restrictive,safe,0
44,5,restrictive,pan,0
44,5,restrictive,bolt,0
14,5,restrictive,filofax,0
14,5,restrictive,briefcase,0
14,5,restrictive,glasses,0
14,5,restrictive,cigarettes,0
16,5,restrictive,folder,0
16,5,restrictive,hat,0
16,5,restrictive,wallet,0
16,5,restrictive,magnifying-glass,0
39,5,non-restrictive,apron,0
39,5,non-restrictive,mop,0
39,5,non-restrictive,broom,0
39,5,non-restrictive,cloth,0
34,5,restrictive,envelope,0
34,5,restrictive,box,0
34,5,restrictive,gift,0
34,5,restrictive,suitcase,0
50,5,restrictive,envelope,0
50,5,restrictive,rubberband,0
50,5,restrictive,scissors,0
50,5,restrictive,stamp,0
1,5,non-restrictive,toy-train,0
1,5,non-restrictive,ball,0
1,5,non-restrictive,cake,0
1,5,non-restrictive,toy-car,0
13,5,non-restrictive,sun,0
13,5,non-restrictive,car,0
13,5,non-restrictive,boat,0
13,5,non-restrictive,birds,0
29,5,non-restrictive,nut,0
29,5,non-restrictive,sock,3
29,5,non-restrictive,milk,0
29,5,non-restrictive,glove,0
26,5,restrictive,keyboard,0
26,5,restrictive,peach,0
26,5,restrictive,rope,0
26,5,restrictive,canvas,0
36,5,restrictive,pot,0
36,5,restrictive,mascara,0
36,5,restrictive,brush,0
36,5,restrictive,mirror,0
3,5,non-restrictive,man,0
3,5,non-restrictive,car,0
3,5,non-restrictive,houses,0
3,5,non-restrictive,dustbin,0
31,5,non-restrictive,dice,0
31,5,non-restrictive,cap,0
31,5,non-restrictive,watch,0
31,5,non-restrictive,headphones,0
28,5,restrictive,picture,0
28,5,restrictive,lamp,0
28,5,restrictive,switch,0
28,5,restrictive,frame,0
25,5,non-restrictive,potato,0
25,5,non-restrictive,glass,0
25,5,non-restrictive,rabbit,0
25,5,non-restrictive,plate,0
12,5,restrictive,bricks,0
12,5,restrictive,bell,0
12,5,restrictive,drum,0
12,5,restrictive,duck,0
23,5,non-restrictive,coat,0
23,5,non-restrictive,hook,0
23,5,non-restrictive,poster,0
23,5,non-restrictive,towel,0
17,5,non-restrictive,backpack,0
17,5,non-restrictive,ribbon,40
17,5,non-restrictive,dress,0
17,5,non-restrictive,lantern,0
41,6,restrictive,pin,0
41,6,restrictive,toothbrish,0
41,6,restrictive,iron,0
41,6,restrictive,blouse,0
31,6,restrictive,headphones,0
31,6,restrictive,dice,0
31,6,restrictive,cap,0
31,6,restrictive,watch,0
10,6,non-restrictive,book,0
10,6,non-restrictive,door,0
10,6,non-restrictive,cup,0
10,6,non-restrictive,bag,0
30,6,non-restrictive,newspaper,25
30,6,non-restrictive,comb,0
30,6,non-restrictive,eraser,0
30,6,non-restrictive,tissue,0
11,6,restrictive,wastebin,0
11,6,restrictive,washing-machine,14
11,6,restrictive,mirror,0
11,6,restrictive,dog,0
38,6,non-restrictive,banana,0
38,6,non-restrictive,mitten,0
38,6,non-restrictive,marker,0
38,6,non-restrictive,key,0
7,6,restrictive,jug,0
7,6,restrictive,mushrooms,0
7,6,restrictive,knife,0
7,6,restrictive,weighing-scales,0
23,6,restrictive,towel,0
23,6,restrictive,coat,0
23,6,restrictive,hook,0
23,6,restrictive,poster,0
50,6,non-restrictive,stamp,0
50,6,non-restrictive,envelope,0
50,6,non-restrictive,rubberband,0
50,6,non-restrictive,scissors,0
12,6,non-restrictive,duck,0
12,6,non-restrictive,bricks,0
12,6,non-restrictive,bell,0
12,6,non-restrictive,drum,0
34,6,non-restrictive,suitcase,0
34,6,non-restrictive,envelope,0
34,6,non-restrictive,box,0
34,6,non-restrictive,gift,0
4,6,non-restrictive,stool,0
4,6,non-restrictive,rocking-horse,0
4,6,non-restrictive,baby,0
4,6,non-restrictive,plant,0
42,6,non-restrictive,orange,0
42,6,non-restrictive,stone,0
42,6,non-restrictive,cone,0
42,6,non-restrictive,shell,0
35,6,restrictive,pillow,0
35,6,restrictive,radio,0
35,6,restrictive,puzzle,0
35,6,restrictive,notebook,0
45,6,restrictive,glass,0
45,6,restrictive,ladle,0
45,6,restrictive,hammer,0
45,6,restrictive,dough,0
36,6,non-restrictive,mirror,0
36,6,non-restrictive,pot,0
36,6,non-restrictive,mascara,0
36,6,non-restrictive,brush,0
21,6,restrictive,block,0
21,6,restrictive,crayon,0
21,6,restrictive,cup,0
21,6,restrictive,kitten,0
2,6,non-restrictive,wine,0
2,6,non-restrictive,cheese,0
2,6,non-restrictive,chair,0
2,6,non-restrictive,lipstick,0
48,6,non-restrictive,roller,0
48,6,non-restrictive,footstool,0
48,6,non-restrictive,carpet,0
48,6,non-restrictive,dustpan,0
47,6,restrictive,stand,0
47,6,restrictive,violin,0
47,6,restrictive,bow,0
47,6,restrictive,gum,0
26,6,non-restrictive,canvas,0
26,6,non-restrictive,keyboard,0
26,6,non-restrictive,peach,0
26,6,non-restrictive,rope,0
49,6,restrictive,pump,0
49,6,restrictive,flag,0
49,6,restrictive,pouch,0
49,6,restrictive,balloon,0
16,6,non-restrictive,magnifying-glass,0
16,6,non-restrictive,folder,0
16,6,non-restrictive,hat,0
16,6,non-restrictive,wallet,24
29,6,restrictive,glove,0
29,6,restrictive,nut,0
29,6,restrictive,sock,0
29,6,restrictive,milk,0
43,6,restrictive,ruler,0
43,6,restrictive,shirt,0
43,6,restrictive,apple,0
43,6,restrictive,chalk,0
5,6,restrictive,paper-plane,0
5,6,restrictive,acorns,0
5,6,restrictive,shuttle-cock,0
5,6,restrictive,ball,0
9,6,restrictive,table,0
9,6,restrictive,telephone,0
9,6,restrictive,television,0
9,6,restrictive,piano,0
14,6,non-restrictive,cigarettes,0
14,6,non-restrictive,filofax,0
14,6,non-restrictive,briefcase,0
14,6,non-restrictive,glasses,0
13,6,restrictive,birds,0
13,6,restrictive,sun,0
13,6,restrictive,car,0
13,6,restrictive,boat,0
1,6,restrictive,toy-car,0
1,6,restrictive,toy-train,0
1,6,restrictive,ball,0
1,6,restrictive,cake,0
46,6,non-restrictive,carrot,0
46,6,non-restrictive,laddle,0
46,6,non-restrictive,peeler,0
46,6,non-restrictive,pot,0
20,6,non-restrictive,spatula,0
20,6,non-restrictive,bowl,0
20,6,non-restrictive,bread,0
20,6,non-restrictive,spoon,0
44,6,non-restrictive,bolt,0
44,6,non-restrictive,handle,0
44,6,non-restrictive,safe,0
44,6,non-restrictive,pan,0
18,6,non-restrictive,wood,0
18,6,non-restrictive,bucket,0
18,6,non-restrictive,stone,0
18,6,non-restrictive,rope,0
27,6,restrictive,coaster,0
27,6,restrictive,candle,0
27,6,restrictive,package,0
27,6,restrictive,coin,0
6,6,non-restrictive,mountain,154
6,6,non-restrictive,animal,0
6,6,non-restrictive,cactus,0
6,6,non-restrictive,moon,0
25,6,restrictive,plate,0
25,6,restrictive,potato,0
25,6,restrictive,glass,0
25,6,restrictive,rabbit,0
37,6,restrictive,papers,0
37,6,restrictive,boxes,0
37,6,restrictive,clips,0
37,6,restrictive,lego,0
17,6,restrictive,lantern,0
17,6,restrictive,backpack,0
17,6,restrictive,ribbon,0
17,6,restrictive,dress,0
19,6,restrictive,leaf,0
19,6,restrictive,football,0
19,6,restrictive,stick,0
19,6,restrictive,feather,0
15,6,restrictive,hen,0
15,6,restrictive,dog,0
15,6,restrictive,bird,0
15,6,restrictive,ball,0
22,6,non-restrictive,flower,0
22,6,non-restrictive,magazine,0
22,6,non-restrictive,vase,0
22,6,non-restrictive,cushion,0
32,6,non-restrictive,sponge,0
32,6,non-restrictive,seed,0
32,6,non-restrictive,bottle,0
32,6,non-restrictive,lemon,0
40,6,non-restrictive,mat,0
40,6,non-restrictive,buckle,0
40,6,non-restrictive,shoelace,0
40,6,non-restrictive,shampoo,0
24,6,non-restrictive,needle,0
24,6,non-restrictive,card,0
24,6,non-restrictive,scarf,0
24,6,non-restrictive,pencil,0
33,6,restrictive,mug,0
33,6,restrictive,biscuit,0
33,6,restrictive,kettle,0
33,6,restrictive,beer,0
3,6,restrictive,dustbin,0
3,6,restrictive,man,0
3,6,restrictive,car,0
3,6,restrictive,houses,0
28,6,non-restrictive,frame,0
28,6,non-restrictive,picture,0
28,6,non-restrictive,lamp,0
28,6,non-restrictive,switch,0
39,6,restrictive,cloth,0
39,6,restrictive,apron,0
39,6,restrictive,mop,0
39,6,restrictive,broom,0
8,6,non-restrictive,toy-bear,0
8,6,non-restrictive,microscope,0
8,6,non-restrictive,child,0
8,6,non-restrictive,tv-monitor,0
17,7,non-restrictive,lantern,0
17,7,non-restrictive,backpack,0
17,7,non-restrictive,ribbon,0
17,7,non-restrictive,dress,0
18,7,restrictive,wood,0
18,7,restrictive,bucket,0
18,7,restrictive,stone,0
18,7,restrictive,rope,0
45,7,non-restrictive,glass,0
45,7,non-restrictive,ladle,0
45,7,non-restrictive,hammer,0
45,7,non-restrictive,dough,0
44,7,restrictive,bolt,0
44,7,restrictive,handle,0
44,7,restrictive,safe,0
44,7,restrictive,pan,0
47,7,non-restrictive,stand,0
47,7,non-restrictive,violin,3
47,7,non-restrictive,bow,0
47,7,non-restrictive,gum,0
20,7,restrictive,spatula,30
20,7,restrictive,bowl,0
20,7,restrictive,bread,0
20,7,restrictive,spoon,0
14,7,restrictive,cigarettes,0
14,7,restrictive,filofax,0
14,7,restrictive,briefcase,0
14,7,restrictive,glasses,0
19,7,non-restrictive,leaf,0
19,7,non-restrictive,football,0
19,7,non-restrictive,stick,0
19,7,non-restrictive,feather,0
30,7,restrictive,newspaper,0
30,7,restrictive,comb,0
30,7,restrictive,eraser,0
30,7,restrictive,tissue,0
41,7,non-restrictive,pin,0
41,7,non-restrictive,toothbrish,0
41,7,non-restrictive,iron,0
41,7,non-restrictive,blouse,0
23,7,non-restrictive,towel,0
23,7,non-restrictive,coat,0
23,7,non-restrictive,hook,0
23,7,non-restrictive,poster,0
48,7,restrictive,roller,5
48,7,restrictive,footstool,0
48,7,restrictive,carpet,0
48,7,restrictive,dustpan,0
4,7,restrictive,stool,39
4,7,restrictive,rocking-horse,0
4,7,restrictive,baby,0
4,7,restrictive,plant,0
10,7,restrictive,book,0
10,7,restrictive,door,0
10,7,restrictive,cup,0
10,7,restrictive,bag,0
35,7,non-restrictive,pillow,0
35,7,non-restrictive,radio,0
35,7,non-restrictive,puzzle,0
35,7,non-restrictive,notebook,0
13,7,non-restrictive,birds,0
13,7,non-restrictive,sun,0
13,7,non-restrictive,car,0
13,7,non-restrictive,boat,0
2,7,restrictive,wine,0
2,7,restrictive,cheese,0
2,7,restrictive,chair,0
2,7,restrictive,lipstick,49
42,7,restrictive,orange,0
42,7,restrictive,stone,0
42,7,restrictive,cone,0
42,7,restrictive,shell,0
43,7,non-restrictive,ruler,0
43,7,non-restrictive,shirt,0
43,7,non-restrictive,apple,0
43,7,non-restrictive,chalk,0
36,7,restrictive,mirror,0
36,7,restrictive,pot,0
36,7,restrictive,mascara,0
36,7,restrictive,brush,0
38,7,restrictive,banana,0
38,7,restrictive,mitten,0
38,7,restrictive,marker,0
38,7,restrictive,key,0
25,7,non-restrictive,plate,0
25,7,non-restrictive,potato,0
25,7,non-restrictive,glass,0
25,7,non-restrictive,rabbit,0
12,7,restrictive,duck,0
12,7,restrictive,bricks,0
12,7,restrictive,bell,0
12,7,restrictive,drum,0
29,7,non-restrictive,glove,0
29,7,non-restrictive,nut,0
29,7,non-restrictive,sock,0
29,7,non-restrictive,milk,0
46,7,restrictive,carrot,0
46,7,restrictive,laddle,0
46,7,restrictive,peeler,0
46,7,restrictive,pot,0
32,7,restrictive,sponge,75
32,7,restrictive,seed,10
32,7,restrictive,bottle,0
32,7,restrictive,lemon,0
3,7,non-restrictive,dustbin,0
3,7,non-restrictive,man,0
3,7,non-restrictive,car,0
3,7,non-restrictive,houses,0
22,7,restrictive,flower,0
22,7,restrictive,magazine,0
22,7,restrictive,vase,0
22,7,restrictive,cushion,0
39,7,non-restrictive,cloth,0
39,7,non-restrictive,apron,0
39,7,non-restrictive,mop,0
39,7,non-restrictive,broom,0
49,7,non-restrictive,pump,0
49,7,non-restrictive,flag,0
49,7,non-restrictive,pouch,0
49,7,non-restrictive,balloon,0
6,7,restrictive,mountain,39
6,7,restrictive,animal,0
6,7,restrictive,cactus,0
6,7,restrictive,moon,0
15,7,non-restrictive,hen,0
15,7,non-restrictive,dog,0
15,7,non-restrictive,bird,0
15,7,non-restrictive,ball,0
28,7,restrictive,frame,0
28,7,restrictive,picture,0
28,7,restrictive,lamp,0
28,7,restrictive,switch,0
40,7,restrictive,mat,0
40,7,restrictive,buckle,0
40,7,restrictive,shoelace,0
40,7,restrictive,shampoo,0
27,7,non-restrictive,coaster,0
27,7,non-restrictive,candle,0
27,7,non-restrictive,package,0
27,7,non-restrictive,coin,0
33,7,non-restrictive,mug,0
33,7,non-restrictive,biscuit,0
33,7,non-restrictive,kettle,0
33,7,non-restrictive,beer,0
31,7,non-restrictive,headphones,0
31,7,non-restrictive,dice,0
31,7,non-restrictive,cap,0
31,7,non-restrictive,watch,0
8,7,restrictive,toy-bear,0
8,7,restrictive,microscope,0
8,7,restrictive,child,0
8,7,restrictive,tv-monitor,0
26,7,restrictive,canvas,0
26,7,restrictive,keyboard,0
26,7,restrictive,peach,0
26,7,restrictive,rope,0
7,7,non-restrictive,jug,0
7,7,non-restrictive,mushrooms,65
7,7,non-restrictive,knife,16
7,7,non-restrictive,weighing-scales,0
37,7,non-restrictive,papers,0
37,7,non-restrictive,boxes,0
37,7,non-restrictive,clips,0
37,7,non-restrictive,lego,0
11,7,non-restrictive,wastebin,54
11,7,non-restrictive,washing-machine,3
11,7,non-restrictive,mirror,0
11,7,non-restrictive,dog,0
21,7,non-restrictive,block,0
21,7,non-restrictive,crayon,0
21,7,non-restrictive,cup,29
21,7,non-restrictive,kitten,0
16,7,restrictive,magnifying-glass,0
16,7,restrictive,folder,0
16,7,restrictive,hat,0
16,7,restrictive,wallet,0
1,7,non-restrictive,toy-car,13
1,7,non-restrictive,toy-train,0
1,7,non-restrictive,ball,0
1,7,non-restrictive,cake,0
9,7,non-restrictive,table,0
9,7,non-restrictive,telephone,0
9,7,non-restrictive,television,0
9,7,non-restrictive,piano,0
34,7,restrictive,suitcase,69
34,7,restrictive,envelope,0
34,7,restrictive,box,0
34,7,restrictive,gift,0
5,7,non-restrictive,paper-plane,0
5,7,non-restrictive,acorns,0
5,7,non-restrictive,shuttle-cock,0
5,7,non-restrictive,ball,0
50,7,restrictive,stamp,15
50,7,restrictive,envelope,0
50,7,restrictive,rubberband,0
50,7,restrictive,scissors,0
24,7,restrictive,needle,0
24,7,restrictive,card,0
24,7,restrictive,scarf,4
24,7,restrictive,pencil,39
12,8,non-restrictive,drum,0
12,8,non-restrictive,duck,0
12,8,non-restrictive,bricks,0
12,8,non-restrictive,bell,0
4,8,non-restrictive,plant,0
4,8,non-restrictive,stool,61
4,8,non-restrictive,rocking-horse,0
4,8,non-restrictive,baby,0
13,8,restrictive,boat,0
13,8,restrictive,birds,0
13,8,restrictive,sun,0
13,8,restrictive,car,0
37,8,restrictive,lego,0
37,8,restrictive,papers,0
37,8,restrictive,boxes,0
37,8,restrictive,clips,0
45,8,restrictive,dough,0
45,8,restrictive,glass,0
45,8,restrictive,ladle,0
45,8,restrictive,hammer,0
17,8,restrictive,dress,0
17,8,restrictive,lantern,0
17,8,restrictive,backpack,0
17,8,restrictive,ribbon,0
19,8,restrictive,feather,0
19,8,restrictive,leaf,0
19,8,restrictive,football,0
19,8,restrictive,stick,22
30,8,non-restrictive,tissue,0
30,8,non-restrictive,newspaper,0
30,8,non-restrictive,comb,0
30,8,non-restrictive,eraser,0
34,8,non-restrictive,gift,0
34,8,non-restrictive,suitcase,0
34,8,non-restrictive,envelope,0
34,8,non-restrictive,box,0
41,8,restrictive,blouse,0
41,8,restrictive,pin,0
41,8,restrictive,toothbrish,0
41,8,restrictive,iron,0
31,8,restrictive,watch,0
31,8,restrictive,headphones,0
31,8,restrictive,dice,0
31,8,restrictive,cap,0
15,8,restrictive,ball,0
15,8,restrictive,hen,0
15,8,restrictive,dog,0
15,8,restrictive,bird,0
47,8,restrictive,gum,0
47,8,restrictive,stand,0
47,8,restrictive,violin,0
47,8,restrictive,bow,0
26,8,non-restrictive,rope,0
26,8,non-restrictive,canvas,0
26,8,non-restrictive,keyboard,0
26,8,non-restrictive,peach,0
29,8,restrictive,milk,0
29,8,restrictive,glove,0
29,8,restrictive,nut,0
29,8,restrictive,sock,0
10,8,non-restrictive,bag,0
10,8,non-restrictive,book,0
10,8,non-restrictive,door,0
10,8,non-restrictive,cup,0
43,8,restrictive,chalk,0
43,8,restrictive,ruler,0
43,8,restrictive,shirt,0
43,8,restrictive,apple,0
3,8,restrictive,houses,21
3,8,restrictive,dustbin,0
3,8,restrictive,man,0
3,8,restrictive,car,0
36,8,non-restrictive,brush,0
36,8,non-restrictive,mirror,0
36,8,non-restrictive,pot,0
36,8,non-restrictive,mascara,0
48,8,non-restrictive,dustpan,0
48,8,non-restrictive,roller,44
48,8,non-restrictive,footstool,0
48,8,non-restrictive,carpet,0
32,8,non-restrictive,lemon,0
32,8,non-restrictive,sponge,0
32,8,non-restrictive,seed,0
32,8,non-restrictive,bottle,0
18,8,non-restrictive,rope,0
18,8,non-restrictive,wood,0
18,8,non-restrictive,bucket,0
18,8,non-restrictive,stone,0
8,8,non-restrictive,tv-monitor,44
8,8,non-restrictive,toy-bear,22
8,8,non-restrictive,microscope,4
8,8,non-restrictive,child,0
21,8,restrictive,kitten,0
21,8,restrictive,block,0
21,8,restrictive,crayon,0
21,8,restrictive,cup,28
28,8,non-restrictive,switch,0
28,8,non-restrictive,frame,0
28,8,non-restrictive,picture,0
28,8,non-restrictive,lamp,0
44,8,non-restrictive,pan,0
44,8,non-restrictive,bolt,0
44,8,non-restrictive,handle,0
44,8,non-restrictive,safe,0
20,8,non-restrictive,spoon,0
20,8,non-restrictive,spatula,0
20,8,non-restrictive,bowl,0
20,8,non-restrictive,bread,0
24,8,non-restrictive,pencil,0
24,8,non-restrictive,needle,0
24,8,non-restrictive,card,0
24,8,non-restrictive,scarf,0
39,8,restrictive,broom,0
39,8,restrictive,cloth,0
39,8,restrictive,apron,0
39,8,restrictive,mop,0
11,8,restrictive,dog,0
11,8,restrictive,wastebin,0
11,8,restrictive,washing-machine,36
11,8,restrictive,mirror,0
22,8,non-restrictive,cushion,0
22,8,non-restrictive,flower,0
22,8,non-restrictive,magazine,0
22,8,non-restrictive,vase,0
14,8,non-restrictive,glasses,0
14,8,non-restrictive,cigarettes,0
14,8,non-restrictive,filofax,57
14,8,non-restrictive,briefcase,21
33,8,restrictive,beer,56
33,8,restrictive,mug,1
33,8,restrictive,biscuit,0
33,8,restrictive,kettle,0
35,8,restrictive,notebook,0
35,8,restrictive,pillow,0
35,8,restrictive,radio,0
35,8,restrictive,puzzle,0
23,8,restrictive,poster,0
23,8,restrictive,towel,0
23,8,restrictive,coat,26
23,8,restrictive,hook,0
46,8,non-restrictive,pot,0
46,8,non-restrictive,carrot,0
46,8,non-restrictive,laddle,0
46,8,non-restrictive,peeler,0
9,8,restrictive,piano,0
9,8,restrictive,table,0
9,8,restrictive,telephone,24
9,8,restrictive,television,0
27,8,restrictive,coin,7
27,8,restrictive,coaster,3
27,8,restrictive,candle,41
27,8,restrictive,package,0
49,8,restrictive,balloon,0
49,8,restrictive,pump,0
49,8,restrictive,flag,0
49,8,restrictive,pouch,0
38,8,non-restrictive,key,0
38,8,non-restrictive,banana,0
38,8,non-restrictive,mitten,0
38,8,non-restrictive,marker,0
50,8,non-restrictive,scissors,0
50,8,non-restrictive,stamp,49
50,8,non-restrictive,envelope,13
50,8,non-restrictive,rubberband,0
16,8,non-restrictive,wallet,15
16,8,non-restrictive,magnifying-glass,0
16,8,non-restrictive,folder,13
16,8,non-restrictive,hat,0
40,8,non-restrictive,shampoo,0
40,8,non-restrictive,mat,56
40,8,non-restrictive,buckle,19
40,8,non-restrictive,shoelace,0
2,8,non-restrictive,lipstick,0
2,8,non-restrictive,wine,0
2,8,non-restrictive,cheese,0
2,8,non-restrictive,chair,25
42,8,non-restrictive,shell,0
42,8,non-restrictive,orange,0
42,8,non-restrictive,stone,0
42,8,non-restrictive,cone,0
1,8,restrictive,cake,0
1,8,restrictive,toy-car,0
1,8,restrictive,toy-train,0
1,8,restrictive,ball,0
6,8,non-restrictive,moon,0
6,8,non-restrictive,mountain,30
6,8,non-restrictive,animal,60
6,8,non-restrictive,cactus,0
7,8,restrictive,weighing-scales,51
7,8,restrictive,jug,0
7,8,restrictive,mushrooms,0
7,8,restrictive,knife,0
25,8,restrictive,rabbit,0
25,8,restrictive,plate,0
25,8,restrictive,potato,0
25,8,restrictive,glass,27
5,8,restrictive,ball,0
5,8,restrictive,paper-plane,0
5,8,restrictive,acorns,0
5,8,restrictive,shuttle-cock,0
49,9,non-restrictive,balloon,0
49,9,non-restrictive,pump,0
49,9,non-restrictive,flag,0
49,9,non-restrictive,pouch,0
29,9,non-restrictive,milk,0
29,9,non-restrictive,glove,0
29,9,non-restrictive,nut,0
29,9,non-restrictive,sock,8
9,9,non-restrictive,piano,38
9,9,non-restrictive,table,0
9,9,non-restrictive,telephone,0
9,9,non-restrictive,television,41
45,9,non-restrictive,dough,0
45,9,non-restrictive,glass,0
45,9,non-restrictive,ladle,0
45,9,non-restrictive,hammer,0
34,9,restrictive,gift,69
34,9,restrictive,suitcase,0
34,9,restrictive,envelope,0
34,9,restrictive,box,0
42,9,restrictive,shell,16
42,9,restrictive,orange,77
42,9,restrictive,stone,0
42,9,restrictive,cone,0
35,9,non-restrictive,notebook,0
35,9,non-restrictive,pillow,49
35,9,non-restrictive,radio,0
35,9,non-restrictive,puzzle,0
36,9,restrictive,brush,0
36,9,restrictive,mirror,0
36,9,restrictive,pot,106
36,9,restrictive,mascara,0
2,9,restrictive,lipstick,0
2,9,restrictive,wine,0
2,9,restrictive,cheese,0
2,9,restrictive,chair,41
43,9,non-restrictive,chalk,0
43,9,non-restrictive,ruler,40
43,9,non-restrictive,shirt,45
43,9,non-restrictive,apple,15
1,9,non-restrictive,cake,1
1,9,non-restrictive,toy-car,0
1,9,non-restrictive,toy-train,0
1,9,non-restrictive,ball,3
6,9,restrictive,moon,0
6,9,restrictive,mountain,7
6,9,restrictive,animal,0
6,9,restrictive,cactus,0
8,9,restrictive,tv-monitor,0
8,9,restrictive,toy-bear,0
8,9,restrictive,microscope,0
8,9,restrictive,child,92
26,9,restrictive,rope,0
26,9,restrictive,canvas,0
26,9,restrictive,keyboard,18
26,9,restrictive,peach,0
47,9,non-restrictive,gum,0
47,9,non-restrictive,stand,0
47,9,non-restrictive,violin,0
47,9,non-restrictive,bow,81
27,9,non-restrictive,coin,0
27,9,non-restrictive,coaster,0
27,9,non-restrictive,candle,9
27,9,non-restrictive,package,82
46,9,restrictive,pot,47
46,9,restrictive,carrot,29
46,9,restrictive,laddle,0
46,9,restrictive,peeler,0
50,9,restrictive,scissors,24
50,9,restrictive,stamp,48
50,9,restrictive,envelope,0
50,9,restrictive,rubberband,0
18,9,restrictive,rope,49
18,9,restrictive,wood,1
18,9,restrictive,bucket,0
18,9,restrictive,stone,0
15,9,non-restrictive,ball,43
15,9,non-restrictive,hen,0
15,9,non-restrictive,dog,0
15,9,non-restrictive,bird,0
16,9,restrictive,wallet,0
16,9,restrictive,magnifying-glass,0
16,9,restrictive,folder,0
16,9,restrictive,hat,0
31,9,non-restrictive,watch,0
31,9,non-restrictive,headphones,0
31,9,non-restrictive,dice,22
31,9,non-restrictive,cap,0
17,9,non-restrictive,dress,49
17,9,non-restrictive,lantern,9
17,9,non-restrictive,backpack,0
17,9,non-restrictive,ribbon,0
11,9,non-restrictive,dog,0
11,9,non-restrictive,wastebin,57
11,9,non-restrictive,washing-machine,39
11,9,non-restrictive,mirror,40
32,9,restrictive,lemon,0
32,9,restrictive,sponge,15
32,9,restrictive,seed,40
32,9,restrictive,bottle,27
25,9,non-restrictive,rabbit,78
25,9,non-restrictive,plate,0
25,9,non-restrictive,potato,0
25,9,non-restrictive,glass,0
20,9,restrictive,spoon,30
20,9,restrictive,spatula,0
20,9,restrictive,bowl,0
20,9,restrictive,bread,0
38,9,restrictive,key,0
38,9,restrictive,banana,24
38,9,restrictive,mitten,40
38,9,restrictive,marker,20
23,9,non-restrictive,poster,58
23,9,non-restrictive,towel,0
23,9,non-restrictive,coat,10
23,9,non-restrictive,hook,0
48,9,restrictive,dustpan,0
48,9,restrictive,roller,15
48,9,restrictive,footstool,36
48,9,restrictive,carpet,63
37,9,non-restrictive,lego,0
37,9,non-restrictive,papers,0
37,9,non-restrictive,boxes,0
37,9,non-restrictive,clips,68
24,9,restrictive,pencil,26
24,9,restrictive,needle,0
24,9,restrictive,card,0
24,9,restrictive,scarf,38
30,9,restrictive,tissue,0
30,9,restrictive,newspaper,63
30,9,restrictive,comb,0
30,9,restrictive,eraser,0
4,9,restrictive,plant,0
4,9,restrictive,stool,0
4,9,restrictive,rocking-horse,0
4,9,restrictive,baby,0
3,9,non-restrictive,houses,0
3,9,non-restrictive,dustbin,0
3,9,non-restrictive,man,69
3,9,non-restrictive,car,0
28,9,restrictive,switch,19
28,9,restrictive,frame,0
28,9,restrictive,picture,22
28,9,restrictive,lamp,0
10,9,restrictive,bag,0
10,9,restrictive,book,0
10,9,restrictive,door,0
10,9,restrictive,cup,0
7,9,non-restrictive,weighing-scales,9
7,9,non-restrictive,jug,24
7,9,non-restrictive,mushrooms,37
7,9,non-restrictive,knife,13
21,9,non-restrictive,kitten,33
21,9,non-restrictive,block,66
21,9,non-restrictive,crayon,0
21,9,non-restrictive,cup,0
13,9,non-restrictive,boat,36
13,9,non-restrictive,birds,0
13,9,non-restrictive,sun,0
13,9,non-restrictive,car,0
5,9,non-restrictive,ball,0
5,9,non-restrictive,paper-plane,0
5,9,non-restrictive,acorns,0
5,9,non-restrictive,shuttle-cock,23
40,9,restrictive,shampoo,17
40,9,restrictive,mat,42
40,9,restrictive,buckle,25
40,9,restrictive,shoelace,0
39,9,non-restrictive,broom,43
39,9,non-restrictive,cloth,1
39,9,non-restrictive,apron,3
39,9,non-restrictive,mop,0
22,9,restrictive,cushion,0
22,9,restrictive,flower,0
22,9,restrictive,magazine,0
22,9,restrictive,vase,47
12,9,restrictive,drum,62
12,9,restrictive,duck,0
12,9,restrictive,bricks,0
12,9,restrictive,bell,0
14,9,restrictive,glasses,0
14,9,restrictive,cigarettes,0
