stimuliId,partID,condition,obj,count_per_obj_per_part
14,9,restrictive,filofax,64
14,9,restrictive,briefcase,27
33,9,non-restrictive,beer,0
33,9,non-restrictive,mug,53
33,9,non-restrictive,biscuit,0
33,9,non-restrictive,kettle,41
44,9,restrictive,pan,0
44,9,restrictive,bolt,0
44,9,restrictive,handle,0
44,9,restrictive,safe,88
41,9,non-restrictive,blouse,0
41,9,non-restrictive,pin,0
41,9,non-restrictive,toothbrish,0
41,9,non-restrictive,iron,82
19,9,non-restrictive,feather,0
19,9,non-restrictive,leaf,0
19,9,non-restrictive,football,44
19,9,non-restrictive,stick,15
38,10,non-restrictive,marker,0
38,10,non-restrictive,key,0
38,10,non-restrictive,banana,0
38,10,non-restrictive,mitten,0
35,10,restrictive,puzzle,0
35,10,restrictive,notebook,0
35,10,restrictive,pillow,0
35,10,restrictive,radio,0
46,10,non-restrictive,peeler,0
46,10,non-restrictive,pot,0
46,10,non-restrictive,carrot,23
46,10,non-restrictive,laddle,0
48,10,non-restrictive,carpet,0
48,10,non-restrictive,dustpan,0
48,10,non-restrictive,roller,0
48,10,non-restrictive,footstool,0
13,10,restrictive,car,0
13,10,restrictive,boat,0
13,10,restrictive,birds,0
13,10,restrictive,sun,0
6,10,non-restrictive,cactus,0
6,10,non-restrictive,moon,0
6,10,non-restrictive,mountain,0
6,10,non-restrictive,animal,0
40,10,non-restrictive,shoelace,0
40,10,non-restrictive,shampoo,0
40,10,non-restrictive,mat,10
40,10,non-restrictive,buckle,0
21,10,restrictive,cup,0
21,10,restrictive,kitten,0
21,10,restrictive,block,0
21,10,restrictive,crayon,0
25,10,restrictive,glass,0
25,10,restrictive,rabbit,0
25,10,restrictive,plate,0
25,10,restrictive,potato,0
2,10,non-restrictive,chair,0
2,10,non-restrictive,lipstick,0
2,10,non-restrictive,wine,0
2,10,non-restrictive,cheese,0
44,10,non-restrictive,safe,0
44,10,non-restrictive,pan,0
44,10,non-restrictive,bolt,0
44,10,non-restrictive,handle,0
27,10,restrictive,package,0
27,10,restrictive,coin,0
27,10,restrictive,coaster,0
27,10,restrictive,candle,0
9,10,restrictive,television,0
9,10,restrictive,piano,0
9,10,restrictive,table,0
9,10,restrictive,telephone,0
33,10,restrictive,kettle,0
33,10,restrictive,beer,0
33,10,restrictive,mug,0
33,10,restrictive,biscuit,0
17,10,restrictive,ribbon,0
17,10,restrictive,dress,0
17,10,restrictive,lantern,0
17,10,restrictive,backpack,0
49,10,restrictive,pouch,0
49,10,restrictive,balloon,0
49,10,restrictive,pump,0
49,10,restrictive,flag,0
10,10,non-restrictive,cup,0
10,10,non-restrictive,bag,0
10,10,non-restrictive,book,0
10,10,non-restrictive,door,0
45,10,restrictive,hammer,0
45,10,restrictive,dough,0
45,10,restrictive,glass,0
45,10,restrictive,ladle,0
19,10,restrictive,stick,0
19,10,restrictive,feather,0
19,10,restrictive,leaf,0
19,10,restrictive,football,0
47,10,restrictive,bow,0
47,10,restrictive,gum,0
47,10,restrictive,stand,0
47,10,restrictive,violin,0
23,10,restrictive,hook,0
23,10,restrictive,poster,0
23,10,restrictive,towel,0
23,10,restrictive,coat,0
11,10,restrictive,mirror,0
11,10,restrictive,dog,0
11,10,restrictive,wastebin,0
11,10,restrictive,washing-machine,6
50,10,non-restrictive,rubberband,0
50,10,non-restrictive,scissors,0
50,10,non-restrictive,stamp,0
50,10,non-restrictive,envelope,0
41,10,restrictive,iron,0
41,10,restrictive,blouse,0
41,10,restrictive,pin,0
41,10,restrictive,toothbrish,0
32,10,non-restrictive,bottle,0
32,10,non-restrictive,lemon,0
32,10,non-restrictive,sponge,0
32,10,non-restrictive,seed,0
24,10,non-restrictive,scarf,0
24,10,non-restrictive,pencil,0
24,10,non-restrictive,needle,0
24,10,non-restrictive,card,0
42,10,non-restrictive,cone,0
42,10,non-restrictive,shell,0
42,10,non-restrictive,orange,0
42,10,non-restrictive,stone,0
37,10,restrictive,clips,0
37,10,restrictive,lego,0
37,10,restrictive,papers,0
37,10,restrictive,boxes,0
28,10,non-restrictive,lamp,0
28,10,non-restrictive,switch,0
28,10,non-restrictive,frame,0
28,10,non-restrictive,picture,0
7,10,restrictive,knife,0
7,10,restrictive,weighing-scales,0
7,10,restrictive,jug,0
7,10,restrictive,mushrooms,0
5,10,restrictive,shuttle-cock,0
5,10,restrictive,ball,0
5,10,restrictive,paper-plane,0
5,10,restrictive,acorns,0
20,10,non-restrictive,bread,0
20,10,non-restrictive,spoon,0
20,10,non-restrictive,spatula,0
20,10,non-restrictive,bowl,0
1,10,restrictive,ball,0
1,10,restrictive,cake,0
1,10,restrictive,toy-car,0
1,10,restrictive,toy-train,0
39,10,restrictive,mop,0
39,10,restrictive,broom,0
39,10,restrictive,cloth,0
39,10,restrictive,apron,0
15,10,restrictive,bird,0
15,10,restrictive,ball,0
15,10,restrictive,hen,0
15,10,restrictive,dog,0
30,10,non-restrictive,eraser,0
30,10,non-restrictive,tissue,0
30,10,non-restrictive,newspaper,0
30,10,non-restrictive,comb,0
43,10,restrictive,apple,0
43,10,restrictive,chalk,0
43,10,restrictive,ruler,0
43,10,restrictive,shirt,0
29,10,restrictive,sock,0
29,10,restrictive,milk,0
29,10,restrictive,glove,0
29,10,restrictive,nut,0
4,10,non-restrictive,baby,0
4,10,non-restrictive,plant,0
4,10,non-restrictive,stool,0
4,10,non-restrictive,rocking-horse,0
26,10,non-restrictive,peach,0
26,10,non-restrictive,rope,0
26,10,non-restrictive,canvas,0
26,10,non-restrictive,keyboard,0
18,10,non-restrictive,stone,0
18,10,non-restrictive,rope,0
18,10,non-restrictive,wood,0
18,10,non-restrictive,bucket,0
14,10,non-restrictive,briefcase,0
14,10,non-restrictive,glasses,0
14,10,non-restrictive,cigarettes,0
14,10,non-restrictive,filofax,0
8,10,non-restrictive,child,0
8,10,non-restrictive,tv-monitor,0
8,10,non-restrictive,toy-bear,0
8,10,non-restrictive,microscope,0
34,10,non-restrictive,box,0
34,10,non-restrictive,gift,0
34,10,non-restrictive,suitcase,0
34,10,non-restrictive,envelope,0
22,10,non-restrictive,vase,0
22,10,non-restrictive,cushion,0
22,10,non-restrictive,flower,0
22,10,non-restrictive,magazine,0
16,10,non-restrictive,hat,0
16,10,non-restrictive,wallet,0
16,10,non-restrictive,magnifying-glass,0
16,10,non-restrictive,folder,0
12,10,non-restrictive,bell,0
12,10,non-restrictive,drum,0
12,10,non-restrictive,duck,0
12,10,non-restrictive,bricks,0
3,10,restrictive,car,0
3,10,restrictive,houses,0
3,10,restrictive,dustbin,0
3,10,restrictive,man,0
31,10,restrictive,cap,0
31,10,restrictive,watch,0
31,10,restrictive,headphones,0
31,10,restrictive,dice,0
36,10,non-restrictive,mascara,0
36,10,non-restrictive,brush,0
36,10,non-restrictive,mirror,0
36,10,non-restrictive,pot,0
11,11,non-restrictive,mirror,0
11,11,non-restrictive,dog,0
11,11,non-restrictive,wastebin,18
11,11,non-restrictive,washing-machine,5
33,11,non-restrictive,kettle,39
33,11,non-restrictive,beer,12
33,11,non-restrictive,mug,0
33,11,non-restrictive,biscuit,0
15,11,non-restrictive,bird,0
15,11,non-restrictive,ball,0
15,11,non-restrictive,hen,0
15,11,non-restrictive,dog,0
44,11,restrictive,safe,0
44,11,restrictive,pan,0
44,11,restrictive,bolt,10
44,11,restrictive,handle,0
20,11,restrictive,bread,0
20,11,restrictive,spoon,0
20,11,restrictive,spatula,0
20,11,restrictive,bowl,0
31,11,non-restrictive,cap,0
31,11,non-restrictive,watch,0
31,11,non-restrictive,headphones,0
31,11,non-restrictive,dice,0
2,11,restrictive,chair,0
2,11,restrictive,lipstick,0
2,11,restrictive,wine,0
2,11,restrictive,cheese,0
23,11,non-restrictive,hook,0
23,11,non-restrictive,poster,0
23,11,non-restrictive,towel,0
23,11,non-restrictive,coat,0
6,11,restrictive,cactus,0
6,11,restrictive,moon,0
6,11,restrictive,mountain,0
6,11,restrictive,animal,0
30,11,restrictive,eraser,10
30,11,restrictive,tissue,0
30,11,restrictive,newspaper,0
30,11,restrictive,comb,0
38,11,restrictive,marker,0
38,11,restrictive,key,0
38,11,restrictive,banana,0
38,11,restrictive,mitten,0
24,11,restrictive,scarf,28
24,11,restrictive,pencil,0
24,11,restrictive,needle,0
24,11,restrictive,card,0
42,11,restrictive,cone,0
42,11,restrictive,shell,0
42,11,restrictive,orange,0
42,11,restrictive,stone,0
3,11,non-restrictive,car,74
3,11,non-restrictive,houses,3
3,11,non-restrictive,dustbin,0
3,11,non-restrictive,man,0
41,11,non-restrictive,iron,0
41,11,non-restrictive,blouse,0
41,11,non-restrictive,pin,0
41,11,non-restrictive,toothbrish,15
17,11,non-restrictive,ribbon,0
17,11,non-restrictive,dress,0
17,11,non-restrictive,lantern,51
17,11,non-restrictive,backpack,0
10,11,restrictive,cup,0
10,11,restrictive,bag,42
10,11,restrictive,book,11
10,11,restrictive,door,0
4,11,restrictive,baby,0
4,11,restrictive,plant,0
4,11,restrictive,stool,0
4,11,restrictive,rocking-horse,0
7,11,non-restrictive,knife,0
7,11,non-restrictive,weighing-scales,0
7,11,non-restrictive,jug,0
7,11,non-restrictive,mushrooms,0
22,11,restrictive,vase,0
22,11,restrictive,cushion,0
22,11,restrictive,flower,14
22,11,restrictive,magazine,0
28,11,restrictive,lamp,0
28,11,restrictive,switch,30
28,11,restrictive,frame,0
28,11,restrictive,picture,0
27,11,non-restrictive,package,0
27,11,non-restrictive,coin,0
27,11,non-restrictive,coaster,25
27,11,non-restrictive,candle,0
45,11,non-restrictive,hammer,0
45,11,non-restrictive,dough,0
45,11,non-restrictive,glass,0
45,11,non-restrictive,ladle,0
25,11,non-restrictive,glass,0
25,11,non-restrictive,rabbit,0
25,11,non-restrictive,plate,0
25,11,non-restrictive,potato,82
21,11,non-restrictive,cup,93
21,11,non-restrictive,kitten,0
21,11,non-restrictive,block,0
21,11,non-restrictive,crayon,0
18,11,restrictive,stone,0
18,11,restrictive,rope,0
18,11,restrictive,wood,0
18,11,restrictive,bucket,0
9,11,non-restrictive,television,0
9,11,non-restrictive,piano,44
9,11,non-restrictive,table,0
9,11,non-restrictive,telephone,0
43,11,non-restrictive,apple,0
43,11,non-restrictive,chalk,0
43,11,non-restrictive,ruler,75
43,11,non-restrictive,shirt,0
19,11,non-restrictive,stick,0
19,11,non-restrictive,feather,0
19,11,non-restrictive,leaf,0
19,11,non-restrictive,football,0
5,11,non-restrictive,shuttle-cock,0
5,11,non-restrictive,ball,0
5,11,non-restrictive,paper-plane,0
5,11,non-restrictive,acorns,0
8,11,restrictive,child,0
8,11,restrictive,tv-monitor,0
8,11,restrictive,toy-bear,0
8,11,restrictive,microscope,0
47,11,non-restrictive,bow,0
47,11,non-restrictive,gum,0
47,11,non-restrictive,stand,0
47,11,non-restrictive,violin,0
49,11,non-restrictive,pouch,0
49,11,non-restrictive,balloon,0
49,11,non-restrictive,pump,58
49,11,non-restrictive,flag,0
37,11,non-restrictive,clips,0
37,11,non-restrictive,lego,0
37,11,non-restrictive,papers,0
37,11,non-restrictive,boxes,0
32,11,restrictive,bottle,0
32,11,restrictive,lemon,0
32,11,restrictive,sponge,0
32,11,restrictive,seed,0
16,11,restrictive,hat,0
16,11,restrictive,wallet,0
16,11,restrictive,magnifying-glass,0
16,11,restrictive,folder,0
1,11,non-restrictive,ball,0
1,11,non-restrictive,cake,0
1,11,non-restrictive,toy-car,0
1,11,non-restrictive,toy-train,0
12,11,restrictive,bell,62
12,11,restrictive,drum,0
12,11,restrictive,duck,0
12,11,restrictive,bricks,0
36,11,restrictive,mascara,0
36,11,restrictive,brush,0
36,11,restrictive,mirror,0
36,11,restrictive,pot,0
34,11,restrictive,box,0
34,11,restrictive,gift,0
34,11,restrictive,suitcase,0
34,11,restrictive,envelope,0
40,11,restrictive,shoelace,0
40,11,restrictive,shampoo,0
40,11,restrictive,mat,0
40,11,restrictive,buckle,0
39,11,non-restrictive,mop,0
39,11,non-restrictive,broom,0
39,11,non-restrictive,cloth,0
39,11,non-restrictive,apron,0
35,11,non-restrictive,puzzle,0
35,11,non-restrictive,notebook,0
35,11,non-restrictive,pillow,0
35,11,non-restrictive,radio,80
13,11,non-restrictive,car,0
13,11,non-restrictive,boat,0
13,11,non-restrictive,birds,0
13,11,non-restrictive,sun,0
46,11,restrictive,peeler,0
46,11,restrictive,pot,0
46,11,restrictive,carrot,0
46,11,restrictive,laddle,0
50,11,restrictive,rubberband,2
50,11,restrictive,scissors,42
50,11,restrictive,stamp,0
50,11,restrictive,envelope,0
26,11,restrictive,peach,0
26,11,restrictive,rope,0
26,11,restrictive,canvas,0
26,11,restrictive,keyboard,0
48,11,restrictive,carpet,0
48,11,restrictive,dustpan,0
48,11,restrictive,roller,0
48,11,restrictive,footstool,0
14,11,restrictive,briefcase,0
14,11,restrictive,glasses,0
14,11,restrictive,cigarettes,94
14,11,restrictive,filofax,0
29,11,non-restrictive,sock,0
29,11,non-restrictive,milk,0
29,11,non-restrictive,glove,0
29,11,non-restrictive,nut,0
4,12,non-restrictive,rocking-horse,0
4,12,non-restrictive,baby,0
4,12,non-restrictive,plant,0
4,12,non-restrictive,stool,0
32,12,non-restrictive,seed,0
32,12,non-restrictive,bottle,0
32,12,non-restrictive,lemon,0
32,12,non-restrictive,sponge,0
23,12,restrictive,coat,0
23,12,restrictive,hook,0
23,12,restrictive,poster,0
23,12,restrictive,towel,0
24,12,non-restrictive,card,0
24,12,non-restrictive,scarf,0
24,12,non-restrictive,pencil,0
24,12,non-restrictive,needle,0
28,12,non-restrictive,picture,0
28,12,non-restrictive,lamp,0
28,12,non-restrictive,switch,0
28,12,non-restrictive,frame,0
29,12,restrictive,nut,0
29,12,restrictive,sock,0
29,12,restrictive,milk,0
29,12,restrictive,glove,0
47,12,restrictive,violin,0
47,12,restrictive,bow,0
47,12,restrictive,gum,0
47,12,restrictive,stand,0
8,12,non-restrictive,microscope,0
8,12,non-restrictive,child,0
8,12,non-restrictive,tv-monitor,0
8,12,non-restrictive,toy-bear,0
45,12,restrictive,ladle,0
45,12,restrictive,hammer,0
45,12,restrictive,dough,0
45,12,restrictive,glass,0
19,12,restrictive,football,0
19,12,restrictive,stick,78
19,12,restrictive,feather,0
19,12,restrictive,leaf,0
25,12,restrictive,potato,0
25,12,restrictive,glass,0
25,12,restrictive,rabbit,0
25,12,restrictive,plate,0
37,12,restrictive,boxes,0
37,12,restrictive,clips,0
37,12,restrictive,lego,0
37,12,restrictive,papers,0
41,12,restrictive,toothbrish,0
41,12,restrictive,iron,0
41,12,restrictive,blouse,0
41,12,restrictive,pin,0
22,12,non-restrictive,magazine,0
22,12,non-restrictive,vase,0
22,12,non-restrictive,cushion,0
22,12,non-restrictive,flower,0
38,12,non-restrictive,mitten,0
38,12,non-restrictive,marker,0
38,12,non-restrictive,key,0
38,12,non-restrictive,banana,0
26,12,non-restrictive,keyboard,0
26,12,non-restrictive,peach,0
26,12,non-restrictive,rope,0
26,12,non-restrictive,canvas,0
48,12,non-restrictive,footstool,0
48,12,non-restrictive,carpet,0
48,12,non-restrictive,dustpan,0
48,12,non-restrictive,roller,0
40,12,non-restrictive,buckle,0
40,12,non-restrictive,shoelace,0
40,12,non-restrictive,shampoo,0
40,12,non-restrictive,mat,0
13,12,restrictive,sun,0
13,12,restrictive,car,0
13,12,restrictive,boat,0
13,12,restrictive,birds,0
5,12,restrictive,acorns,0
5,12,restrictive,shuttle-cock,0
5,12,restrictive,ball,0
5,12,restrictive,paper-plane,0
31,12,restrictive,dice,0
31,12,restrictive,cap,0
31,12,restrictive,watch,0
31,12,restrictive,headphones,0
20,12,non-restrictive,bowl,0
20,12,non-restrictive,bread,0
20,12,non-restrictive,spoon,0
20,12,non-restrictive,spatula,0
33,12,restrictive,biscuit,0
33,12,restrictive,kettle,0
33,12,restrictive,beer,0
33,12,restrictive,mug,0
7,12,restrictive,mushrooms,0
7,12,restrictive,knife,0
7,12,restrictive,weighing-scales,0
7,12,restrictive,jug,0
36,12,non-restrictive,pot,0
36,12,non-restrictive,mascara,0
36,12,non-restrictive,brush,0
36,12,non-restrictive,mirror,0
16,12,non-restrictive,folder,0
16,12,non-restrictive,hat,0
16,12,non-restrictive,wallet,0
16,12,non-restrictive,magnifying-glass,0
34,12,non-restrictive,envelope,0
34,12,non-restrictive,box,0
34,12,non-restrictive,gift,94
34,12,non-restrictive,suitcase,0
50,12,non-restrictive,envelope,0
50,12,non-restrictive,rubberband,0
50,12,non-restrictive,scissors,0
50,12,non-restrictive,stamp,0
12,12,non-restrictive,bricks,0
12,12,non-restrictive,bell,19
12,12,non-restrictive,drum,2
12,12,non-restrictive,duck,0
3,12,restrictive,man,0
3,12,restrictive,car,26
3,12,restrictive,houses,0
3,12,restrictive,dustbin,0
11,12,restrictive,washing-machine,83
11,12,restrictive,mirror,0
11,12,restrictive,dog,0
11,12,restrictive,wastebin,0
1,12,restrictive,toy-train,0
1,12,restrictive,ball,0
1,12,restrictive,cake,56
1,12,restrictive,toy-car,0
14,12,non-restrictive,filofax,0
14,12,non-restrictive,briefcase,0
14,12,non-restrictive,glasses,0
14,12,non-restrictive,cigarettes,0
43,12,restrictive,shirt,0
43,12,restrictive,apple,0
43,12,restrictive,chalk,0
43,12,restrictive,ruler,0
27,12,restrictive,candle,0
27,12,restrictive,package,0
27,12,restrictive,coin,0
27,12,restrictive,coaster,0
15,12,restrictive,dog,0
15,12,restrictive,bird,9
15,12,restrictive,ball,33
15,12,restrictive,hen,0
2,12,non-restrictive,cheese,0
2,12,non-restrictive,chair,0
2,12,non-restrictive,lipstick,0
2,12,non-restrictive,wine,0
49,12,restrictive,flag,0
49,12,restrictive,pouch,0
49,12,restrictive,balloon,0
49,12,restrictive,pump,0
30,12,non-restrictive,comb,0
30,12,non-restrictive,eraser,0
30,12,non-restrictive,tissue,0
30,12,non-restrictive,newspaper,0
10,12,non-restrictive,door,0
10,12,non-restrictive,cup,28
10,12,non-restrictive,bag,6
10,12,non-restrictive,book,0
46,12,non-restrictive,laddle,0
46,12,non-restrictive,peeler,0
46,12,non-restrictive,pot,0
46,12,non-restrictive,carrot,0
18,12,non-restrictive,bucket,0
18,12,non-restrictive,stone,0
18,12,non-restrictive,rope,0
18,12,non-restrictive,wood,0
35,12,restrictive,radio,0
35,12,restrictive,puzzle,0
35,12,restrictive,notebook,0
35,12,restrictive,pillow,0
39,12,restrictive,apron,0
39,12,restrictive,mop,0
39,12,restrictive,broom,0
39,12,restrictive,cloth,0
17,12,restrictive,backpack,0
17,12,restrictive,ribbon,0
17,12,restrictive,dress,0
17,12,restrictive,lantern,0
21,12,restrictive,crayon,0
21,12,restrictive,cup,0
21,12,restrictive,kitten,0
21,12,restrictive,block,0
44,12,non-restrictive,handle,0
44,12,non-restrictive,safe,0
44,12,non-restrictive,pan,0
44,12,non-restrictive,bolt,0
6,12,non-restrictive,animal,0
6,12,non-restrictive,cactus,0
6,12,non-restrictive,moon,0
6,12,non-restrictive,mountain,0
42,12,non-restrictive,stone,0
42,12,non-restrictive,cone,0
42,12,non-restrictive,shell,0
42,12,non-restrictive,orange,0
9,12,restrictive,telephone,0
9,12,restrictive,television,0
9,12,restrictive,piano,88
9,12,restrictive,table,0
12,13,restrictive,bricks,0
12,13,restrictive,bell,0
12,13,restrictive,drum,0
12,13,restrictive,duck,0
3,13,non-restrictive,man,0
3,13,non-restrictive,car,0
3,13,non-restrictive,houses,0
3,13,non-restrictive,dustbin,0
34,13,restrictive,envelope,0
34,13,restrictive,box,0
34,13,restrictive,gift,0
34,13,restrictive,suitcase,0
31,13,non-restrictive,dice,0
31,13,non-restrictive,cap,0
31,13,non-restrictive,watch,0
31,13,non-restrictive,headphones,0
16,13,restrictive,folder,0
16,13,restrictive,hat,0
16,13,restrictive,wallet,0
16,13,restrictive,magnifying-glass,0
39,13,non-restrictive,apron,71
39,13,non-restrictive,mop,0
39,13,non-restrictive,broom,0
39,13,non-restrictive,cloth,0
40,13,restrictive,buckle,0
40,13,restrictive,shoelace,0
40,13,restrictive,shampoo,0
40,13,restrictive,mat,0
24,13,restrictive,card,0
24,13,restrictive,scarf,0
24,13,restrictive,pencil,0
24,13,restrictive,needle,0
42,13,restrictive,stone,0
42,13,restrictive,cone,0
42,13,restrictive,shell,91
42,13,restrictive,orange,0
9,13,non-restrictive,telephone,88
9,13,non-restrictive,television,0
9,13,non-restrictive,piano,0
9,13,non-restrictive,table,0
14,13,restrictive,filofax,1
14,13,restrictive,briefcase,4
14,13,restrictive,glasses,21
14,13,restrictive,cigarettes,11
36,13,restrictive,pot,0
36,13,restrictive,mascara,95
36,13,restrictive,brush,0
36,13,restrictive,mirror,0
43,13,non-restrictive,shirt,24
43,13,non-restrictive,apple,64
43,13,non-restrictive,chalk,13
43,13,non-restrictive,ruler,0
25,13,non-restrictive,potato,0
25,13,non-restrictive,glass,0
25,13,non-restrictive,rabbit,0
25,13,non-restrictive,plate,0
10,13,restrictive,door,0
10,13,restrictive,cup,0
10,13,restrictive,bag,28
10,13,restrictive,book,12
1,13,non-restrictive,toy-train,0
1,13,non-restrictive,ball,0
1,13,non-restrictive,cake,26
1,13,non-restrictive,toy-car,0
44,13,restrictive,handle,0
44,13,restrictive,safe,2
44,13,restrictive,pan,46
44,13,restrictive,bolt,35
7,13,non-restrictive,mushrooms,89
7,13,non-restrictive,knife,0
7,13,non-restrictive,weighing-scales,0
7,13,non-restrictive,jug,0
38,13,restrictive,mitten,0
38,13,restrictive,marker,0
38,13,restrictive,key,3
38,13,restrictive,banana,0
18,13,restrictive,bucket,88
18,13,restrictive,stone,0
18,13,restrictive,rope,0
18,13,restrictive,wood,0
32,13,restrictive,seed,0
32,13,restrictive,bottle,0
32,13,restrictive,lemon,66
32,13,restrictive,sponge,22
47,13,non-restrictive,violin,34
47,13,non-restrictive,bow,0
47,13,non-restrictive,gum,0
47,13,non-restrictive,stand,0
17,13,non-restrictive,backpack,0
17,13,non-restrictive,ribbon,11
17,13,non-restrictive,dress,0
17,13,non-restrictive,lantern,0
13,13,non-restrictive,sun,0
13,13,non-restrictive,car,38
13,13,non-restrictive,boat,50
13,13,non-restrictive,birds,0
8,13,restrictive,microscope,0
8,13,restrictive,child,48
8,13,restrictive,tv-monitor,0
8,13,restrictive,toy-bear,32
48,13,restrictive,footstool,0
48,13,restrictive,carpet,0
48,13,restrictive,dustpan,43
48,13,restrictive,roller,12
45,13,non-restrictive,ladle,0
45,13,non-restrictive,hammer,5
45,13,non-restrictive,dough,0
45,13,non-restrictive,glass,0
29,13,non-restrictive,nut,0
29,13,non-restrictive,sock,0
29,13,non-restrictive,milk,22
29,13,non-restrictive,glove,0
15,13,non-restrictive,dog,0
15,13,non-restrictive,bird,0
15,13,non-restrictive,ball,1
15,13,non-restrictive,hen,0
23,13,non-restrictive,coat,0
23,13,non-restrictive,hook,65
23,13,non-restrictive,poster,0
23,13,non-restrictive,towel,0
19,13,non-restrictive,football,47
19,13,non-restrictive,stick,30
19,13,non-restrictive,feather,0
19,13,non-restrictive,leaf,0
11,13,non-restrictive,washing-machine,0
11,13,non-restrictive,mirror,43
11,13,non-restrictive,dog,63
11,13,non-restrictive,wastebin,13
20,13,restrictive,bowl,0
20,13,restrictive,bread,73
20,13,restrictive,spoon,0
20,13,restrictive,spatula,0
26,13,restrictive,keyboard,6
26,13,restrictive,peach,0
26,13,restrictive,rope,0
26,13,restrictive,canvas,23
2,13,restrictive,cheese,0
2,13,restrictive,chair,4
2,13,restrictive,lipstick,58
2,13,restrictive,wine,0
46,13,restrictive,laddle,0
46,13,restrictive,peeler,0
46,13,restrictive,pot,2
46,13,restrictive,carrot,50
27,13,non-restrictive,candle,11
27,13,non-restrictive,package,51
27,13,non-restrictive,coin,2
27,13,non-restrictive,coaster,0
30,13,restrictive,comb,0
30,13,restrictive,eraser,0
30,13,restrictive,tissue,0
30,13,restrictive,newspaper,72
5,13,non-restrictive,acorns,0
5,13,non-restrictive,shuttle-cock,20
5,13,non-restrictive,ball,64
5,13,non-restrictive,paper-plane,0
33,13,non-restrictive,biscuit,15
33,13,non-restrictive,kettle,60
33,13,non-restrictive,beer,0
33,13,non-restrictive,mug,20
41,13,non-restrictive,toothbrish,0
41,13,non-restrictive,iron,28
41,13,non-restrictive,blouse,47
41,13,non-restrictive,pin,0
49,13,non-restrictive,flag,0
49,13,non-restrictive,pouch,0
49,13,non-restrictive,balloon,101
49,13,non-restrictive,pump,0
4,13,restrictive,rocking-horse,0
4,13,restrictive,baby,82
4,13,restrictive,plant,6
4,13,restrictive,stool,0
37,13,non-restrictive,boxes,36
37,13,non-restrictive,clips,0
37,13,non-restrictive,lego,0
37,13,non-restrictive,papers,0
35,13,non-restrictive,radio,1
35,13,non-restrictive,puzzle,56
35,13,non-restrictive,notebook,0
35,13,non-restrictive,pillow,0
50,13,restrictive,envelope,0
50,13,restrictive,rubberband,0
50,13,restrictive,scissors,0
50,13,restrictive,stamp,50
6,13,restrictive,animal,0
6,13,restrictive,cactus,0
6,13,restrictive,moon,0
6,13,restrictive,mountain,0
28,13,restrictive,picture,0
28,13,restrictive,lamp,75
28,13,restrictive,switch,0
28,13,restrictive,frame,0
21,13,non-restrictive,crayon,0
21,13,non-restrictive,cup,0
21,13,non-restrictive,kitten,100
21,13,non-restrictive,block,0
22,13,restrictive,magazine,0
22,13,restrictive,vase,51
22,13,restrictive,cushion,0
22,13,restrictive,flower,0
34,14,non-restrictive,suitcase,0
34,14,non-restrictive,envelope,0
34,14,non-restrictive,box,0
34,14,non-restrictive,gift,0
46,14,non-restrictive,carrot,0
46,14,non-restrictive,laddle,0
46,14,non-restrictive,peeler,0
46,14,non-restrictive,pot,9
3,14,restrictive,dustbin,0
3,14,restrictive,man,0
3,14,restrictive,car,0
3,14,restrictive,houses,0
37,14,restrictive,papers,0
37,14,restrictive,boxes,0
37,14,restrictive,clips,0
37,14,restrictive,lego,0
14,14,non-restrictive,cigarettes,0
14,14,non-restrictive,filofax,0
14,14,non-restrictive,briefcase,0
14,14,non-restrictive,glasses,0
47,14,restrictive,stand,0
47,14,restrictive,violin,0
47,14,restrictive,bow,56
47,14,restrictive,gum,0
29,14,restrictive,glove,0
29,14,restrictive,nut,39
29,14,restrictive,sock,2
29,14,restrictive,milk,5
11,14,restrictive,wastebin,42
11,14,restrictive,washing-machine,37
11,14,restrictive,mirror,0
11,14,restrictive,dog,4
33,14,restrictive,mug,0
33,14,restrictive,biscuit,0
33,14,restrictive,kettle,66
33,14,restrictive,beer,0
32,14,non-restrictive,sponge,0
32,14,non-restrictive,seed,0
32,14,non-restrictive,bottle,0
32,14,non-restrictive,lemon,0
26,14,non-restrictive,canvas,0
26,14,non-restrictive,keyboard,0
26,14,non-restrictive,peach,0
26,14,non-restrictive,rope,17
48,14,non-restrictive,roller,16
48,14,non-restrictive,footstool,42
48,14,non-restrictive,carpet,11
48,14,non-restrictive,dustpan,0
4,14,non-restrictive,stool,0
4,14,non-restrictive,rocking-horse,0
4,14,non-restrictive,baby,13
4,14,non-restrictive,plant,60
49,14,restrictive,pump,75
49,14,restrictive,flag,0
49,14,restrictive,pouch,0
49,14,restrictive,balloon,0
7,14,restrictive,jug,62
7,14,restrictive,mushrooms,0
7,14,restrictive,knife,0
7,14,restrictive,weighing-scales,0
5,14,restrictive,paper-plane,0
5,14,restrictive,acorns,0
5,14,restrictive,shuttle-cock,0
5,14,restrictive,ball,0
22,14,non-restrictive,flower,0
22,14,non-restrictive,magazine,0
22,14,non-restrictive,vase,0
22,14,non-restrictive,cushion,0
1,14,restrictive,toy-car,0
1,14,restrictive,toy-train,0
1,14,restrictive,ball,0
1,14,restrictive,cake,0
40,14,non-restrictive,mat,0
40,14,non-restrictive,buckle,0
40,14,non-restrictive,shoelace,0
40,14,non-restrictive,shampoo,0
