CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
14578	99.01358	32273999377	0.56745	0.58945	98.93993	0.07365	271	1	0.55311	0.61613	1	0.56102	0.59872	1	0.55706	0.60742	1	0.32709	0.95412	16.43432	1.02022	1	0.58265	0.96042	16.87154	1.02647	1	-0.04484	-0.09528	0.67111	0.00345	1	0.01930	-0.08925	0.62041	0.00346	1	0.40417	0.81833	0	
14579	99.02016	32274065175	0.56661	0.58885	98.93993	0.08023	271	1	0.55521	0.58651	1	0.55783	0.57660	1	0.55652	0.58155	1	0.32705	0.95411	16.52995	1.04091	1	0.58265	0.96038	16.87395	1.03397	1	-0.04484	-0.09528	0.67111	0.00345	1	0.01930	-0.08925	0.62041	0.00343	1	0.40417	0.81833	0	START_TRIAL
14580	99.02688	32274132403	0.56717	0.58507	98.93993	0.08695	271	1	0.58609	0.48467	1	0.56295	0.58726	1	0.57452	0.53597	1	0.32708	0.95415	16.50131	1.04842	1	0.58267	0.96037	16.86021	1.04147	1	-0.04484	-0.09528	0.67111	0.00346	1	0.01930	-0.08925	0.62041	0.00344	1	0.40417	0.81833	0	
14581	99.03334	32274196995	0.56768	0.58159	98.93993	0.09341	271	1	0.58637	0.47929	1	0.56304	0.58648	1	0.57471	0.53288	1	0.32702	0.95404	16.74981	1.05592	1	0.58274	0.96043	17.08462	1.04273	1	-0.04484	-0.09528	0.67111	0.00347	1	0.01898	-0.08752	0.60838	0.00342	1	0.40417	0.81833	0	
14582	99.04021	32274265656	0.56741	0.58097	98.93993	0.10028	271	1	0.56496	0.53249	1	0.56187	0.61085	1	0.56341	0.57167	1	0.32712	0.95400	16.72400	1.04273	1	0.58269	0.96016	16.65855	1.03648	1	-0.04484	-0.09528	0.67111	0.00348	1	0.01898	-0.08752	0.60838	0.00349	1	0.40417	0.81833	0	
14583	99.04665	32274330104	0.56753	0.57904	98.93993	0.10673	271	1	0.58403	0.51195	1	0.55475	0.58445	1	0.56939	0.54820	1	0.32721	0.95385	16.34158	1.03648	1	0.58267	0.96036	16.84737	1.03023	1	-0.04484	-0.09528	0.67111	0.00361	1	0.01898	-0.08752	0.60838	0.00345	1	0.40417	0.81833	0	
14584	99.05332	32274396769	0.56759	0.57784	98.93993	0.11340	271	1	0.58352	0.52167	1	0.55386	0.59316	1	0.56869	0.55741	1	0.32727	0.95387	17.09876	1.02260	1	0.58266	0.96015	16.56386	1.01635	1	-0.04316	-0.09182	0.64676	0.00359	1	0.01898	-0.08752	0.60838	0.00351	1	0.40417	0.81833	0	
14585	99.06057	32274469283	0.56786	0.57785	98.93993	0.12064	271	1	0.57758	0.55172	1	0.56774	0.60424	1	0.57266	0.57798	1	0.32720	0.95406	16.66284	1.00873	1	0.58267	0.96015	16.67090	1.00873	1	-0.04316	-0.09182	0.64676	0.00355	1	0.01898	-0.08752	0.60838	0.00351	1	0.40417	0.81833	0	
14586	99.06721	32274535760	0.56786	0.57970	98.93993	0.12729	271	1	0.59101	0.66852	1	0.54463	0.56142	1	0.56782	0.61497	1	0.32719	0.95400	16.59820	1.00110	1	0.58276	0.96020	16.85088	1.00110	1	-0.04316	-0.09182	0.64676	0.00352	1	0.01898	-0.08752	0.60838	0.00349	1	0.40417	0.81833	0	
14587	99.07380	32274601568	0.56782	0.58181	98.93993	0.13387	271	1	0.59034	0.67677	1	0.54381	0.57108	1	0.56707	0.62392	1	0.32722	0.95402	16.50026	0.98665	1	0.58279	0.96024	16.82674	0.98665	1	-0.04154	-0.08849	0.62326	0.00351	1	0.01898	-0.08752	0.60838	0.00355	1	0.40417	0.81833	0	
14588	99.08030	32274666619	0.56784	0.58203	98.93993	0.14037	271	1	0.56826	0.58067	1	0.56812	0.59282	1	0.56819	0.58674	1	0.32719	0.95405	16.65058	0.97983	1	0.58283	0.96018	16.86402	0.97983	1	-0.04154	-0.08849	0.62326	0.00353	1	0.01898	-0.08752	0.60838	0.00356	1	0.40417	0.81833	0	
14589	99.08730	32274736590	0.56844	0.58397	98.93993	0.14738	271	1	0.59511	0.65374	1	0.56815	0.59923	1	0.58163	0.62648	1	0.32724	0.95392	16.76001	0.97301	1	0.58283	0.96018	16.86402	0.97301	1	-0.04154	-0.08849	0.62326	0.00357	1	0.01898	-0.08752	0.60838	0.00356	1	0.40417	0.81833	0	
14590	99.09394	32274802985	0.56899	0.58574	98.93993	0.15401	271	1	0.59476	0.65784	1	0.56867	0.59509	1	0.58171	0.62647	1	0.32725	0.95408	16.50565	0.96618	1	0.58301	0.96013	16.98525	0.97938	1	-0.04154	-0.08849	0.62326	0.00354	1	0.02011	-0.09232	0.64175	0.00345	1	0.40417	0.81833	0	
14591	99.10071	32274870651	0.56837	0.58833	98.93993	0.16078	271	1	0.57114	0.63303	1	0.53595	0.66782	1	0.55355	0.65043	1	0.32729	0.95398	17.03331	0.97938	1	0.58294	0.96017	17.17771	0.99257	1	-0.04154	-0.08849	0.62326	0.00356	1	0.02011	-0.09232	0.64175	0.00345	1	0.40417	0.81833	0	
