CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
82544	556.13074	856709517816	0.45120	0.49864	555.68854	0.44220	1641	1	0.46667	0.55516	1	0.44542	0.50719	1	0.45604	0.53118	1	0.15757	0.26832	11.83283	1.01951	1	0.42916	0.28163	12.86457	1.01216	1	-0.08373	0.04393	0.63882	0.00312	1	-0.01715	0.04143	0.64235	0.00329	1	0.29115	0.83417	0	
82545	556.13721	856709582051	0.45141	0.49920	555.68854	0.44867	1641	1	0.48457	0.56201	1	0.44368	0.45585	1	0.46412	0.50893	1	0.15757	0.26845	12.22582	1.01216	1	0.42930	0.28162	12.86278	1.01216	1	-0.08373	0.04393	0.63882	0.00314	1	-0.01715	0.04143	0.64235	0.00341	1	0.29115	0.83417	0	START_TRIAL
82546	556.14404	856709650514	0.45141	0.49990	555.68854	0.45551	1641	1	0.45740	0.56611	1	0.42706	0.48651	1	0.44223	0.52631	1	0.15753	0.26854	12.02050	1.01216	1	0.42909	0.28133	12.83836	1.01216	1	-0.08373	0.04393	0.63882	0.00318	1	-0.01715	0.04143	0.64235	0.00350	1	0.29115	0.83417	0	
82547	556.15057	856709716078	0.45138	0.50039	555.68854	0.46204	1641	1	0.45664	0.56149	1	0.42639	0.48149	1	0.44152	0.52149	1	0.15750	0.26833	12.36803	1.01970	1	0.42919	0.28165	13.08399	1.01970	1	-0.08656	0.04545	0.66081	0.00304	1	-0.01694	0.04116	0.63821	0.00345	1	0.29115	0.83417	0	
82548	556.15698	856709780193	0.45115	0.50016	555.68854	0.46844	1641	1	0.45323	0.53844	1	0.43465	0.44911	1	0.44394	0.49378	1	0.15743	0.26822	12.22505	1.02723	1	0.42919	0.28165	13.08399	1.02723	1	-0.08656	0.04545	0.66081	0.00325	1	-0.01694	0.04116	0.63821	0.00345	1	0.29115	0.83417	0	
82549	556.16437	856709853926	0.45112	0.50090	555.68854	0.47583	1641	1	0.45971	0.50631	1	0.44406	0.45910	1	0.45188	0.48271	1	0.15751	0.26795	12.33895	1.03476	1	0.42934	0.28177	12.88967	1.03476	1	-0.08656	0.04545	0.66081	0.00307	1	-0.01694	0.04116	0.63821	0.00353	1	0.29115	0.83417	0	
82550	556.17090	856709919340	0.45108	0.50164	555.68854	0.48236	1641	1	0.45971	0.50631	1	0.44352	0.45413	1	0.45162	0.48022	1	0.15762	0.26789	12.21604	1.03476	1	0.42945	0.28148	12.44952	1.04212	1	-0.08360	0.04397	0.63857	0.00307	1	-0.01732	0.04221	0.65442	0.00355	1	0.29115	0.83417	0	
82551	556.17706	856709981016	0.45105	0.50119	555.68854	0.48853	1641	1	0.46218	0.51486	1	0.45081	0.43371	1	0.45650	0.47428	1	0.15749	0.26799	12.18838	1.03458	1	0.42945	0.28151	12.55160	1.04194	1	-0.08360	0.04397	0.63857	0.00307	1	-0.01732	0.04221	0.65442	0.00354	1	0.29115	0.83417	0	
82552	556.18390	856710049199	0.45105	0.50101	555.68854	0.49536	1641	1	0.46867	0.50372	1	0.44946	0.46949	1	0.45906	0.48660	1	0.15769	0.26800	12.32421	1.03440	1	0.42948	0.28189	12.48349	1.04175	1	-0.08360	0.04397	0.63857	0.00299	1	-0.01732	0.04221	0.65442	0.00338	1	0.29115	0.83417	0	
82553	556.19080	856710118166	0.45106	0.50084	555.68854	0.50226	1641	1	0.46868	0.50384	1	0.44947	0.46961	1	0.45908	0.48672	1	0.15759	0.26791	12.67696	1.03422	1	0.42943	0.28198	12.68975	1.04157	1	-0.08360	0.04397	0.63857	0.00300	1	-0.01732	0.04221	0.65442	0.00337	1	0.29115	0.83417	0	
