CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
359856	2418.47998	875333009913	0.44063	0.39191	2418.27246	0.20752	3886	1	0.44963	0.42258	1	0.44126	0.41707	1	0.44545	0.41982	1	0.16887	0.77079	15.37478	1.04128	1	0.42649	0.75826	16.35258	1.04128	1	-0.09553	-0.06461	0.75429	0.00355	1	-0.01676	-0.04951	0.60401	0.00351	1	0.51615	0.49333	0	0
359857	2418.48682	875333077270	0.44069	0.39297	2418.27246	0.21436	3886	1	0.44395	0.43672	1	0.44140	0.41754	1	0.44267	0.42713	1	0.16889	0.77080	15.09656	1.04128	1	0.42645	0.75817	16.36143	1.04128	1	-0.09553	-0.06461	0.75429	0.00355	1	-0.01676	-0.04951	0.60401	0.00358	1	0.51615	0.49333	0	START_TRIAL
359858	2418.49341	875333145071	0.44075	0.39398	2418.27246	0.22095	3886	1	0.44395	0.43672	1	0.44140	0.41754	1	0.44267	0.42713	1	0.16895	0.77098	15.46601	1.04128	1	0.42663	0.75800	16.25092	1.04128	1	-0.09555	-0.06454	0.75351	0.00350	1	-0.01676	-0.04951	0.60401	0.00353	1	0.51615	0.49333	0	
359859	2418.50024	875333212849	0.44083	0.39442	2418.27246	0.22778	3886	1	0.44827	0.39869	1	0.43881	0.42051	1	0.44354	0.40960	1	0.16891	0.77094	15.26045	1.04128	1	0.42643	0.75819	16.41575	1.04128	1	-0.09555	-0.06454	0.75351	0.00351	1	-0.01676	-0.04951	0.60401	0.00349	1	0.51615	0.49333	0	
359860	2418.50684	875333278059	0.44103	0.39451	2418.27246	0.23438	3886	1	0.44933	0.40806	1	0.44658	0.38723	1	0.44795	0.39764	1	0.16893	0.77100	15.52220	1.04128	1	0.42650	0.75787	16.31450	1.04128	1	-0.09555	-0.06454	0.75351	0.00350	1	-0.01676	-0.04951	0.60401	0.00353	1	0.51615	0.49333	0	
359861	2418.51318	875333340946	0.44121	0.39447	2418.27246	0.24072	3886	1	0.44913	0.40344	1	0.44622	0.38244	1	0.44768	0.39294	1	0.16888	0.77089	15.38308	1.04851	1	0.42646	0.75766	16.31604	1.04851	1	-0.08069	-0.05448	0.63603	0.00356	1	-0.01676	-0.04951	0.60401	0.00325	1	0.51615	0.49333	0	
359862	2418.52026	875333413775	0.44119	0.39495	2418.27246	0.24780	3886	1	0.44405	0.43085	1	0.43714	0.39450	1	0.44059	0.41267	1	0.16888	0.77089	15.32854	1.05574	1	0.42639	0.75795	16.13401	1.05574	1	-0.08069	-0.05448	0.63603	0.00355	1	-0.01676	-0.04951	0.60401	0.00346	1	0.51615	0.49333	0	
359863	2418.52710	875333480359	0.44118	0.39441	2418.27246	0.25464	3886	1	0.44313	0.41106	1	0.43806	0.33673	1	0.44060	0.37390	1	0.16894	0.77085	15.26422	1.06296	1	0.42633	0.75758	16.26351	1.06296	1	-0.08069	-0.05448	0.63603	0.00358	1	-0.01676	-0.04951	0.60401	0.00326	1	0.51615	0.49333	0	
359864	2418.53320	875333542701	0.44115	0.39378	2418.27246	0.26074	3886	1	0.44290	0.40657	1	0.43768	0.33170	1	0.44029	0.36913	1	0.16893	0.77087	15.30924	1.07019	1	0.42627	0.75769	16.05409	1.07019	1	-0.08069	-0.05448	0.63603	0.00359	1	-0.01751	-0.05169	0.63108	0.00338	1	0.51615	0.49333	0	
359865	2418.54004	875333610686	0.44094	0.39339	2418.27246	0.26758	3886	1	0.44185	0.41056	1	0.42308	0.34540	1	0.43246	0.37798	1	0.16884	0.77085	15.23355	1.07019	1	0.42627	0.75761	16.30041	1.07019	1	-0.08069	-0.05448	0.63603	0.00358	1	-0.01751	-0.05169	0.63108	0.00329	1	0.51615	0.49333	0	
359866	2418.54712	875333681213	0.44093	0.39322	2418.27246	0.27466	3886	1	0.45322	0.42156	1	0.42805	0.35055	1	0.44064	0.38606	1	0.16902	0.77090	15.13615	1.07019	1	0.42628	0.75753	16.37095	1.07019	1	-0.08069	-0.05448	0.63603	0.00356	1	-0.01751	-0.05169	0.63108	0.00327	1	0.51615	0.49333	0	
359867	2418.55371	875333748145	0.44093	0.39316	2418.27246	0.28125	3886	1	0.45340	0.42596	1	0.42849	0.35546	1	0.44094	0.39071	1	0.16892	0.77092	15.30813	1.06296	1	0.42644	0.75759	16.38234	1.06296	1	-0.09555	-0.06454	0.75351	0.00355	1	-0.01751	-0.05169	0.63108	0.00333	1	0.51615	0.49333	0	
359868	2418.56006	875333811118	0.44102	0.39313	2418.27246	0.28760	3886	1	0.44703	0.41173	1	0.44236	0.37217	1	0.44470	0.39195	1	0.16893	0.77078	15.50113	1.05574	1	0.42640	0.75777	16.27851	1.05574	1	-0.09555	-0.06454	0.75351	0.00355	1	-0.01751	-0.05169	0.63108	0.00333	1	0.51615	0.49333	0	
359869	2418.56689	875333879886	0.44116	0.39401	2418.27246	0.29443	3886	1	0.45414	0.43504	1	0.44031	0.43060	1	0.44722	0.43282	1	0.16896	0.77086	15.38182	1.04851	1	0.42644	0.75790	16.38219	1.04851	1	-0.09555	-0.06454	0.75351	0.00353	1	-0.01751	-0.05169	0.63108	0.00341	1	0.51615	0.49333	0	
359870	2418.57397	875333949718	0.44130	0.39495	2418.27246	0.30151	3886	1	0.45432	0.43945	1	0.44070	0.43506	1	0.44751	0.43726	1	0.16894	0.77069	15.22486	1.04128	1	0.42649	0.75786	16.38226	1.04128	1	-0.09553	-0.06461	0.75429	0.00356	1	-0.01778	-0.05278	0.64448	0.00342	1	0.51615	0.49333	0	
359871	2418.58057	875334016272	0.44157	0.39590	2418.27246	0.30811	3886	1	0.44837	0.43987	1	0.45983	0.43856	1	0.45410	0.43922	1	0.16898	0.77083	15.11073	1.04128	1	0.42667	0.75789	15.95583	1.04128	1	-0.09553	-0.06461	0.75429	0.00355	1	-0.01778	-0.05278	0.64448	0.00343	1	0.51615	0.49333	0	
359872	2418.58716	875334081647	0.44171	0.39649	2418.27246	0.31470	3886	1	0.45225	0.41317	1	0.44402	0.43606	1	0.44814	0.42462	1	0.16893	0.77075	15.18273	1.04128	1	0.42647	0.75790	16.45603	1.04128	1	-0.09553	-0.06461	0.75429	0.00355	1	-0.01778	-0.05278	0.64448	0.00341	1	0.51615	0.49333	0	
359873	2418.59399	875334148968	0.44207	0.39726	2418.27246	0.32153	3886	1	0.45206	0.40859	1	0.44364	0.43161	1	0.44785	0.42010	1	0.16900	0.77049	15.20354	1.04851	1	0.42677	0.75771	16.15543	1.04851	1	-0.08046	-0.05445	0.63575	0.00363	1	-0.01778	-0.05278	0.64448	0.00342	1	0.51615	0.49333	0	
359874	2418.60059	875334216682	0.44272	0.39733	2418.27246	0.32812	3886	1	0.46445	0.39158	1	0.45649	0.42472	1	0.46047	0.40815	1	0.16910	0.77045	15.38735	1.05574	1	0.42672	0.75781	16.46595	1.05574	1	-0.08046	-0.05445	0.63575	0.00365	1	-0.01778	-0.05278	0.64448	0.00349	1	0.51615	0.49333	0	
359875	2418.60718	875334282556	0.44335	0.39800	2418.27246	0.33472	3886	1	0.46235	0.40391	1	0.46945	0.42073	1	0.46590	0.41232	1	0.16904	0.77066	15.17246	1.06296	1	0.42684	0.75795	16.38931	1.06296	1	-0.08046	-0.05445	0.63575	0.00367	1	-0.01778	-0.05278	0.64448	0.00340	1	0.51615	0.49333	0	
359876	2418.61401	875334349833	0.44397	0.39857	2418.27246	0.34155	3886	1	0.46222	0.39935	1	0.46922	0.41627	1	0.46572	0.40781	1	0.16886	0.77032	14.69516	1.07019	1	0.42677	0.75761	16.43789	1.07019	1	-0.08046	-0.05445	0.63575	0.00371	1	-0.01752	-0.05190	0.63490	0.00353	1	0.51615	0.49333	0	
359877	2418.62061	875334415112	0.44465	0.39843	2418.27246	0.34814	3886	1	0.46216	0.36972	1	0.47026	0.39790	1	0.46621	0.38381	1	0.16907	0.77031	15.14552	1.07019	1	0.42689	0.75773	16.31309	1.07019	1	-0.08046	-0.05445	0.63575	0.00363	1	-0.01752	-0.05190	0.63490	0.00340	1	0.51615	0.49333	0	
359878	2418.62744	875334484067	0.44483	0.39879	2418.27246	0.35498	3886	1	0.45592	0.39637	1	0.45775	0.40799	1	0.45683	0.40218	1	0.16897	0.77013	14.85847	1.07019	1	0.42677	0.75764	16.47849	1.07019	1	-0.08046	-0.05445	0.63575	0.00373	1	-0.01752	-0.05190	0.63490	0.00347	1	0.51615	0.49333	0	
359879	2418.63403	875334551403	0.44501	0.39926	2418.27246	0.36157	3886	1	0.45592	0.39637	1	0.45775	0.40799	1	0.45683	0.40218	1	0.16901	0.76991	15.27975	1.07019	1	0.42665	0.75756	15.96233	1.07019	1	-0.08046	-0.05445	0.63575	0.00379	1	-0.01752	-0.05190	0.63490	0.00352	1	0.51615	0.49333	0	
359880	2418.64062	875334617304	0.44537	0.40002	2418.27246	0.36816	3886	1	0.45766	0.42531	1	0.43731	0.40257	1	0.44749	0.41394	1	0.16906	0.77041	15.40289	1.07019	1	0.42683	0.75774	16.57184	1.07019	1	-0.08046	-0.05445	0.63575	0.00349	1	-0.01752	-0.05190	0.63490	0.00341	1	0.51615	0.49333	0	
359881	2418.64746	875334685701	0.44565	0.40046	2418.27246	0.37500	3886	1	0.45382	0.39665	1	0.43402	0.40794	1	0.44392	0.40230	1	0.16899	0.77016	15.16503	1.07019	1	0.42679	0.75774	16.44769	1.07019	1	-0.08046	-0.05445	0.63575	0.00363	1	-0.01752	-0.05190	0.63490	0.00340	1	0.51615	0.49333	0	
359882	2418.65430	875334752046	0.44594	0.40109	2418.27246	0.38184	3886	1	0.45399	0.40122	1	0.43444	0.41246	1	0.44422	0.40684	1	0.16901	0.76975	14.97781	1.06296	1	0.42688	0.75768	16.20048	1.06296	1	-0.09553	-0.06449	0.75429	0.00381	1	-0.01752	-0.05190	0.63490	0.00341	1	0.51615	0.49333	0	
359883	2418.66089	875334819171	0.44620	0.40089	2418.27246	0.38843	3886	1	0.45433	0.35557	1	0.44379	0.39633	1	0.44906	0.37595	1	0.16901	0.76961	15.08769	1.05574	1	0.42690	0.75746	15.86771	1.05574	1	-0.09553	-0.06449	0.75429	0.00385	1	-0.01752	-0.05190	0.63490	0.00342	1	0.51615	0.49333	0	
359884	2418.66748	875334884999	0.44638	0.40117	2418.27246	0.39502	3886	1	0.45575	0.43008	1	0.42986	0.39896	1	0.44281	0.41452	1	0.16905	0.77041	15.43936	1.04851	1	0.42671	0.75762	16.38017	1.04851	1	-0.09553	-0.06449	0.75429	0.00355	1	-0.01752	-0.05190	0.63490	0.00340	1	0.51615	0.49333	0	
359885	2418.67432	875334953506	0.44657	0.40153	2418.27246	0.40186	3886	1	0.45592	0.43452	1	0.43031	0.40364	1	0.44311	0.41908	1	0.16906	0.77037	15.39828	1.04128	1	0.42672	0.75759	16.67268	1.04128	1	-0.09553	-0.06449	0.75429	0.00359	1	-0.01752	-0.05190	0.63490	0.00338	1	0.51615	0.49333	0	
359886	2418.68091	875335019695	0.44696	0.40229	2418.27246	0.40845	3886	1	0.45484	0.40322	1	0.46218	0.41830	1	0.45851	0.41076	1	0.16896	0.76999	15.24599	1.04128	1	0.42672	0.75766	16.38144	1.04128	1	-0.09553	-0.06449	0.75429	0.00376	1	-0.01752	-0.05190	0.63490	0.00339	1	0.51615	0.49333	0	
359887	2418.68774	875335087250	0.44736	0.40302	2418.27246	0.41528	3886	1	0.45372	0.43334	1	0.46048	0.41157	1	0.45710	0.42246	1	0.16909	0.77042	15.55655	1.04128	1	0.42673	0.75766	16.37509	1.04128	1	-0.09553	-0.06449	0.75429	0.00360	1	-0.01752	-0.05190	0.63490	0.00342	1	0.51615	0.49333	0	
359888	2418.69409	875335152165	0.44776	0.40375	2418.27246	0.42163	3886	1	0.45372	0.43334	1	0.46048	0.41157	1	0.45710	0.42246	1	0.16902	0.77058	15.17478	1.04128	1	0.42638	0.75777	16.29391	1.04128	1	-0.09553	-0.06449	0.75429	0.00369	1	-0.01752	-0.05190	0.63490	0.00343	1	0.51615	0.49333	0	
