subject_nr,LX,LY,RX,RY,subject_id
1,0.5919715403530662,0.7446973999168909,0.6884545432865209,0.46116143705221824,subject-1
7,0.5224972848715415,0.6555450400740837,0.500978791293011,1.6479260794516035,subject-7
8,0.26752706457612896,0.5800539529676653,0.7790976413615759,0.6492952661961526,subject-8
