subject_nr,trial,condition,sentence_id,word_index,WordRole,word,start_s,end_s,window_ms,prop_pos1,prop_pos2,prop_pos3,prop_pos4,prop_target,prop_subject,no_object_gaze,n_samples
1,36,restrictive,29,2,aux,will,1.176,1.302,126.0,0.0,1.0,0.0,0.0,1.0,0.0,False,4
1,36,restrictive,29,3,ROOT,read,1.428,1.638,210.0,0.0,1.0,0.0,0.0,1.0,0.0,False,10
1,36,restrictive,29,4,det,the,1.722,1.785,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6
1,36,restrictive,29,5,dobj,newspaper,1.911,2.793,882.0,0.0,1.0,0.0,0.0,1.0,0.0,False,108
1,37,non-restrictive,34,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
1,37,non-restrictive,34,1,nsubj,boy,0.147,0.441,294.0,0.0,1.0,0.0,0.0,0.0,0.0,False,8
1,37,non-restrictive,34,2,aux,will,0.63,0.756,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
1,37,non-restrictive,34,3,ROOT,move,0.861,1.113,252.0,0.0,1.0,0.0,0.0,0.0,0.0,False,30
1,37,non-restrictive,34,4,det,the,1.197,1.26,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,10
1,37,non-restrictive,34,5,dobj,radio,1.407,2.835,1428.0,0.0,1.0,0.0,0.0,0.0,0.0,False,101
1,38,restrictive,49,0,det,The,0.021,0.084,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
1,38,restrictive,49,1,nsubj,man,0.168,0.462,294.0,0.0,1.0,0.0,0.0,1.0,0.0,False,5
1,38,restrictive,49,2,aux,will,0.567,0.714,147.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2
1,38,restrictive,49,3,ROOT,lick,0.819,1.008,189.0,0.0,0.0,0.0,0.0,0.0,0.0,True,7
1,38,restrictive,49,4,det,the,1.113,1.176,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5
1,38,restrictive,49,5,dobj,stamp,1.323,2.604,1281.0,0.0,1.0,0.0,0.0,1.0,0.32,False,169
1,39,restrictive,1,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
1,39,restrictive,1,1,nsubj,woman,0.189,0.525,336.0,0.0,1.0,0.0,0.0,1.0,0.0,False,13
1,39,restrictive,1,2,aux,will,0.651,0.777,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
1,39,restrictive,1,3,ROOT,drink,0.882,1.197,315.0,0.0,1.0,0.0,0.0,1.0,0.0,False,23
1,39,restrictive,1,4,det,the,1.323,1.407,84.0,0.0,1.0,0.0,0.0,1.0,0.0,False,13
1,39,restrictive,1,5,dobj,wine,1.512,2.751,1239.0,0.0,0.0,0.0,0.0,0.0,0.0,True,100
1,40,non-restrictive,44,0,det,The,0.021,0.063,42.0,0.0,1.0,0.0,0.0,0.0,0.0,False,6
1,40,non-restrictive,44,1,nsubj,baker,0.168,0.63,462.0,0.0,1.0,0.0,0.0,0.0,0.0,False,43
1,40,non-restrictive,44,2,aux,will,0.756,0.903,147.0,0.0,1.0,0.0,0.0,0.0,0.0,False,13
1,40,non-restrictive,44,3,ROOT,inspect,0.987,1.554,567.0,0.0,1.0,0.0,0.0,0.0,0.0,False,48
1,40,non-restrictive,44,4,det,the,1.659,1.722,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
1,40,non-restrictive,44,5,dobj,dough,1.827,3.003,1176.0,0.0,1.0,0.0,0.0,0.0,0.0,False,151
1,41,non-restrictive,30,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
1,41,non-restrictive,30,1,nsubj,girl,0.147,0.483,336.0,0.0,1.0,0.0,0.0,0.0,0.0,False,5
1,41,non-restrictive,30,2,aux,will,0.63,0.756,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
1,41,non-restrictive,30,3,ROOT,grab,0.861,1.239,378.0,0.0,1.0,0.0,0.0,0.0,0.0,False,21
1,41,non-restrictive,30,4,det,the,1.365,1.428,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1
1,41,non-restrictive,30,5,dobj,dice,1.533,2.772,1239.0,0.0,0.333333,0.666667,0.0,0.666667,0.0,False,150
1,42,non-restrictive,46,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
1,42,non-restrictive,46,1,nsubj,musician,0.126,0.861,735.0,0.0,1.0,0.0,0.0,0.0,0.0,False,81
1,42,non-restrictive,46,2,aux,will,1.05,1.197,147.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4
1,42,non-restrictive,46,3,ROOT,move,1.281,1.575,294.0,0.0,0.0,1.0,0.0,1.0,0.0,False,32
1,42,non-restrictive,46,4,det,the,1.659,1.722,63.0,0.0,0.0,1.0,0.0,1.0,0.0,False,10
1,42,non-restrictive,46,5,dobj,violin,1.827,3.402,1575.0,0.0,0.34,0.66,0.0,0.66,0.0,False,184
1,43,restrictive,9,0,det,The,0.021,0.063,42.0,0.0,1.0,0.0,0.0,1.0,0.0,False,2
1,43,restrictive,9,1,nsubj,woman,0.189,0.525,336.0,0.0,0.0,0.0,0.0,0.0,0.0,True,29
1,43,restrictive,9,2,aux,will,0.651,0.798,147.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2
1,43,restrictive,9,3,ROOT,read,0.924,1.113,189.0,0.0,1.0,0.0,0.0,1.0,0.0,False,29
1,43,restrictive,9,4,det,the,1.197,1.26,63.0,0.0,1.0,0.0,0.0,1.0,0.0,False,10
1,43,restrictive,9,5,dobj,book,1.386,2.457,1071.0,0.0,1.0,0.0,0.0,1.0,0.0,False,114
1,44,non-restrictive,10,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
1,44,non-restrictive,10,1,nsubj,man,0.168,0.483,315.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
1,44,non-restrictive,10,2,aux,will,0.63,0.756,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
1,44,non-restrictive,10,3,ROOT,wipe,0.861,1.113,252.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1
1,44,non-restrictive,10,4,det,the,1.218,1.281,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6
1,44,non-restrictive,10,5,compound,washing,1.407,1.953,546.0,0.0,1.0,0.0,0.0,0.0,0.0,False,70
1,44,non-restrictive,10,6,dobj,machine,2.037,3.381,1344.0,0.0,0.818182,0.181818,0.0,0.181818,0.0,False,125
1,45,restrictive,19,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
1,45,restrictive,19,1,nsubj,chef,0.21,0.462,252.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13
1,45,restrictive,19,2,aux,will,0.609,0.756,147.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
1,45,restrictive,19,3,ROOT,slice,0.84,1.197,357.0,0.0,1.0,0.0,0.0,0.0,0.0,False,17
1,45,restrictive,19,4,det,the,1.281,1.344,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,3
1,45,restrictive,19,5,dobj,bread,1.449,2.625,1176.0,0.0,0.0,1.0,0.0,0.0,0.0,False,94
1,46,restrictive,31,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
1,46,restrictive,31,1,nsubj,woman,0.21,0.546,336.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5
1,46,restrictive,31,2,aux,will,0.693,0.819,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
1,46,restrictive,31,3,ROOT,open,1.008,1.302,294.0,0.0,0.0,0.0,0.0,0.0,0.0,True,35
1,46,restrictive,31,4,det,the,1.407,1.47,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,9
1,46,restrictive,31,5,dobj,bottle,1.596,2.814,1218.0,0.0,0.0,1.0,0.0,0.0,0.0,False,145
1,47,non-restrictive,38,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
1,47,non-restrictive,38,1,nsubj,woman,0.189,0.525,336.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
1,47,non-restrictive,38,2,aux,will,0.63,0.756,126.0,0.0,1.0,0.0,0.0,0.0,0.0,False,18
1,47,non-restrictive,38,3,ROOT,carry,0.861,1.239,378.0,0.0,1.0,0.0,0.0,0.0,0.0,False,38
1,47,non-restrictive,38,4,det,the,1.344,1.428,84.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
1,47,non-restrictive,38,5,dobj,apron,1.617,2.919,1302.0,0.0,1.0,0.0,0.0,0.0,0.0,False,138
1,48,restrictive,35,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
1,48,restrictive,35,1,nsubj,girl,0.147,0.483,336.0,0.0,1.0,0.0,0.0,0.0,0.0,False,34
1,48,restrictive,35,2,aux,will,0.63,0.756,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,9
1,48,restrictive,35,3,ROOT,apply,0.819,1.281,462.0,0.0,0.0,0.0,0.0,0.0,0.0,True,16
1,48,restrictive,35,4,det,the,1.386,1.449,63.0,0.0,1.0,0.0,0.0,0.0,0.0,False,10
1,48,restrictive,35,5,dobj,mascara,1.533,3.15,1617.0,0.0,0.185185,0.814815,0.0,0.0,0.0,False,156
1,49,non-restrictive,4,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
1,49,non-restrictive,4,1,nsubj,boy,0.147,0.42,273.0,0.0,0.0,0.0,0.0,0.0,0.0,True,9
1,49,non-restrictive,4,2,aux,will,0.546,0.693,147.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6
1,49,non-restrictive,4,3,ROOT,throw,0.84,1.134,294.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13
1,49,non-restrictive,4,4,det,the,1.239,1.302,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,9
1,49,non-restrictive,4,5,dobj,ball,1.407,2.583,1176.0,0.0,1.0,0.0,0.0,0.0,0.0,False,128
2,0,restrictive,4,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6
2,0,restrictive,4,1,nsubj,boy,0.147,0.42,273.0,0.0,1.0,0.0,0.0,1.0,0.0,False,41
2,0,restrictive,4,2,aux,will,0.546,0.693,147.0,0.0,0.0,0.0,0.0,0.0,0.0,True,22
2,0,restrictive,4,3,ROOT,bounce,0.777,1.218,441.0,0.0,0.0,1.0,0.0,0.0,0.0,False,35
2,0,restrictive,4,4,det,the,1.281,1.344,63.0,0.0,0.0,1.0,0.0,0.0,0.0,False,9
2,0,restrictive,4,5,dobj,ball,1.449,2.625,1176.0,0.0,0.272727,0.727273,0.0,0.272727,0.825397,False,175
2,1,non-restrictive,19,0,det,The,0.021,0.063,42.0,0.0,1.0,0.0,0.0,0.0,0.0,False,6
2,1,non-restrictive,19,1,nsubj,chef,0.21,0.462,252.0,0.0,1.0,0.0,0.0,0.0,0.0,False,38
2,1,non-restrictive,19,2,aux,will,0.609,0.735,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,19
2,1,non-restrictive,19,3,ROOT,clean,0.798,1.134,336.0,0.0,0.0,0.0,0.0,0.0,0.0,True,50
2,1,non-restrictive,19,4,det,the,1.239,1.281,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,7
2,1,non-restrictive,19,5,dobj,bread,1.407,2.604,1197.0,0.0,1.0,0.0,0.0,0.0,0.6,False,174
2,2,non-restrictive,35,0,det,The,0.021,0.063,42.0,0.0,1.0,0.0,0.0,0.0,0.0,False,6
2,2,non-restrictive,35,1,nsubj,girl,0.147,0.483,336.0,0.0,1.0,0.0,0.0,0.0,0.0,False,42
2,2,non-restrictive,35,2,aux,will,0.63,0.756,126.0,0.0,1.0,0.0,0.0,0.0,0.625,False,18
2,2,non-restrictive,35,3,ROOT,squeeze,0.882,1.365,483.0,0.0,0.214286,0.785714,0.0,0.0,0.391304,False,72
2,2,non-restrictive,35,4,det,the,1.428,1.512,84.0,0.0,0.6,0.4,0.0,0.0,0.375,False,12
2,2,non-restrictive,35,5,dobj,mascara,1.596,3.234,1638.0,0.0,0.273973,0.726027,0.0,0.0,0.141176,False,235
2,4,non-restrictive,47,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6
2,4,non-restrictive,47,1,nsubj,girl,0.168,0.546,378.0,0.0,1.0,0.0,0.0,0.0,0.0,False,56
2,4,non-restrictive,47,2,aux,will,0.735,0.861,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,19
2,4,non-restrictive,47,3,ROOT,move,0.966,1.239,273.0,0.0,0.0,0.0,0.0,0.0,0.0,True,40
2,4,non-restrictive,47,4,det,the,1.302,1.365,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,9
2,4,non-restrictive,47,5,dobj,carpet,1.47,2.877,1407.0,1.0,0.0,0.0,0.0,1.0,0.0,False,201
2,5,non-restrictive,31,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6
2,5,non-restrictive,31,1,nsubj,woman,0.21,0.525,315.0,0.0,0.0,0.0,0.0,0.0,0.0,True,47
2,5,non-restrictive,31,2,aux,will,0.714,0.84,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,19
2,5,non-restrictive,31,3,ROOT,examine,0.945,1.575,630.0,0.0,0.0,0.0,0.0,0.0,0.0,True,94
2,5,non-restrictive,31,4,det,the,1.659,1.722,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,10
2,5,non-restrictive,31,5,dobj,bottle,1.827,3.087,1260.0,1.0,0.0,0.0,0.0,1.0,0.0,False,179
2,6,restrictive,12,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6
2,6,restrictive,12,1,nsubj,man,0.147,0.462,315.0,0.0,0.0,0.0,0.0,0.0,0.0,True,48
2,6,restrictive,12,2,aux,will,0.567,0.714,147.0,0.0,0.0,0.0,0.0,0.0,0.0,True,22
2,6,restrictive,12,3,ROOT,sail,0.861,1.134,273.0,0.0,0.0,0.0,0.0,0.0,0.0,True,41
2,6,restrictive,12,4,det,the,1.239,1.323,84.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13
2,6,restrictive,12,5,dobj,boat,1.428,2.562,1134.0,0.0,1.0,0.0,0.0,1.0,0.904762,False,164
2,7,restrictive,44,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6
2,7,restrictive,44,1,nsubj,baker,0.168,0.651,483.0,0.0,0.0,0.0,0.0,0.0,0.0,True,72
2,7,restrictive,44,2,aux,will,0.819,0.945,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,12
2,7,restrictive,44,3,ROOT,knead,1.008,1.239,231.0,0.0,0.0,0.0,0.0,0.0,0.0,True,34
2,7,restrictive,44,4,det,the,1.344,1.407,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6
2,7,restrictive,44,5,dobj,dough,1.512,2.709,1197.0,0.0,0.0,0.0,0.0,0.0,1.0,True,162
2,8,restrictive,24,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6
2,8,restrictive,24,1,nsubj,girl,0.147,0.483,336.0,0.0,0.0,0.0,0.0,0.0,0.0,True,51
2,8,restrictive,24,2,aux,will,0.63,0.756,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,18
2,8,restrictive,24,3,ROOT,groom,0.882,1.239,357.0,0.0,0.0,0.0,0.0,0.0,0.0,True,53
2,8,restrictive,24,4,det,the,1.365,1.428,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,10
2,8,restrictive,24,5,dobj,rabbit,1.554,2.814,1260.0,0.0,1.0,0.0,0.0,1.0,0.875,False,180
2,9,restrictive,48,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6
2,9,restrictive,48,1,nsubj,child,0.189,0.735,546.0,0.0,0.0,0.0,0.0,0.0,0.0,True,73
2,9,restrictive,48,2,aux,will,0.84,0.966,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,19
2,9,restrictive,48,3,ROOT,inflate,1.05,1.554,504.0,0.0,0.0,0.0,0.0,0.0,0.0,True,76
2,9,restrictive,48,4,det,the,1.617,1.701,84.0,0.0,0.0,0.0,0.0,0.0,1.0,True,12
2,9,restrictive,48,5,dobj,balloon,1.785,3.192,1407.0,0.0,1.0,0.0,0.0,1.0,0.913043,False,198
2,10,non-restrictive,33,0,det,The,0.021,0.063,42.0,1.0,0.0,0.0,0.0,0.0,0.0,False,6
2,10,non-restrictive,33,1,nsubj,boy,0.147,0.441,294.0,1.0,0.0,0.0,0.0,0.0,0.0,False,43
2,10,non-restrictive,33,2,aux,will,0.567,0.714,147.0,0.0,0.0,0.0,0.0,0.0,0.0,True,22
2,10,non-restrictive,33,3,ROOT,open,0.882,1.155,273.0,0.0,0.0,0.0,0.0,0.0,0.0,True,41
2,10,non-restrictive,33,4,det,the,1.26,1.344,84.0,0.0,0.0,0.0,0.0,0.0,0.0,True,12
2,10,non-restrictive,33,5,dobj,suitcase,1.512,3.003,1491.0,0.0,1.0,0.0,0.0,0.0,0.0,False,204
2,11,restrictive,16,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6
2,11,restrictive,16,1,nsubj,woman,0.189,0.504,315.0,0.0,0.0,0.0,0.0,0.0,0.0,True,47
2,11,restrictive,16,2,aux,will,0.672,0.798,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,19
2,11,restrictive,16,3,ROOT,wear,0.882,1.113,231.0,0.0,0.0,0.0,0.0,0.0,0.0,True,35
2,11,restrictive,16,4,det,the,1.218,1.281,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,10
2,11,restrictive,16,5,dobj,dress,1.386,2.688,1302.0,0.0,0.0,0.0,0.0,0.0,1.0,True,188
2,12,restrictive,26,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
2,12,restrictive,26,1,nsubj,woman,0.189,0.525,336.0,0.0,0.0,0.0,0.0,0.0,0.0,True,50
2,12,restrictive,26,2,aux,will,0.693,0.819,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,19
2,12,restrictive,26,3,ROOT,blow,0.903,1.176,273.0,0.0,0.0,0.0,0.0,0.0,0.0,True,41
2,12,restrictive,26,4,prt,out,1.365,1.491,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,19
2,12,restrictive,26,5,det,the,1.596,1.659,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,9
2,12,restrictive,26,6,dobj,candle,1.743,3.108,1365.0,0.0,0.0,0.0,0.0,0.0,0.0,True,187
2,13,restrictive,40,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6
2,13,restrictive,40,1,nsubj,girl,0.189,0.525,336.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13
2,13,restrictive,40,2,aux,will,0.651,0.798,147.0,0.0,0.0,0.0,0.0,0.0,0.0,True,20
2,13,restrictive,40,3,ROOT,button,0.903,1.26,357.0,0.0,0.0,0.0,0.0,0.0,0.0,True,42
2,13,restrictive,40,4,det,the,1.323,1.386,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6
2,13,restrictive,40,5,dobj,blouse,1.47,2.772,1302.0,1.0,0.0,0.0,0.0,0.0,0.961538,False,170
2,14,restrictive,6,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6
2,14,restrictive,6,1,nsubj,housewife,0.189,0.882,693.0,0.0,0.0,0.0,0.0,0.0,0.0,True,103
2,14,restrictive,6,2,aux,will,0.987,1.113,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,19
2,14,restrictive,6,3,ROOT,fry,1.281,1.596,315.0,0.0,0.0,0.0,0.0,0.0,0.0,True,47
2,14,restrictive,6,4,det,the,1.701,1.764,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,10
2,14,restrictive,6,5,dobj,mushrooms,1.869,3.507,1638.0,0.0,0.176471,0.823529,0.0,0.0,0.227273,False,230
2,15,non-restrictive,17,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
2,15,non-restrictive,17,1,nsubj,man,0.168,0.483,315.0,0.0,1.0,0.0,0.0,0.0,0.0,False,45
2,15,non-restrictive,17,2,aux,will,0.63,0.756,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,18
2,15,non-restrictive,17,3,ROOT,move,0.861,1.134,273.0,0.0,0.0,0.0,0.0,0.0,0.0,True,41
2,15,non-restrictive,17,4,det,the,1.197,1.26,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,10
2,15,non-restrictive,17,5,dobj,wood,1.386,2.499,1113.0,0.0,1.0,0.0,0.0,0.0,0.0,False,155
2,16,restrictive,42,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6
2,16,restrictive,42,1,nsubj,woman,0.189,0.525,336.0,0.0,0.0,0.0,0.0,0.0,0.0,True,50
2,16,restrictive,42,2,aux,will,0.63,0.777,147.0,0.0,0.0,0.0,0.0,0.0,0.0,True,21
2,16,restrictive,42,3,ROOT,sew,0.903,1.071,168.0,0.0,0.0,0.0,0.0,0.0,0.0,True,25
2,16,restrictive,42,4,det,the,1.197,1.26,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,10
2,16,restrictive,42,5,dobj,shirt,1.428,2.583,1155.0,0.0,0.0,1.0,0.0,0.0,0.0,False,171
2,17,non-restrictive,25,0,det,The,0.021,0.063,42.0,0.0,1.0,0.0,0.0,0.0,0.0,False,6
2,17,non-restrictive,25,1,nsubj,man,0.168,0.483,315.0,0.0,0.0,0.0,0.0,0.0,0.0,True,47
2,17,non-restrictive,25,2,aux,will,0.63,0.756,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,18
2,17,non-restrictive,25,3,ROOT,move,0.861,1.092,231.0,0.0,0.0,0.0,0.0,0.0,0.0,True,34
2,17,non-restrictive,25,4,det,the,1.176,1.239,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,9
2,17,non-restrictive,25,5,dobj,canvas,1.323,2.856,1533.0,0.0,0.612245,0.387755,0.0,0.387755,0.0,False,222
2,18,restrictive,46,0,det,The,0.021,0.063,42.0,0.0,1.0,0.0,0.0,0.0,0.0,False,1
2,18,restrictive,46,1,nsubj,musician,0.126,0.819,693.0,0.0,0.0,0.0,0.0,0.0,0.0,True,94
2,18,restrictive,46,2,aux,will,0.945,1.071,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,18
2,18,restrictive,46,3,ROOT,tune,1.176,1.491,315.0,0.0,0.0,0.0,0.0,0.0,0.0,True,47
2,18,restrictive,46,4,det,the,1.533,1.596,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,10
2,18,restrictive,46,5,dobj,violin,1.722,3.276,1554.0,0.0,0.0,1.0,0.0,0.0,0.0,False,205
2,19,restrictive,28,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
2,19,restrictive,28,1,nsubj,cat,0.147,0.525,378.0,0.0,0.0,0.0,0.0,0.0,0.0,True,48
2,19,restrictive,28,2,aux,will,0.63,0.756,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,18
2,19,restrictive,28,3,ROOT,drink,0.861,1.176,315.0,0.0,0.0,0.0,0.0,0.0,0.0,True,47
2,19,restrictive,28,4,det,the,1.281,1.344,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,9
2,19,restrictive,28,5,dobj,milk,1.449,2.562,1113.0,0.0,1.0,0.0,0.0,1.0,0.0,False,145
2,20,non-restrictive,7,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6
2,20,non-restrictive,7,1,nsubj,doctor,0.168,0.651,483.0,0.0,0.0,0.0,0.0,0.0,0.0,True,72
2,20,non-restrictive,7,2,aux,will,0.798,0.924,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,18
2,20,non-restrictive,7,3,ROOT,check,1.05,1.323,273.0,0.0,0.0,0.0,0.0,0.0,0.0,True,41
2,20,non-restrictive,7,4,det,the,1.428,1.491,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,9
2,20,non-restrictive,7,5,dobj,child,1.617,3.003,1386.0,1.0,0.0,0.0,0.0,1.0,0.75,False,188
2,21,restrictive,10,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,1.0,True,6
2,21,restrictive,10,1,nsubj,man,0.147,0.525,378.0,0.0,0.0,0.0,0.0,0.0,1.0,True,57
2,21,restrictive,10,2,aux,will,0.693,0.819,126.0,0.0,1.0,0.0,0.0,0.0,0.5,False,19
2,21,restrictive,10,3,ROOT,repair,0.903,1.323,420.0,0.0,0.0,0.0,0.0,0.0,1.0,True,63
2,21,restrictive,10,4,det,the,1.428,1.512,84.0,0.0,1.0,0.0,0.0,0.0,0.0,False,12
2,21,restrictive,10,5,compound,washing,1.638,2.184,546.0,0.0,1.0,0.0,0.0,0.0,0.944444,False,82
2,21,restrictive,10,6,dobj,machine,2.268,3.612,1344.0,0.0,0.0,1.0,0.0,0.0,0.0,False,188
2,22,restrictive,32,0,det,The,0.021,0.063,42.0,0.0,1.0,0.0,0.0,1.0,0.0,False,6
2,22,restrictive,32,1,nsubj,woman,0.189,0.525,336.0,0.0,0.0,0.0,0.0,0.0,0.0,True,40
2,22,restrictive,32,2,aux,will,0.672,0.798,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
2,22,restrictive,32,3,ROOT,brew,0.882,1.113,231.0,0.0,0.0,0.0,0.0,0.0,0.0,True,35
2,22,restrictive,32,4,det,the,1.218,1.302,84.0,0.0,0.0,0.0,0.0,0.0,0.0,True,13
2,22,restrictive,32,5,dobj,beer,1.407,2.667,1260.0,0.0,0.0,0.0,0.0,0.0,1.0,True,182
2,23,non-restrictive,23,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6
2,23,non-restrictive,23,1,nsubj,girl,0.147,0.483,336.0,0.0,0.0,0.0,0.0,0.0,0.0,True,41
2,23,non-restrictive,23,2,aux,will,0.63,0.756,126.0,0.0,0.0,0.0,0.0,0.0,0.0,True,18
2,23,non-restrictive,23,3,ROOT,hold,0.882,1.155,273.0,0.0,0.0,0.0,0.0,0.0,0.0,True,41
2,23,non-restrictive,23,4,det,the,1.26,1.302,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6
2,23,non-restrictive,23,5,dobj,scarf,1.428,2.751,1323.0,0.0,0.0,0.0,0.0,0.0,0.0,True,185
2,24,non-restrictive,5,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6
2,24,non-restrictive,5,1,nsubj,hiker,0.168,0.588,420.0,0.0,0.0,0.0,0.0,0.0,0.0,True,62
2,24,non-restrictive,5,2,aux,will,0.756,0.903,147.0,0.0,0.0,0.0,0.0,0.0,0.0,True,22
2,24,non-restrictive,5,3,ROOT,photograph,1.071,1.827,756.0,0.0,0.0,0.0,0.0,0.0,0.0,True,104
2,24,non-restrictive,5,4,det,the,1.953,2.016,63.0,0.0,0.0,0.0,0.0,0.0,0.0,True,10
2,24,non-restrictive,5,5,dobj,mountain,2.121,3.444,1323.0,0.0,1.0,0.0,0.0,0.0,0.0,False,188
2,25,restrictive,8,0,det,The,0.021,0.063,42.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6
