TIME,BPOGX,BPOGY,aoi,trial,condition,subject_nr
2878.96558,0.50379,0.30143,elsewhere,0,non-restrictive,1
2878.97217,0.50572,0.29752,elsewhere,0,non-restrictive,1
2878.97876,0.50588,0.30521,elsewhere,0,non-restrictive,1
2878.9856,0.50565,0.30229,elsewhere,0,non-restrictive,1
2878.99243,0.48504,0.28641,subject,0,non-restrictive,1
2878.99902,0.49882,0.30841,subject,0,non-restrictive,1
2879.00537,0.49906,0.3114,subject,0,non-restrictive,1
2879.01221,0.51133,0.28682,elsewhere,0,non-restrictive,1
2879.01929,0.51191,0.26853,elsewhere,0,non-restrictive,1
2879.02563,0.5117,0.26253,elsewhere,0,non-restrictive,1
2879.03271,0.51519,0.28441,elsewhere,0,non-restrictive,1
2879.03931,0.51801,0.27225,elsewhere,0,non-restrictive,1
2879.0459,0.51808,0.26907,elsewhere,0,non-restrictive,1
2879.05273,0.51492,0.27624,elsewhere,0,non-restrictive,1
2879.05957,0.525,0.26755,elsewhere,0,non-restrictive,1
2879.06616,0.52476,0.2643,elsewhere,0,non-restrictive,1
2879.07275,0.52179,0.2928,elsewhere,0,non-restrictive,1
2879.07959,0.51477,0.28282,elsewhere,0,non-restrictive,1
2879.08618,0.51507,0.286,elsewhere,0,non-restrictive,1
2879.09302,0.51714,0.29468,elsewhere,0,non-restrictive,1
2879.09961,0.51982,0.28257,elsewhere,0,non-restrictive,1
2879.10645,0.51954,0.27943,elsewhere,0,non-restrictive,1
2879.11304,0.52004,0.3084,elsewhere,0,non-restrictive,1
2879.11987,0.51914,0.28079,elsewhere,0,non-restrictive,1
2879.12646,0.51938,0.28409,elsewhere,0,non-restrictive,1
2879.1333,0.51716,0.28468,elsewhere,0,non-restrictive,1
2879.13989,0.51363,0.30698,elsewhere,0,non-restrictive,1
2879.14648,0.51341,0.30077,elsewhere,0,non-restrictive,1
2879.15332,0.51308,0.2876,elsewhere,0,non-restrictive,1
2879.15942,0.51167,0.28845,elsewhere,0,non-restrictive,1
2879.16675,0.51149,0.28358,elsewhere,0,non-restrictive,1
2879.17334,0.52272,0.23522,elsewhere,0,non-restrictive,1
2879.17993,0.5244,0.24897,elsewhere,0,non-restrictive,1
2879.18652,0.5242,0.24715,elsewhere,0,non-restrictive,1
2879.19336,0.51236,0.24905,elsewhere,0,non-restrictive,1
2879.2002,0.50164,0.25852,subject,0,non-restrictive,1
2879.20703,0.50193,0.265,subject,0,non-restrictive,1
2879.21313,0.50602,0.26444,elsewhere,0,non-restrictive,1
2879.21997,0.48756,0.22236,subject,0,non-restrictive,1
2879.22681,0.48756,0.22527,subject,0,non-restrictive,1
2896.98413,0.50493,0.287,elsewhere,1,restrictive,1
2896.99072,0.50471,0.28181,elsewhere,1,restrictive,1
2896.99731,0.51808,0.28209,elsewhere,1,restrictive,1
2897.00415,0.52458,0.27017,elsewhere,1,restrictive,1
2897.01074,0.52458,0.27017,elsewhere,1,restrictive,1
2897.01758,0.52079,0.27135,elsewhere,1,restrictive,1
2897.02417,0.52516,0.28509,elsewhere,1,restrictive,1
2897.03101,0.52531,0.28728,elsewhere,1,restrictive,1
2897.03711,0.52162,0.23152,elsewhere,1,restrictive,1
2897.04395,0.51935,0.25733,elsewhere,1,restrictive,1
2897.05103,0.51907,0.246,elsewhere,1,restrictive,1
2897.05762,0.51845,0.22462,elsewhere,1,restrictive,1
2897.06445,0.50961,0.16761,elsewhere,1,restrictive,1
2897.07104,0.50961,0.16761,elsewhere,1,restrictive,1
2897.07764,0.50564,0.17434,elsewhere,1,restrictive,1
2897.08447,0.49922,0.16497,subject,1,restrictive,1
2897.09131,0.49946,0.17073,subject,1,restrictive,1
2897.0979,0.51324,0.1694,elsewhere,1,restrictive,1
2897.10474,0.51247,0.19925,elsewhere,1,restrictive,1
2897.11133,0.5123,0.19367,elsewhere,1,restrictive,1
2897.11792,0.50108,0.21435,subject,1,restrictive,1
2897.12476,0.50667,0.19598,elsewhere,1,restrictive,1
2897.13135,0.50647,0.19048,elsewhere,1,restrictive,1
2897.13794,0.51532,0.18689,elsewhere,1,restrictive,1
2897.14478,0.50201,0.21449,subject,1,restrictive,1
2897.15137,0.50201,0.21449,subject,1,restrictive,1
2897.1582,0.49897,0.20689,subject,1,restrictive,1
2897.16504,0.5001,0.16604,subject,1,restrictive,1
2897.17163,0.50034,0.17169,subject,1,restrictive,1
2897.17822,0.51321,0.21165,elsewhere,1,restrictive,1
2897.18457,0.5156,0.23528,elsewhere,1,restrictive,1
2897.19141,0.51575,0.24382,elsewhere,1,restrictive,1
2897.19824,0.50768,0.20977,elsewhere,1,restrictive,1
2897.20459,0.51796,0.23006,elsewhere,1,restrictive,1
2897.21143,0.51816,0.23318,elsewhere,1,restrictive,1
2897.21802,0.51289,0.28249,elsewhere,1,restrictive,1
2897.22461,0.50247,0.26158,subject,1,restrictive,1
2897.23193,0.50204,0.25338,subject,1,restrictive,1
2897.23853,0.51798,0.28332,elsewhere,1,restrictive,1
2897.24512,0.50649,0.23035,elsewhere,1,restrictive,1
2897.25195,0.50657,0.22811,elsewhere,1,restrictive,1
2897.2583,0.50142,0.24566,subject,1,restrictive,1
2897.26489,0.50571,0.26413,elsewhere,1,restrictive,1
2897.27222,0.50547,0.25825,elsewhere,1,restrictive,1
2907.28564,0.50501,-0.00787,elsewhere,2,restrictive,1
2907.29224,0.50192,0.03206,elsewhere,2,restrictive,1
2907.29907,0.50192,0.03206,elsewhere,2,restrictive,1
2907.30615,0.49899,-0.00932,elsewhere,2,restrictive,1
2907.3125,0.49886,-0.00185,elsewhere,2,restrictive,1
2907.31909,0.49886,-0.00185,elsewhere,2,restrictive,1
2907.32593,0.49261,0.05554,elsewhere,2,restrictive,1
2907.33276,0.49265,0.07362,elsewhere,2,restrictive,1
2907.3396,0.49237,0.06724,elsewhere,2,restrictive,1
2907.34619,0.49104,-0.03675,elsewhere,2,restrictive,1
2907.35278,0.49983,-0.05367,elsewhere,2,restrictive,1
2907.35962,0.49983,-0.05367,elsewhere,2,restrictive,1
2907.36621,0.50081,-0.02832,elsewhere,2,restrictive,1
2907.37305,0.49653,0.01548,elsewhere,2,restrictive,1
2907.37964,0.49653,0.01548,elsewhere,2,restrictive,1
2907.38647,0.49064,0.02787,elsewhere,2,restrictive,1
2907.39307,0.49762,0.03705,elsewhere,2,restrictive,1
2907.39966,0.49738,0.03057,elsewhere,2,restrictive,1
2907.40649,0.49932,0.0138,elsewhere,2,restrictive,1
2907.41333,0.48791,-0.00885,elsewhere,2,restrictive,1
2907.41992,0.48791,-0.00885,elsewhere,2,restrictive,1
2907.42651,0.49348,-0.01089,elsewhere,2,restrictive,1
2907.43311,0.49598,0.00587,elsewhere,2,restrictive,1
2907.43945,0.49598,0.00587,elsewhere,2,restrictive,1
2907.44678,0.49388,-0.00196,elsewhere,2,restrictive,1
2907.45361,0.49227,-0.00461,elsewhere,2,restrictive,1
2907.45996,0.49227,-0.00461,elsewhere,2,restrictive,1
2907.4668,0.49305,0.01217,elsewhere,2,restrictive,1
2907.47339,0.49474,-0.00463,elsewhere,2,restrictive,1
2907.48022,0.49473,-0.00102,elsewhere,2,restrictive,1
2907.48706,0.4918,0.00471,elsewhere,2,restrictive,1
2907.49365,0.48496,0.00375,elsewhere,2,restrictive,1
2907.49976,0.48531,0.01153,elsewhere,2,restrictive,1
2907.50708,0.48234,0.04848,elsewhere,2,restrictive,1
2907.51367,0.4941,0.06728,elsewhere,2,restrictive,1
2907.52051,0.4941,0.06728,elsewhere,2,restrictive,1
2907.5271,0.48825,0.05804,elsewhere,2,restrictive,1
2907.53369,0.49492,0.09145,subject,2,restrictive,1
2907.54053,0.49497,0.08819,subject,2,restrictive,1
2907.54712,0.50589,0.08118,elsewhere,2,restrictive,1
2907.55371,0.51004,0.02861,elsewhere,2,restrictive,1
2920.55518,0.51073,0.17035,elsewhere,3,restrictive,1
2920.56201,0.51056,0.16469,elsewhere,3,restrictive,1
2920.5686,0.50628,0.23028,elsewhere,3,restrictive,1
2920.5752,0.5104,0.23886,elsewhere,3,restrictive,1
2920.58203,0.5104,0.23886,elsewhere,3,restrictive,1
2920.58862,0.50201,0.22974,subject,3,restrictive,1
2920.59521,0.50539,0.17917,elsewhere,3,restrictive,1
2920.60205,0.50535,0.18241,elsewhere,3,restrictive,1
2920.60889,0.52104,0.20679,elsewhere,3,restrictive,1
2920.61548,0.50852,0.21686,elsewhere,3,restrictive,1
2920.62207,0.50875,0.22018,elsewhere,3,restrictive,1
2920.62891,0.5083,0.17864,elsewhere,3,restrictive,1
2920.63525,0.5149,0.23715,elsewhere,3,restrictive,1
2920.64233,0.51471,0.23108,elsewhere,3,restrictive,1
2920.64893,0.51468,0.21221,elsewhere,3,restrictive,1
2920.65552,0.51684,0.22351,elsewhere,3,restrictive,1
2920.66235,0.51684,0.22351,elsewhere,3,restrictive,1
2920.66895,0.4948,0.20602,subject,3,restrictive,1
2920.67578,0.50402,0.1686,elsewhere,3,restrictive,1
2920.68237,0.50411,0.16517,elsewhere,3,restrictive,1
2920.68896,0.51363,0.16248,elsewhere,3,restrictive,1
2920.6958,0.5108,0.19171,elsewhere,3,restrictive,1
2920.70215,0.51062,0.18823,elsewhere,3,restrictive,1
2920.70923,0.50852,0.18948,elsewhere,3,restrictive,1
2920.71606,0.49955,0.18622,subject,3,restrictive,1
2920.72266,0.49984,0.19324,subject,3,restrictive,1
2920.72925,0.50823,0.192,elsewhere,3,restrictive,1
2920.7356,0.50847,0.20212,elsewhere,3,restrictive,1
2920.74243,0.50866,0.20754,elsewhere,3,restrictive,1
2920.74927,0.5217,0.24247,elsewhere,3,restrictive,1
2920.75586,0.52375,0.22255,elsewhere,3,restrictive,1
2920.76245,0.52375,0.22255,elsewhere,3,restrictive,1
2920.76904,0.50911,0.25423,elsewhere,3,restrictive,1
2920.77637,0.51732,0.24192,elsewhere,3,restrictive,1
2920.78296,0.51732,0.24192,elsewhere,3,restrictive,1
2920.78955,0.49504,0.2172,subject,3,restrictive,1
2920.79639,0.51515,0.23852,elsewhere,3,restrictive,1
2920.80298,0.51531,0.24381,elsewhere,3,restrictive,1
2920.80957,0.52941,0.23348,elsewhere,3,restrictive,1
2920.81641,0.52938,0.23991,elsewhere,3,restrictive,1
2920.823,0.52935,0.24294,elsewhere,3,restrictive,1
2920.82983,0.52352,0.24999,elsewhere,3,restrictive,1
2920.83643,0.51504,0.22789,elsewhere,3,restrictive,1
2920.84326,0.51538,0.23605,elsewhere,3,restrictive,1
2928.948,0.41381,0.28907,elsewhere,4,non-restrictive,1
2928.95459,0.4139,0.29571,elsewhere,4,non-restrictive,1
2928.96143,0.41466,0.30125,elsewhere,4,non-restrictive,1
2928.96826,0.4104,0.29926,elsewhere,4,non-restrictive,1
2928.97485,0.41517,0.30901,elsewhere,4,non-restrictive,1
2928.9812,0.41517,0.30901,elsewhere,4,non-restrictive,1
2928.98804,0.41354,0.31001,elsewhere,4,non-restrictive,1
2928.99438,0.41575,0.33872,elsewhere,4,non-restrictive,1
2929.00146,0.41575,0.33872,elsewhere,4,non-restrictive,1
2929.0083,0.41202,0.31877,elsewhere,4,non-restrictive,1
2929.01514,0.41664,0.33071,elsewhere,4,non-restrictive,1
2929.02173,0.41664,0.33071,elsewhere,4,non-restrictive,1
2929.02832,0.41546,0.32431,elsewhere,4,non-restrictive,1
2929.03516,0.41637,0.3051,elsewhere,4,non-restrictive,1
2929.0415,0.41637,0.3051,elsewhere,4,non-restrictive,1
2929.04858,0.42018,0.28085,elsewhere,4,non-restrictive,1
2929.05518,0.41741,0.3387,elsewhere,4,non-restrictive,1
2929.06201,0.41741,0.3387,elsewhere,4,non-restrictive,1
2929.0686,0.41539,0.29087,elsewhere,4,non-restrictive,1
2929.0752,0.41557,0.32568,elsewhere,4,non-restrictive,1
2929.08203,0.41557,0.32568,elsewhere,4,non-restrictive,1
2929.08862,0.41634,0.28548,elsewhere,4,non-restrictive,1
2929.09546,0.41282,0.32075,elsewhere,4,non-restrictive,1
2929.10205,0.41205,0.31534,elsewhere,4,non-restrictive,1
2929.10864,0.4156,0.2912,elsewhere,4,non-restrictive,1
2929.11548,0.42362,0.30223,elsewhere,4,non-restrictive,1
2929.12231,0.42273,0.29402,elsewhere,4,non-restrictive,1
2929.12891,0.4169,0.31445,elsewhere,4,non-restrictive,1
2929.1355,0.36205,0.27651,elsewhere,4,non-restrictive,1
2929.14233,0.3641,0.28831,elsewhere,4,non-restrictive,1
2929.14893,0.47405,0.31788,subject,4,non-restrictive,1
2929.15527,0.43423,0.32039,subject,4,non-restrictive,1
2929.16187,0.43558,0.33158,subject,4,non-restrictive,1
2929.1687,0.55489,0.38649,elsewhere,4,non-restrictive,1
2929.17529,0.56548,0.39283,pos1,4,non-restrictive,1
2929.18213,0.56557,0.38883,pos1,4,non-restrictive,1
2929.18848,0.54941,0.36043,elsewhere,4,non-restrictive,1
2929.1958,0.54703,0.37303,elsewhere,4,non-restrictive,1
2929.20215,0.54714,0.37051,elsewhere,4,non-restrictive,1
2929.20874,0.56311,0.39665,pos1,4,non-restrictive,1
2929.21558,0.548,0.3473,elsewhere,4,non-restrictive,1
2929.22217,0.54802,0.33737,elsewhere,4,non-restrictive,1
2929.22949,0.54232,0.36821,elsewhere,4,non-restrictive,1
2929.23584,0.54103,0.39496,elsewhere,4,non-restrictive,1
2929.24268,0.54103,0.39496,elsewhere,4,non-restrictive,1
2929.24951,0.55063,0.38891,elsewhere,4,non-restrictive,1
2929.2561,0.55581,0.38821,elsewhere,4,non-restrictive,1
2929.26294,0.55581,0.38821,elsewhere,4,non-restrictive,1
2929.26953,0.54677,0.36363,elsewhere,4,non-restrictive,1
2929.27637,0.54622,0.36954,elsewhere,4,non-restrictive,1
2929.28296,0.54615,0.37647,elsewhere,4,non-restrictive,1
2929.28955,0.55579,0.39697,elsewhere,4,non-restrictive,1
2929.29663,0.56029,0.41147,pos1,4,non-restrictive,1
2929.30322,0.56024,0.41829,elsewhere,4,non-restrictive,1
2929.30981,0.54579,0.3859,elsewhere,4,non-restrictive,1
2929.31616,0.54095,0.38589,elsewhere,4,non-restrictive,1
2929.32324,0.54092,0.38076,elsewhere,4,non-restrictive,1
2936.90552,0.79228,0.43875,elsewhere,5,non-restrictive,1
2936.91235,0.79275,0.4487,elsewhere,5,non-restrictive,1
2936.91895,0.79123,0.4533,elsewhere,5,non-restrictive,1
2936.92578,0.80589,0.48026,elsewhere,5,non-restrictive,1
2936.93237,0.7997,0.45755,elsewhere,5,non-restrictive,1
2936.93921,0.7997,0.45755,elsewhere,5,non-restrictive,1
2936.9458,0.79891,0.46476,elsewhere,5,non-restrictive,1
2936.95239,0.79242,0.52098,elsewhere,5,non-restrictive,1
2936.95898,0.79242,0.52098,elsewhere,5,non-restrictive,1
2936.96606,0.80969,0.50258,elsewhere,5,non-restrictive,1
2936.97266,0.78683,0.50926,elsewhere,5,non-restrictive,1
2936.979,0.78683,0.50926,elsewhere,5,non-restrictive,1
2936.98608,0.7907,0.48645,elsewhere,5,non-restrictive,1
2936.99268,0.78871,0.47785,elsewhere,5,non-restrictive,1
2936.99927,0.78968,0.47566,elsewhere,5,non-restrictive,1
2937.0061,0.78813,0.47754,elsewhere,5,non-restrictive,1
2937.01245,0.79807,0.47465,elsewhere,5,non-restrictive,1
2937.01953,0.79865,0.47238,elsewhere,5,non-restrictive,1
2937.02612,0.80723,0.47893,elsewhere,5,non-restrictive,1
2937.03247,0.81455,0.46892,elsewhere,5,non-restrictive,1
2937.03955,0.81289,0.47339,elsewhere,5,non-restrictive,1
2937.0459,0.81518,0.48977,elsewhere,5,non-restrictive,1
2937.05249,0.7903,0.48357,elsewhere,5,non-restrictive,1
2937.05957,0.7903,0.48357,elsewhere,5,non-restrictive,1
2937.06592,0.82625,0.4655,elsewhere,5,non-restrictive,1
2937.073,0.81254,0.45736,elsewhere,5,non-restrictive,1
2937.07935,0.81254,0.45736,elsewhere,5,non-restrictive,1
2937.08618,0.80163,0.4753,elsewhere,5,non-restrictive,1
2937.09253,0.80029,0.48729,elsewhere,5,non-restrictive,1
2937.09961,0.80029,0.48729,elsewhere,5,non-restrictive,1
2937.10645,0.80451,0.49973,elsewhere,5,non-restrictive,1
2937.11328,0.79905,0.45525,elsewhere,5,non-restrictive,1
2937.11963,0.79905,0.45525,elsewhere,5,non-restrictive,1
2937.12646,0.80314,0.4911,elsewhere,5,non-restrictive,1
2937.13306,0.79995,0.47642,elsewhere,5,non-restrictive,1
2937.14014,0.80096,0.47435,elsewhere,5,non-restrictive,1
2937.14673,0.79656,0.47727,elsewhere,5,non-restrictive,1
2937.15332,0.80848,0.4432,elsewhere,5,non-restrictive,1
2937.16016,0.81007,0.43859,elsewhere,5,non-restrictive,1
2937.16675,0.80405,0.46635,elsewhere,5,non-restrictive,1
2937.17358,0.80171,0.47893,elsewhere,5,non-restrictive,1
2945.84741,0.51676,0.19684,elsewhere,6,restrictive,1
2945.85449,0.53082,0.227,elsewhere,6,restrictive,1
2945.86084,0.53092,0.23371,elsewhere,6,restrictive,1
2945.86792,0.50829,0.18572,elsewhere,6,restrictive,1
2945.87451,0.51438,0.2221,elsewhere,6,restrictive,1
2945.88135,0.51454,0.2274,elsewhere,6,restrictive,1
2945.88794,0.50272,0.20589,subject,6,restrictive,1
2945.89478,0.50229,0.23096,subject,6,restrictive,1
2945.90137,0.50233,0.22764,subject,6,restrictive,1
2945.90796,0.50948,0.21762,elsewhere,6,restrictive,1
2945.91479,0.51483,0.22976,elsewhere,6,restrictive,1
2945.92139,0.51447,0.21789,elsewhere,6,restrictive,1
2945.92822,0.50003,0.21056,subject,6,restrictive,1
2945.93481,0.50458,0.2158,elsewhere,6,restrictive,1
2945.94141,0.50458,0.2158,elsewhere,6,restrictive,1
2945.948,0.50648,0.20762,elsewhere,6,restrictive,1
2945.95483,0.49385,0.16739,subject,6,restrictive,1
2945.96167,0.49382,0.17088,subject,6,restrictive,1
2945.96826,0.51285,0.19236,elsewhere,6,restrictive,1
2945.97485,0.52553,0.18643,elsewhere,6,restrictive,1
2945.98169,0.52566,0.19346,elsewhere,6,restrictive,1
2945.98828,0.51659,0.23935,elsewhere,6,restrictive,1
2945.99512,0.5052,0.23039,elsewhere,6,restrictive,1
2946.00171,0.50535,0.22345,elsewhere,6,restrictive,1
2946.0083,0.49877,0.22911,subject,6,restrictive,1
2946.01514,0.49746,0.20099,subject,6,restrictive,1
2946.02197,0.49676,0.19045,subject,6,restrictive,1
2946.02856,0.47652,0.12603,subject,6,restrictive,1
2946.0354,0.48324,0.12454,subject,6,restrictive,1
2946.04175,0.484,0.14158,subject,6,restrictive,1
2946.04834,0.47955,0.13084,subject,6,restrictive,1
2946.05518,0.44874,0.04832,elsewhere,6,restrictive,1
2946.06201,0.44937,0.05978,elsewhere,6,restrictive,1
2946.06836,0.5541,0.38024,elsewhere,6,restrictive,1
2946.07544,0.54915,0.30012,elsewhere,6,restrictive,1
2946.08228,0.54933,0.30283,elsewhere,6,restrictive,1
2946.08838,0.67928,0.56812,elsewhere,6,restrictive,1
2946.09521,0.67339,0.51738,elsewhere,6,restrictive,1
2946.10205,0.6742,0.51322,elsewhere,6,restrictive,1
2946.10889,0.68243,0.75363,elsewhere,6,restrictive,1
2946.11572,0.68263,0.74125,elsewhere,6,restrictive,1
2953.51709,0.8494,0.39431,elsewhere,7,restrictive,1
2953.52393,0.8584,0.40897,elsewhere,7,restrictive,1
2953.53052,0.8434,0.40338,elsewhere,7,restrictive,1
2953.53735,0.8434,0.40338,elsewhere,7,restrictive,1
2953.54419,0.84016,0.41779,elsewhere,7,restrictive,1
2953.55078,0.8634,0.4111,elsewhere,7,restrictive,1
2953.55737,0.86171,0.41542,elsewhere,7,restrictive,1
2953.56421,0.8661,0.39797,elsewhere,7,restrictive,1
2953.5708,0.86658,0.42803,elsewhere,7,restrictive,1
2953.57764,0.86508,0.43197,elsewhere,7,restrictive,1
2953.58423,0.82154,0.41832,elsewhere,7,restrictive,1
2953.59082,0.9152,0.43275,elsewhere,7,restrictive,1
2953.59766,0.92021,0.42196,elsewhere,7,restrictive,1
2953.60425,0.71178,0.37833,elsewhere,7,restrictive,1
2953.61108,0.77786,0.28454,elsewhere,7,restrictive,1
2953.61768,0.77739,0.28722,elsewhere,7,restrictive,1
2953.62451,0.55898,0.23635,pos1,7,restrictive,1
2953.6311,0.56114,0.23567,pos1,7,restrictive,1
2953.6377,0.56146,0.226,pos1,7,restrictive,1
2953.64453,0.50098,0.12816,subject,7,restrictive,1
2953.65112,0.49033,0.10225,subject,7,restrictive,1
2953.65796,0.48972,0.08483,subject,7,restrictive,1
2953.66455,0.49889,0.17988,subject,7,restrictive,1
2953.67139,0.49191,0.20145,subject,7,restrictive,1
2953.67798,0.49158,0.19785,subject,7,restrictive,1
2953.68457,0.47698,0.16256,subject,7,restrictive,1
2953.69141,0.48912,0.14282,subject,7,restrictive,1
2953.69824,0.48977,0.1564,subject,7,restrictive,1
2953.70435,0.4979,0.18424,subject,7,restrictive,1
2953.71094,0.49659,0.18353,subject,7,restrictive,1
2953.71777,0.4968,0.19266,subject,7,restrictive,1
2953.72485,0.48825,0.21569,subject,7,restrictive,1
2953.73169,0.48511,0.21709,subject,7,restrictive,1
2953.73804,0.4852,0.21865,subject,7,restrictive,1
2953.74487,0.50207,0.25203,subject,7,restrictive,1
2953.75146,0.5027,0.27421,subject,7,restrictive,1
2953.75854,0.50248,0.2692,subject,7,restrictive,1
2953.76514,0.48249,0.26468,subject,7,restrictive,1
2953.77197,0.50402,0.26849,elsewhere,7,restrictive,1
2953.77856,0.50399,0.26515,elsewhere,7,restrictive,1
2953.78516,0.47264,0.22911,subject,7,restrictive,1
2953.79175,0.48301,0.2238,subject,7,restrictive,1
2953.79834,0.48292,0.22231,subject,7,restrictive,1
2953.80542,0.4767,0.21001,subject,7,restrictive,1
2962.48608,0.1818,0.40147,pos4,8,restrictive,1
2962.49292,0.16406,0.37082,pos4,8,restrictive,1
2962.49951,0.15964,0.36086,pos4,8,restrictive,1
2962.50635,0.14701,0.37261,pos4,8,restrictive,1
2962.51294,0.14814,0.37336,pos4,8,restrictive,1
2962.51978,0.14919,0.37572,pos4,8,restrictive,1
2962.52661,0.15104,0.37932,pos4,8,restrictive,1
2962.5332,0.16817,0.37326,pos4,8,restrictive,1
2962.53931,0.17257,0.38319,pos4,8,restrictive,1
2962.5459,0.19587,0.38801,elsewhere,8,restrictive,1
2962.55273,0.20113,0.39441,elsewhere,8,restrictive,1
2962.55957,0.20377,0.4002,elsewhere,8,restrictive,1
2962.56665,0.17849,0.37531,pos4,8,restrictive,1
2962.57324,0.18217,0.39802,pos4,8,restrictive,1
2962.57983,0.18061,0.39485,pos4,8,restrictive,1
2962.58667,0.1667,0.41793,elsewhere,8,restrictive,1
2962.59351,0.1764,0.38237,pos4,8,restrictive,1
2962.6001,0.17521,0.37966,pos4,8,restrictive,1
2962.60669,0.17274,0.39347,pos4,8,restrictive,1
2962.61328,0.16854,0.39091,pos4,8,restrictive,1
2962.62012,0.16563,0.3842,pos4,8,restrictive,1
2962.62671,0.17246,0.33758,pos4,8,restrictive,1
2962.63354,0.14828,0.33655,pos4,8,restrictive,1
2962.64038,0.15136,0.34435,pos4,8,restrictive,1
2962.64697,0.17635,0.38138,pos4,8,restrictive,1
2962.65356,0.16631,0.43716,elsewhere,8,restrictive,1
2962.6604,0.17246,0.44945,elsewhere,8,restrictive,1
2962.66699,0.1827,0.44321,elsewhere,8,restrictive,1
2962.67383,0.18281,0.42518,elsewhere,8,restrictive,1
2962.68066,0.17679,0.41219,pos4,8,restrictive,1
2962.68677,0.18982,0.40462,pos4,8,restrictive,1
2962.69336,0.183,0.40749,pos4,8,restrictive,1
2962.70044,0.18025,0.40085,pos4,8,restrictive,1
2962.70728,0.18427,0.37268,pos4,8,restrictive,1
2962.71387,0.19333,0.39093,elsewhere,8,restrictive,1
2962.7207,0.19103,0.38551,pos4,8,restrictive,1
2962.72729,0.17231,0.37571,pos4,8,restrictive,1
2962.73364,0.1643,0.38251,pos4,8,restrictive,1
2971.01953,0.52283,0.15437,elsewhere,9,non-restrictive,1
2971.02637,0.50635,0.19345,elsewhere,9,non-restrictive,1
2971.0332,0.49975,0.20923,subject,9,non-restrictive,1
2971.03979,0.49978,0.21231,subject,9,non-restrictive,1
2971.04663,0.49613,0.22309,subject,9,non-restrictive,1
2971.05322,0.50501,0.22676,elsewhere,9,non-restrictive,1
2971.05981,0.50525,0.23295,elsewhere,9,non-restrictive,1
2971.06665,0.49283,0.25029,subject,9,non-restrictive,1
2971.07324,0.50351,0.22348,subject,9,non-restrictive,1
2971.08008,0.50349,0.22034,subject,9,non-restrictive,1
2971.08667,0.48468,0.19759,subject,9,non-restrictive,1
2971.09326,0.48371,0.18569,subject,9,non-restrictive,1
2971.1001,0.48335,0.17926,subject,9,non-restrictive,1
2971.10693,0.49597,0.18151,subject,9,non-restrictive,1
2971.11353,0.50183,0.18533,subject,9,non-restrictive,1
2971.12036,0.5018,0.18197,subject,9,non-restrictive,1
2971.12695,0.50499,0.17386,elsewhere,9,non-restrictive,1
2971.1333,0.5184,0.20588,elsewhere,9,non-restrictive,1
2971.13989,0.51822,0.20239,elsewhere,9,non-restrictive,1
2971.14697,0.51185,0.20058,elsewhere,9,non-restrictive,1
2971.15332,0.5124,0.21592,elsewhere,9,non-restrictive,1
2971.16016,0.51262,0.22272,elsewhere,9,non-restrictive,1
2971.16675,0.51036,0.22378,elsewhere,9,non-restrictive,1
2971.17334,0.51535,0.21665,elsewhere,9,non-restrictive,1
2971.18018,0.51535,0.21665,elsewhere,9,non-restrictive,1
2971.18701,0.50608,0.23319,elsewhere,9,non-restrictive,1
2971.1936,0.50326,0.22037,subject,9,non-restrictive,1
2971.2002,0.50326,0.22037,subject,9,non-restrictive,1
2971.20679,0.4981,0.21694,subject,9,non-restrictive,1
2971.21362,0.50684,0.25374,elsewhere,9,non-restrictive,1
2971.2207,0.50684,0.25374,elsewhere,9,non-restrictive,1
2971.22729,0.5053,0.19318,elsewhere,9,non-restrictive,1
2971.23413,0.50445,0.2006,elsewhere,9,non-restrictive,1
2971.24072,0.50445,0.2006,elsewhere,9,non-restrictive,1
2979.92847,0.50231,0.34992,subject,10,restrictive,1
2979.93506,0.50374,0.345,elsewhere,10,restrictive,1
2979.94189,0.50374,0.345,elsewhere,10,restrictive,1
2979.94849,0.50182,0.35592,subject,10,restrictive,1
2979.95532,0.50348,0.35663,subject,10,restrictive,1
2979.96191,0.50341,0.35922,subject,10,restrictive,1
2979.96851,0.51173,0.37468,elsewhere,10,restrictive,1
2979.97534,0.52555,0.38888,elsewhere,10,restrictive,1
2979.98218,0.52589,0.39574,elsewhere,10,restrictive,1
2979.98853,0.51195,0.38598,elsewhere,10,restrictive,1
2979.99536,0.5139,0.39197,elsewhere,10,restrictive,1
2980.0022,0.51403,0.39526,elsewhere,10,restrictive,1
2980.00879,0.50832,0.38038,elsewhere,10,restrictive,1
2980.01514,0.51129,0.39422,elsewhere,10,restrictive,1
2980.02197,0.5111,0.38979,elsewhere,10,restrictive,1
2980.02856,0.51276,0.3674,elsewhere,10,restrictive,1
2980.03516,0.50746,0.36051,elsewhere,10,restrictive,1
2980.04175,0.50708,0.35194,elsewhere,10,restrictive,1
2980.04883,0.50974,0.34101,elsewhere,10,restrictive,1
2980.05518,0.51267,0.35108,elsewhere,10,restrictive,1
2980.06177,0.51267,0.35108,elsewhere,10,restrictive,1
2980.06885,0.50696,0.35811,elsewhere,10,restrictive,1
2980.07568,0.51039,0.33214,elsewhere,10,restrictive,1
2980.08228,0.51039,0.33214,elsewhere,10,restrictive,1
2980.08936,0.51566,0.37797,elsewhere,10,restrictive,1
2980.09595,0.50276,0.34497,subject,10,restrictive,1
