TIME,BPOGX,BPOGY,aoi,trial,condition,subject_nr
597.38501,0.48969,0.11578,subject,4,non-restrictive,19
597.3916,0.49585,0.1038,subject,4,non-restrictive,19
597.39862,0.48973,0.10087,subject,4,non-restrictive,19
597.40527,0.48988,0.10469,subject,4,non-restrictive,19
597.41199,0.49297,0.11398,subject,4,non-restrictive,19
597.4187,0.49255,0.123,subject,4,non-restrictive,19
597.42542,0.49261,0.12236,subject,4,non-restrictive,19
597.43225,0.50451,0.109,elsewhere,4,non-restrictive,19
597.43896,0.49389,0.09638,subject,4,non-restrictive,19
597.44562,0.49318,0.0804,subject,4,non-restrictive,19
597.45233,0.49724,0.05213,elsewhere,4,non-restrictive,19
597.45898,0.50056,0.06803,elsewhere,4,non-restrictive,19
597.46576,0.50056,0.06803,elsewhere,4,non-restrictive,19
597.47241,0.49588,0.06926,elsewhere,4,non-restrictive,19
597.47913,0.50166,0.07615,subject,4,non-restrictive,19
597.48578,0.50155,0.07637,subject,4,non-restrictive,19
597.49255,0.49734,0.06841,elsewhere,4,non-restrictive,19
597.49921,0.49602,0.0956,subject,4,non-restrictive,19
597.50598,0.49637,0.10383,subject,4,non-restrictive,19
597.51257,0.49728,0.09861,subject,4,non-restrictive,19
597.51929,0.4944,0.10571,subject,4,non-restrictive,19
597.526,0.49429,0.10193,subject,4,non-restrictive,19
597.53271,0.50178,0.08608,subject,4,non-restrictive,19
597.53937,0.4999,0.07958,subject,4,non-restrictive,19
597.54608,0.49991,0.07977,subject,4,non-restrictive,19
597.55273,0.49821,0.07168,elsewhere,4,non-restrictive,19
597.55914,0.50185,0.08811,subject,4,non-restrictive,19
597.5661,0.50185,0.08811,subject,4,non-restrictive,19
597.57288,0.50061,0.07483,elsewhere,4,non-restrictive,19
597.57953,0.49808,0.08384,subject,4,non-restrictive,19
605.96582,0.4899,0.29914,subject,5,restrictive,19
605.97241,0.50252,0.28881,subject,5,restrictive,19
605.97931,0.48948,0.30758,subject,5,restrictive,19
605.9859,0.48933,0.30391,subject,5,restrictive,19
605.99261,0.49127,0.2928,subject,5,restrictive,19
605.99927,0.48705,0.19607,subject,5,restrictive,19
606.00598,0.48663,0.18847,subject,5,restrictive,19
606.0127,0.49649,0.25651,subject,5,restrictive,19
606.01923,0.49886,0.31088,subject,5,restrictive,19
606.02606,0.49886,0.31088,subject,5,restrictive,19
606.03278,0.4851,0.26054,subject,5,restrictive,19
606.03912,0.49117,0.22638,subject,5,restrictive,19
606.04626,0.49132,0.22981,subject,5,restrictive,19
606.0531,0.48613,0.335,subject,5,restrictive,19
606.05963,0.48143,0.2922,subject,5,restrictive,19
606.06622,0.48147,0.29282,subject,5,restrictive,19
606.073,0.48219,0.3338,subject,5,restrictive,19
606.07965,0.49098,0.33488,subject,5,restrictive,19
606.08655,0.4908,0.33193,subject,5,restrictive,19
606.09314,0.50263,0.32096,subject,5,restrictive,19
606.09937,0.49935,0.30858,subject,5,restrictive,19
606.10638,0.49966,0.3146,subject,5,restrictive,19
606.11304,0.50821,0.34033,elsewhere,5,restrictive,19
606.11993,0.50058,0.32798,subject,5,restrictive,19
606.12659,0.50058,0.32798,subject,5,restrictive,19
606.13324,0.50454,0.33359,elsewhere,5,restrictive,19
606.14001,0.50403,0.35455,elsewhere,5,restrictive,19
606.14667,0.50433,0.36045,elsewhere,5,restrictive,19
606.15338,0.5045,0.3336,elsewhere,5,restrictive,19
606.16016,0.52259,0.40078,elsewhere,5,restrictive,19
606.16675,0.52264,0.4004,elsewhere,5,restrictive,19
606.17346,0.49571,0.14967,subject,5,restrictive,19
606.18005,0.4975,0.1379,subject,5,restrictive,19
606.18665,0.49667,0.11908,subject,5,restrictive,19
606.19354,0.49867,0.12533,subject,5,restrictive,19
606.19995,0.49423,0.12057,subject,5,restrictive,19
606.20648,0.49412,0.11727,subject,5,restrictive,19
614.28516,0.17425,0.39964,pos4,6,restrictive,19
614.29163,0.18092,0.39631,pos4,6,restrictive,19
614.29816,0.17521,0.40526,pos4,6,restrictive,19
614.30487,0.17275,0.39913,pos4,6,restrictive,19
614.31165,0.17832,0.39112,pos4,6,restrictive,19
614.31873,0.18127,0.403,pos4,6,restrictive,19
614.32538,0.18433,0.41102,pos4,6,restrictive,19
614.33197,0.1632,0.43286,elsewhere,6,restrictive,19
614.33862,0.1856,0.43518,elsewhere,6,restrictive,19
614.34534,0.18808,0.44121,elsewhere,6,restrictive,19
614.35211,0.17609,0.43172,elsewhere,6,restrictive,19
614.35883,0.17985,0.43029,elsewhere,6,restrictive,19
614.36578,0.17666,0.42219,elsewhere,6,restrictive,19
614.37219,0.16742,0.41929,elsewhere,6,restrictive,19
614.37878,0.17554,0.4068,pos4,6,restrictive,19
614.38531,0.17308,0.40069,pos4,6,restrictive,19
614.39233,0.15927,0.39929,pos4,6,restrictive,19
614.39899,0.16987,0.41125,pos4,6,restrictive,19
614.40558,0.17189,0.41614,pos4,6,restrictive,19
614.41235,0.17041,0.39348,pos4,6,restrictive,19
614.41901,0.17259,0.42059,elsewhere,6,restrictive,19
614.42584,0.17373,0.42374,elsewhere,6,restrictive,19
614.43256,0.14396,0.42221,elsewhere,6,restrictive,19
614.43915,0.0733,0.43857,elsewhere,6,restrictive,19
614.4458,0.0752,0.44246,elsewhere,6,restrictive,19
614.45251,0.28424,0.53099,pos3,6,restrictive,19
614.45905,0.23856,0.45642,pos3,6,restrictive,19
614.466,0.23881,0.45658,pos3,6,restrictive,19
614.47253,0.39399,0.51948,elsewhere,6,restrictive,19
614.47925,0.38653,0.4992,elsewhere,6,restrictive,19
614.4859,0.3844,0.48913,elsewhere,6,restrictive,19
614.49274,0.36352,0.53161,elsewhere,6,restrictive,19
614.49957,0.35768,0.51064,elsewhere,6,restrictive,19
614.50616,0.3583,0.51342,elsewhere,6,restrictive,19
614.51276,0.37129,0.54528,elsewhere,6,restrictive,19
614.51886,0.37343,0.54733,elsewhere,6,restrictive,19
614.52612,0.37517,0.55471,elsewhere,6,restrictive,19
614.53296,0.38242,0.56094,elsewhere,6,restrictive,19
614.53973,0.37616,0.57274,elsewhere,6,restrictive,19
614.5462,0.37727,0.57708,elsewhere,6,restrictive,19
614.55286,0.385,0.56546,elsewhere,6,restrictive,19
614.55963,0.37832,0.55041,elsewhere,6,restrictive,19
614.56647,0.37669,0.54321,elsewhere,6,restrictive,19
614.57312,0.37368,0.52517,elsewhere,6,restrictive,19
614.57996,0.39359,0.55475,elsewhere,6,restrictive,19
614.58655,0.393,0.55181,elsewhere,6,restrictive,19
614.59314,0.38304,0.52567,elsewhere,6,restrictive,19
614.59985,0.40118,0.4991,elsewhere,6,restrictive,19
614.60669,0.40109,0.49862,elsewhere,6,restrictive,19
614.6134,0.38893,0.53849,elsewhere,6,restrictive,19
614.62012,0.39015,0.48834,elsewhere,6,restrictive,19
614.62671,0.38928,0.48399,elsewhere,6,restrictive,19
614.63336,0.35029,0.48509,elsewhere,6,restrictive,19
614.63989,0.3714,0.47856,elsewhere,6,restrictive,19
614.64636,0.37251,0.48397,elsewhere,6,restrictive,19
614.6535,0.37679,0.53662,elsewhere,6,restrictive,19
622.95264,0.83934,0.46396,elsewhere,7,restrictive,19
622.95941,0.84792,0.47155,elsewhere,7,restrictive,19
622.96606,0.84894,0.46879,elsewhere,7,restrictive,19
622.97253,0.82586,0.4521,elsewhere,7,restrictive,19
622.97943,0.82439,0.44687,elsewhere,7,restrictive,19
622.98621,0.82199,0.4546,elsewhere,7,restrictive,19
622.99292,0.8365,0.46561,elsewhere,7,restrictive,19
622.99963,0.84246,0.41595,elsewhere,7,restrictive,19
623.00623,0.84221,0.41672,elsewhere,7,restrictive,19
623.01294,0.80854,0.46964,elsewhere,7,restrictive,19
623.01959,0.80266,0.47229,elsewhere,7,restrictive,19
623.02637,0.80266,0.47229,elsewhere,7,restrictive,19
623.03308,0.8176,0.46741,elsewhere,7,restrictive,19
623.03961,0.81043,0.4749,elsewhere,7,restrictive,19
623.04645,0.80965,0.47744,elsewhere,7,restrictive,19
623.0531,0.80969,0.48222,elsewhere,7,restrictive,19
623.05957,0.79404,0.465,elsewhere,7,restrictive,19
623.06659,0.79423,0.46423,elsewhere,7,restrictive,19
623.07324,0.81438,0.4789,elsewhere,7,restrictive,19
623.07996,0.8044,0.47608,elsewhere,7,restrictive,19
623.08661,0.8058,0.47154,elsewhere,7,restrictive,19
623.0932,0.82967,0.46398,elsewhere,7,restrictive,19
623.09979,0.81931,0.48866,elsewhere,7,restrictive,19
623.10669,0.81601,0.49837,elsewhere,7,restrictive,19
623.11316,0.80149,0.49094,elsewhere,7,restrictive,19
623.11969,0.79826,0.47518,elsewhere,7,restrictive,19
623.12659,0.79905,0.47263,elsewhere,7,restrictive,19
623.13354,0.81043,0.47104,elsewhere,7,restrictive,19
623.14001,0.80406,0.46975,elsewhere,7,restrictive,19
623.14667,0.8055,0.46504,elsewhere,7,restrictive,19
623.15332,0.82189,0.4672,elsewhere,7,restrictive,19
623.16028,0.81025,0.48538,elsewhere,7,restrictive,19
623.16705,0.81025,0.48538,elsewhere,7,restrictive,19
623.17377,0.80139,0.47312,elsewhere,7,restrictive,19
623.18024,0.8197,0.4761,elsewhere,7,restrictive,19
623.18707,0.8197,0.4761,elsewhere,7,restrictive,19
623.19373,0.82513,0.4597,elsewhere,7,restrictive,19
623.20044,0.82358,0.4642,elsewhere,7,restrictive,19
623.20728,0.82281,0.46671,elsewhere,7,restrictive,19
623.21393,0.81801,0.4746,elsewhere,7,restrictive,19
623.22046,0.81965,0.47718,elsewhere,7,restrictive,19
623.22729,0.81891,0.47935,elsewhere,7,restrictive,19
623.23383,0.80816,0.4829,elsewhere,7,restrictive,19
631.45947,0.59043,0.71073,elsewhere,8,non-restrictive,19
631.46613,0.58994,0.71717,elsewhere,8,non-restrictive,19
631.47272,0.58905,0.72972,elsewhere,8,non-restrictive,19
631.47961,0.58596,0.71025,elsewhere,8,non-restrictive,19
631.48621,0.58605,0.70856,elsewhere,8,non-restrictive,19
631.49292,0.58527,0.71775,elsewhere,8,non-restrictive,19
631.49969,0.58233,0.7139,elsewhere,8,non-restrictive,19
631.50641,0.58272,0.7075,elsewhere,8,non-restrictive,19
631.51306,0.59236,0.71599,elsewhere,8,non-restrictive,19
631.51971,0.599,0.69967,elsewhere,8,non-restrictive,19
631.52643,0.59881,0.70121,elsewhere,8,non-restrictive,19
631.53284,0.60871,0.69577,elsewhere,8,non-restrictive,19
631.53943,0.59609,0.68892,elsewhere,8,non-restrictive,19
631.54663,0.59554,0.69566,elsewhere,8,non-restrictive,19
631.55347,0.58484,0.71984,elsewhere,8,non-restrictive,19
631.55927,0.5699,0.72243,elsewhere,8,non-restrictive,19
631.56641,0.56984,0.72405,elsewhere,8,non-restrictive,19
631.57306,0.64144,0.76033,elsewhere,8,non-restrictive,19
631.57959,0.62584,0.73117,elsewhere,8,non-restrictive,19
631.58655,0.62681,0.7249,elsewhere,8,non-restrictive,19
631.59344,0.63399,0.72158,elsewhere,8,non-restrictive,19
631.6001,0.63402,0.71531,elsewhere,8,non-restrictive,19
631.60681,0.63374,0.71689,elsewhere,8,non-restrictive,19
631.61353,0.61499,0.72824,elsewhere,8,non-restrictive,19
631.62024,0.6269,0.74486,elsewhere,8,non-restrictive,19
631.62689,0.62641,0.74786,elsewhere,8,non-restrictive,19
631.63336,0.61933,0.72883,elsewhere,8,non-restrictive,19
631.64008,0.62138,0.74482,elsewhere,8,non-restrictive,19
631.64697,0.62184,0.74175,elsewhere,8,non-restrictive,19
631.65375,0.6255,0.73568,elsewhere,8,non-restrictive,19
631.6604,0.63545,0.73067,elsewhere,8,non-restrictive,19
631.66711,0.63545,0.73067,elsewhere,8,non-restrictive,19
631.67371,0.63106,0.74224,elsewhere,8,non-restrictive,19
631.68048,0.66498,0.72068,elsewhere,8,non-restrictive,19
631.68719,0.66463,0.72228,elsewhere,8,non-restrictive,19
631.69397,0.65348,0.71687,elsewhere,8,non-restrictive,19
631.70056,0.65371,0.71826,elsewhere,8,non-restrictive,19
631.70728,0.65436,0.71511,elsewhere,8,non-restrictive,19
631.71393,0.63959,0.73265,elsewhere,8,non-restrictive,19
631.72058,0.63079,0.72074,elsewhere,8,non-restrictive,19
639.94574,0.51428,0.00872,elsewhere,9,restrictive,19
639.95276,0.46775,0.18268,subject,9,restrictive,19
639.95959,0.47453,0.06992,elsewhere,9,restrictive,19
639.96576,0.47463,0.07368,elsewhere,9,restrictive,19
639.9726,0.43702,0.53384,pos2,9,restrictive,19
639.97931,0.43475,0.4411,subject,9,restrictive,19
639.98645,0.43547,0.44637,pos2,9,restrictive,19
639.99304,0.4005,0.7155,elsewhere,9,restrictive,19
639.99976,0.3966,0.70985,elsewhere,9,restrictive,19
640.00616,0.39604,0.70815,elsewhere,9,restrictive,19
640.0127,0.40119,0.74788,elsewhere,9,restrictive,19
640.01965,0.40356,0.74856,elsewhere,9,restrictive,19
640.02667,0.40306,0.74709,elsewhere,9,restrictive,19
640.03333,0.40859,0.77475,elsewhere,9,restrictive,19
640.03998,0.40699,0.76714,elsewhere,9,restrictive,19
640.04663,0.40795,0.77005,elsewhere,9,restrictive,19
640.05322,0.41458,0.77211,elsewhere,9,restrictive,19
640.05994,0.42932,0.76718,elsewhere,9,restrictive,19
640.06677,0.42932,0.76718,elsewhere,9,restrictive,19
640.07343,0.40797,0.77515,elsewhere,9,restrictive,19
640.08014,0.40149,0.76548,elsewhere,9,restrictive,19
640.08679,0.39999,0.76103,elsewhere,9,restrictive,19
640.09357,0.41128,0.74678,elsewhere,9,restrictive,19
640.10022,0.39678,0.74235,elsewhere,9,restrictive,19
640.10675,0.3967,0.7421,elsewhere,9,restrictive,19
640.11359,0.39434,0.75613,elsewhere,9,restrictive,19
640.12036,0.39754,0.76948,elsewhere,9,restrictive,19
640.12689,0.39912,0.77381,elsewhere,9,restrictive,19
640.13385,0.38842,0.7745,elsewhere,9,restrictive,19
640.1405,0.40374,0.76307,elsewhere,9,restrictive,19
640.14709,0.40382,0.76331,elsewhere,9,restrictive,19
640.15381,0.41359,0.79055,elsewhere,9,restrictive,19
640.16046,0.41823,0.79118,elsewhere,9,restrictive,19
640.16724,0.41781,0.78972,elsewhere,9,restrictive,19
640.17395,0.41488,0.73375,elsewhere,9,restrictive,19
640.1803,0.39281,0.73071,elsewhere,9,restrictive,19
640.18726,0.39229,0.72919,elsewhere,9,restrictive,19
640.19397,0.40002,0.7671,elsewhere,9,restrictive,19
640.20068,0.39282,0.75622,elsewhere,9,restrictive,19
640.20746,0.39387,0.75921,elsewhere,9,restrictive,19
647.52863,0.7981,0.45464,elsewhere,10,restrictive,19
647.5354,0.79348,0.45896,elsewhere,10,restrictive,19
647.54205,0.79425,0.45627,elsewhere,10,restrictive,19
647.54871,0.78975,0.4451,elsewhere,10,restrictive,19
647.55542,0.7906,0.43318,elsewhere,10,restrictive,19
647.56189,0.79334,0.42306,elsewhere,10,restrictive,19
647.56885,0.81388,0.44481,elsewhere,10,restrictive,19
647.57556,0.8145,0.43681,elsewhere,10,restrictive,19
647.58228,0.8145,0.43681,elsewhere,10,restrictive,19
647.58893,0.80125,0.4046,elsewhere,10,restrictive,19
647.59558,0.80723,0.41433,elsewhere,10,restrictive,19
647.60229,0.80887,0.40853,elsewhere,10,restrictive,19
647.60907,0.83714,0.43238,elsewhere,10,restrictive,19
647.61566,0.82776,0.386,elsewhere,10,restrictive,19
647.62238,0.82948,0.38013,elsewhere,10,restrictive,19
647.62897,0.81619,0.40372,elsewhere,10,restrictive,19
647.63562,0.81608,0.41459,elsewhere,10,restrictive,19
647.64258,0.81443,0.42021,elsewhere,10,restrictive,19
647.64923,0.80432,0.40395,elsewhere,10,restrictive,19
647.65588,0.81142,0.40534,elsewhere,10,restrictive,19
647.6626,0.80976,0.41117,elsewhere,10,restrictive,19
647.66925,0.79331,0.40769,elsewhere,10,restrictive,19
647.67609,0.79763,0.41238,elsewhere,10,restrictive,19
647.68274,0.79549,0.42025,elsewhere,10,restrictive,19
647.68939,0.79628,0.43948,elsewhere,10,restrictive,19
647.69598,0.79235,0.43001,elsewhere,10,restrictive,19
647.70276,0.79094,0.43515,elsewhere,10,restrictive,19
647.70953,0.80317,0.46173,elsewhere,10,restrictive,19
647.71619,0.78668,0.43377,elsewhere,10,restrictive,19
647.72284,0.78885,0.42588,elsewhere,10,restrictive,19
647.72955,0.80125,0.41732,elsewhere,10,restrictive,19
647.73627,0.81121,0.42626,elsewhere,10,restrictive,19
647.74292,0.81268,0.42126,elsewhere,10,restrictive,19
647.74957,0.80852,0.41102,elsewhere,10,restrictive,19
647.75641,0.81885,0.42396,elsewhere,10,restrictive,19
647.76306,0.81974,0.42099,elsewhere,10,restrictive,19
647.76978,0.81722,0.40318,elsewhere,10,restrictive,19
647.77655,0.80371,0.38421,elsewhere,10,restrictive,19
647.78308,0.80524,0.37843,elsewhere,10,restrictive,19
647.78992,0.80117,0.37909,elsewhere,10,restrictive,19
647.79663,0.81811,0.35035,elsewhere,10,restrictive,19
647.8031,0.81732,0.35346,elsewhere,10,restrictive,19
647.80994,0.80361,0.36714,elsewhere,10,restrictive,19
647.81592,0.8001,0.39614,elsewhere,10,restrictive,19
647.82312,0.79858,0.40188,elsewhere,10,restrictive,19
647.83014,0.81297,0.41332,elsewhere,10,restrictive,19
647.83643,0.79899,0.3968,elsewhere,10,restrictive,19
656.04865,0.49787,0.06587,elsewhere,11,restrictive,19
656.05511,0.49509,0.04311,elsewhere,11,restrictive,19
656.06232,0.49446,0.03089,elsewhere,11,restrictive,19
656.06897,0.49391,0.05728,elsewhere,11,restrictive,19
656.07513,0.48951,0.06296,elsewhere,11,restrictive,19
656.08197,0.48981,0.06732,elsewhere,11,restrictive,19
656.08875,0.49543,0.06717,elsewhere,11,restrictive,19
656.0957,0.4906,0.05191,elsewhere,11,restrictive,19
656.10193,0.49021,0.04342,elsewhere,11,restrictive,19
656.10858,0.47901,0.03206,elsewhere,11,restrictive,19
656.11566,0.49951,0.03305,elsewhere,11,restrictive,19
656.12213,0.49981,0.04081,elsewhere,11,restrictive,19
656.12915,0.48749,0.03911,elsewhere,11,restrictive,19
656.13562,0.47454,0.04952,elsewhere,11,restrictive,19
656.14233,0.47424,0.04498,elsewhere,11,restrictive,19
656.14917,0.47651,0.05266,elsewhere,11,restrictive,19
656.15594,0.47963,0.04954,elsewhere,11,restrictive,19
656.16266,0.48022,0.06162,elsewhere,11,restrictive,19
656.16925,0.47958,0.08817,subject,11,restrictive,19
656.17615,0.4863,0.12333,subject,11,restrictive,19
656.18268,0.48739,0.14327,subject,11,restrictive,19
656.18945,0.49236,0.11449,subject,11,restrictive,19
656.19611,0.49342,0.0976,subject,11,restrictive,19
656.20276,0.49294,0.08569,subject,11,restrictive,19
656.20966,0.49026,0.09166,subject,11,restrictive,19
656.21606,0.48521,0.08713,subject,11,restrictive,19
656.2229,0.4844,0.07097,elsewhere,11,restrictive,19
656.22974,0.48769,0.06301,elsewhere,11,restrictive,19
656.23639,0.49788,0.0617,elsewhere,11,restrictive,19
656.24304,0.49757,0.05409,elsewhere,11,restrictive,19
656.24951,0.49244,0.04221,elsewhere,11,restrictive,19
656.25604,0.47671,0.04773,elsewhere,11,restrictive,19
656.2627,0.47691,0.05197,elsewhere,11,restrictive,19
656.26959,0.47674,0.04751,elsewhere,11,restrictive,19
656.27661,0.4737,0.07249,elsewhere,11,restrictive,19
656.28333,0.47369,0.07228,elsewhere,11,restrictive,19
656.28955,0.48259,0.06935,elsewhere,11,restrictive,19
656.29639,0.48676,0.05414,elsewhere,11,restrictive,19
656.30347,0.48727,0.06559,elsewhere,11,restrictive,19
656.30975,0.48532,0.08442,subject,11,restrictive,19
656.31683,0.48078,0.10067,subject,11,restrictive,19
663.71161,0.47094,0.04278,elsewhere,12,restrictive,19
663.71844,0.47188,0.05928,elsewhere,12,restrictive,19
663.72504,0.49319,0.06809,elsewhere,12,restrictive,19
663.73175,0.48902,0.10627,subject,12,restrictive,19
663.73853,0.48902,0.10627,subject,12,restrictive,19
663.74524,0.48177,0.10396,subject,12,restrictive,19
663.75183,0.48003,0.08129,subject,12,restrictive,19
663.75842,0.47961,0.07356,elsewhere,12,restrictive,19
663.76514,0.48286,0.05338,elsewhere,12,restrictive,19
663.77197,0.47852,0.05694,elsewhere,12,restrictive,19
663.77869,0.47852,0.05694,elsewhere,12,restrictive,19
663.78522,0.47293,0.06782,elsewhere,12,restrictive,19
663.79193,0.47019,0.06276,elsewhere,12,restrictive,19
663.79871,0.47043,0.06632,elsewhere,12,restrictive,19
663.80542,0.48588,0.08285,subject,12,restrictive,19
663.81219,0.48752,0.08334,subject,12,restrictive,19
663.81885,0.48725,0.07918,subject,12,restrictive,19
663.82544,0.49718,0.05234,elsewhere,12,restrictive,19
663.83203,0.48408,0.06827,elsewhere,12,restrictive,19
663.83881,0.48412,0.06902,elsewhere,12,restrictive,19
663.84564,0.48984,0.04833,elsewhere,12,restrictive,19
663.85229,0.49355,0.05724,elsewhere,12,restrictive,19
663.85889,0.49355,0.05724,elsewhere,12,restrictive,19
663.86566,0.49395,0.05749,elsewhere,12,restrictive,19
663.87238,0.50018,0.04833,elsewhere,12,restrictive,19
663.87921,0.50018,0.04833,elsewhere,12,restrictive,19
663.8858,0.49142,0.0486,elsewhere,12,restrictive,19
663.89233,0.48747,0.05271,elsewhere,12,restrictive,19
663.89911,0.48783,0.06059,elsewhere,12,restrictive,19
663.90515,0.49833,0.06956,elsewhere,12,restrictive,19
663.91241,0.50212,0.07838,subject,12,restrictive,19
663.91931,0.50242,0.08623,subject,12,restrictive,19
663.92609,0.49515,0.08668,subject,12,restrictive,19
663.93225,0.4941,0.07346,elsewhere,12,restrictive,19
663.93896,0.49421,0.07722,subject,12,restrictive,19
663.9458,0.4956,0.0954,subject,12,restrictive,19
663.95233,0.49384,0.10285,subject,12,restrictive,19
663.95953,0.49418,0.11054,subject,12,restrictive,19
663.96619,0.4889,0.12431,subject,12,restrictive,19
663.97296,0.49332,0.11521,subject,12,restrictive,19
663.97961,0.49332,0.11521,subject,12,restrictive,19
663.98633,0.49826,0.12649,subject,12,restrictive,19
663.99298,0.48884,0.11458,subject,12,restrictive,19
663.99976,0.48871,0.11081,subject,12,restrictive,19
664.00641,0.49437,0.1116,subject,12,restrictive,19
664.01312,0.49083,0.10561,subject,12,restrictive,19
664.01978,0.49011,0.0902,subject,12,restrictive,19
672.02429,0.47898,0.08036,subject,13,non-restrictive,19
672.03101,0.485,0.07088,elsewhere,13,non-restrictive,19
672.03754,0.4842,0.05447,elsewhere,13,non-restrictive,19
672.04425,0.48211,0.02845,elsewhere,13,non-restrictive,19
672.05096,0.48879,0.04056,elsewhere,13,non-restrictive,19
672.05786,0.48844,0.03279,elsewhere,13,non-restrictive,19
672.06451,0.49378,0.02017,elsewhere,13,non-restrictive,19
672.07098,0.48557,0.01607,elsewhere,13,non-restrictive,19
672.07764,0.48557,0.01607,elsewhere,13,non-restrictive,19
672.08423,0.49638,0.01077,elsewhere,13,non-restrictive,19
672.09113,0.49026,0.01137,elsewhere,13,non-restrictive,19
672.0979,0.49026,0.01137,elsewhere,13,non-restrictive,19
672.10443,0.49271,0.01877,elsewhere,13,non-restrictive,19
672.11127,0.49644,0.02513,elsewhere,13,non-restrictive,19
672.11798,0.49675,0.03296,elsewhere,13,non-restrictive,19
672.12463,0.49346,0.0173,elsewhere,13,non-restrictive,19
672.13135,0.49436,0.03657,elsewhere,13,non-restrictive,19
672.138,0.49469,0.04448,elsewhere,13,non-restrictive,19
672.14471,0.48297,0.0439,elsewhere,13,non-restrictive,19
672.15118,0.47741,0.02058,elsewhere,13,non-restrictive,19
672.1582,0.47759,0.02492,elsewhere,13,non-restrictive,19
672.16479,0.47946,0.04355,elsewhere,13,non-restrictive,19
672.17151,0.49235,0.05905,elsewhere,13,non-restrictive,19
672.17792,0.49238,0.05983,elsewhere,13,non-restrictive,19
672.18445,0.49672,0.06382,elsewhere,13,non-restrictive,19
672.19147,0.51138,0.04889,elsewhere,13,non-restrictive,19
672.1983,0.51118,0.04479,elsewhere,13,non-restrictive,19
672.20502,0.50149,0.05564,elsewhere,13,non-restrictive,19
672.21161,0.50671,0.0666,elsewhere,13,non-restrictive,19
672.21826,0.50662,0.06164,elsewhere,13,non-restrictive,19
672.22516,0.49929,0.04338,elsewhere,13,non-restrictive,19
672.23181,0.48945,0.05365,elsewhere,13,non-restrictive,19
672.23865,0.48881,0.04105,elsewhere,13,non-restrictive,19
672.24524,0.48711,0.02574,elsewhere,13,non-restrictive,19
672.25189,0.49103,0.04607,elsewhere,13,non-restrictive,19
672.25861,0.49198,0.06652,elsewhere,13,non-restrictive,19
672.26538,0.48319,0.07138,elsewhere,13,non-restrictive,19
672.27222,0.48912,0.07754,subject,13,non-restrictive,19
672.27881,0.48937,0.0823,subject,13,non-restrictive,19
672.28528,0.47508,0.07148,elsewhere,13,non-restrictive,19
680.33002,0.51013,0.14307,elsewhere,14,restrictive,19
680.33673,0.51038,0.15012,elsewhere,14,restrictive,19
680.34314,0.50508,0.15181,elsewhere,14,restrictive,19
680.35016,0.48386,0.17037,subject,14,restrictive,19
680.35681,0.4847,0.18555,subject,14,restrictive,19
680.36353,0.49383,0.1685,subject,14,restrictive,19
680.37006,0.49957,0.17449,subject,14,restrictive,19
680.37689,0.49943,0.17045,subject,14,restrictive,19
680.3833,0.48325,0.1544,subject,14,restrictive,19
680.39008,0.49617,0.15192,subject,14,restrictive,19
680.39691,0.49564,0.14074,subject,14,restrictive,19
680.40369,0.49139,0.14634,subject,14,restrictive,19
680.41016,0.49333,0.14187,subject,14,restrictive,19
680.41669,0.4935,0.14608,subject,14,restrictive,19
680.42346,0.49544,0.15204,subject,14,restrictive,19
680.43024,0.49685,0.15225,subject,14,restrictive,19
680.43719,0.49708,0.15581,subject,14,restrictive,19
680.4436,0.50635,0.17585,elsewhere,14,restrictive,19
680.45056,0.50926,0.16011,elsewhere,14,restrictive,19
680.45728,0.50908,0.15666,elsewhere,14,restrictive,19
680.46399,0.50699,0.16027,elsewhere,14,restrictive,19
680.47064,0.51044,0.16246,elsewhere,14,restrictive,19
680.47723,0.51053,0.16201,elsewhere,14,restrictive,19
680.48389,0.51945,0.15409,elsewhere,14,restrictive,19
680.49078,0.5074,0.12223,elsewhere,14,restrictive,19
680.4975,0.50712,0.11438,elsewhere,14,restrictive,19
680.50433,0.50619,0.12395,elsewhere,14,restrictive,19
680.51099,0.50286,0.1346,subject,14,restrictive,19
680.51758,0.50328,0.14581,subject,14,restrictive,19
680.52429,0.49421,0.16404,subject,14,restrictive,19
680.53101,0.4973,0.15988,subject,14,restrictive,19
680.53766,0.49765,0.16782,subject,14,restrictive,19
680.54437,0.49863,0.19127,subject,14,restrictive,19
680.55109,0.50721,0.17817,elsewhere,14,restrictive,19
680.5578,0.50706,0.17426,elsewhere,14,restrictive,19
680.56451,0.5047,0.17994,elsewhere,14,restrictive,19
680.57111,0.50523,0.16932,elsewhere,14,restrictive,19
687.97278,0.48379,0.17047,subject,15,non-restrictive,19
687.97943,0.48742,0.17326,subject,15,non-restrictive,19
687.98621,0.49954,0.17487,subject,15,non-restrictive,19
687.99292,0.49971,0.17869,subject,15,non-restrictive,19
687.99957,0.48931,0.16467,subject,15,non-restrictive,19
688.00629,0.4894,0.16963,subject,15,non-restrictive,19
688.01282,0.48903,0.16247,subject,15,non-restrictive,19
688.01947,0.4824,0.16241,subject,15,non-restrictive,19
688.02594,0.49182,0.15949,subject,15,non-restrictive,19
688.03241,0.49182,0.15949,subject,15,non-restrictive,19
688.03979,0.51461,0.17449,elsewhere,15,non-restrictive,19
688.04651,0.50167,0.18061,subject,15,non-restrictive,19
688.05267,0.50111,0.16885,subject,15,non-restrictive,19
