bin_start_ms,aoi,prop_fixating,trial,condition,target_pos,subject_nr
200.0,pos1,0.0,0,restrictive,2,2
200.0,pos2,0.0,0,restrictive,2,2
200.0,pos3,1.0,0,restrictive,2,2
200.0,pos4,0.0,0,restrictive,2,2
200.0,subject,0.0,0,restrictive,2,2
0.0,pos1,0.0,1,non-restrictive,1,2
0.0,pos2,0.0,1,non-restrictive,1,2
0.0,pos3,0.0,1,non-restrictive,1,2
0.0,pos4,0.0,1,non-restrictive,1,2
0.0,subject,0.0,1,non-restrictive,1,2
50.0,pos1,0.0,1,non-restrictive,1,2
50.0,pos2,0.0,1,non-restrictive,1,2
50.0,pos3,0.0,1,non-restrictive,1,2
50.0,pos4,0.0,1,non-restrictive,1,2
50.0,subject,0.0,1,non-restrictive,1,2
100.0,pos1,0.0,1,non-restrictive,1,2
100.0,pos2,0.0,1,non-restrictive,1,2
100.0,pos3,0.0,1,non-restrictive,1,2
100.0,pos4,0.0,1,non-restrictive,1,2
100.0,subject,0.0,1,non-restrictive,1,2
150.0,pos1,0.0,1,non-restrictive,1,2
150.0,pos2,0.0,1,non-restrictive,1,2
150.0,pos3,0.0,1,non-restrictive,1,2
150.0,pos4,0.0,1,non-restrictive,1,2
150.0,subject,0.0,1,non-restrictive,1,2
200.0,pos1,0.0,1,non-restrictive,1,2
200.0,pos2,0.0,1,non-restrictive,1,2
200.0,pos3,0.0,1,non-restrictive,1,2
200.0,pos4,0.0,1,non-restrictive,1,2
200.0,subject,0.0,1,non-restrictive,1,2
250.0,pos1,0.0,1,non-restrictive,1,2
250.0,pos2,0.0,1,non-restrictive,1,2
250.0,pos3,0.0,1,non-restrictive,1,2
250.0,pos4,0.0,1,non-restrictive,1,2
250.0,subject,0.0,1,non-restrictive,1,2
0.0,pos1,0.0,2,non-restrictive,1,2
0.0,pos2,0.0,2,non-restrictive,1,2
0.0,pos3,1.0,2,non-restrictive,1,2
0.0,pos4,0.0,2,non-restrictive,1,2
0.0,subject,0.0,2,non-restrictive,1,2
50.0,pos1,0.0,2,non-restrictive,1,2
50.0,pos2,0.0,2,non-restrictive,1,2
50.0,pos3,0.3718,2,non-restrictive,1,2
50.0,pos4,0.0,2,non-restrictive,1,2
50.0,subject,0.4914,2,non-restrictive,1,2
100.0,pos1,0.0,2,non-restrictive,1,2
100.0,pos2,0.0,2,non-restrictive,1,2
100.0,pos3,0.0,2,non-restrictive,1,2
100.0,pos4,0.0,2,non-restrictive,1,2
100.0,subject,1.0,2,non-restrictive,1,2
150.0,pos1,0.0,2,non-restrictive,1,2
150.0,pos2,0.0,2,non-restrictive,1,2
150.0,pos3,0.0,2,non-restrictive,1,2
150.0,pos4,0.0,2,non-restrictive,1,2
150.0,subject,0.1102,2,non-restrictive,1,2
200.0,pos1,0.0,2,non-restrictive,1,2
200.0,pos2,0.0,2,non-restrictive,1,2
200.0,pos3,0.0,2,non-restrictive,1,2
200.0,pos4,0.0,2,non-restrictive,1,2
200.0,subject,0.0,2,non-restrictive,1,2
0.0,pos1,0.0,4,non-restrictive,1,2
0.0,pos2,0.0,4,non-restrictive,1,2
0.0,pos3,0.0,4,non-restrictive,1,2
0.0,pos4,0.0,4,non-restrictive,1,2
0.0,subject,0.0,4,non-restrictive,1,2
50.0,pos1,0.0,4,non-restrictive,1,2
50.0,pos2,0.0,4,non-restrictive,1,2
50.0,pos3,0.0,4,non-restrictive,1,2
50.0,pos4,0.0,4,non-restrictive,1,2
50.0,subject,0.0,4,non-restrictive,1,2
100.0,pos1,0.0,4,non-restrictive,1,2
100.0,pos2,0.0,4,non-restrictive,1,2
100.0,pos3,0.0,4,non-restrictive,1,2
100.0,pos4,0.0,4,non-restrictive,1,2
100.0,subject,0.0,4,non-restrictive,1,2
150.0,pos1,0.0,4,non-restrictive,1,2
150.0,pos2,0.0,4,non-restrictive,1,2
150.0,pos3,0.0,4,non-restrictive,1,2
150.0,pos4,0.0,4,non-restrictive,1,2
150.0,subject,0.0,4,non-restrictive,1,2
200.0,pos1,0.0,4,non-restrictive,1,2
200.0,pos2,0.0,4,non-restrictive,1,2
200.0,pos3,0.0,4,non-restrictive,1,2
200.0,pos4,0.0,4,non-restrictive,1,2
200.0,subject,0.0,4,non-restrictive,1,2
0.0,pos1,0.0,5,non-restrictive,1,2
0.0,pos2,0.0,5,non-restrictive,1,2
0.0,pos3,0.0,5,non-restrictive,1,2
0.0,pos4,0.0,5,non-restrictive,1,2
0.0,subject,0.0,5,non-restrictive,1,2
50.0,pos1,0.0,5,non-restrictive,1,2
50.0,pos2,0.0,5,non-restrictive,1,2
50.0,pos3,0.0,5,non-restrictive,1,2
50.0,pos4,0.0,5,non-restrictive,1,2
50.0,subject,0.0,5,non-restrictive,1,2
100.0,pos1,0.0,5,non-restrictive,1,2
100.0,pos2,0.0,5,non-restrictive,1,2
100.0,pos3,0.0,5,non-restrictive,1,2
100.0,pos4,0.0,5,non-restrictive,1,2
100.0,subject,0.0,5,non-restrictive,1,2
150.0,pos1,0.0,5,non-restrictive,1,2
150.0,pos2,0.0,5,non-restrictive,1,2
150.0,pos3,0.0,5,non-restrictive,1,2
150.0,pos4,0.0,5,non-restrictive,1,2
150.0,subject,0.0,5,non-restrictive,1,2
200.0,pos1,0.0,5,non-restrictive,1,2
200.0,pos2,0.0,5,non-restrictive,1,2
200.0,pos3,0.0,5,non-restrictive,1,2
200.0,pos4,0.0,5,non-restrictive,1,2
200.0,subject,0.0,5,non-restrictive,1,2
250.0,pos1,0.0,5,non-restrictive,1,2
250.0,pos2,0.0,5,non-restrictive,1,2
250.0,pos3,0.0,5,non-restrictive,1,2
250.0,pos4,0.0,5,non-restrictive,1,2
250.0,subject,0.0,5,non-restrictive,1,2
0.0,pos1,0.0,6,restrictive,2,2
0.0,pos2,0.0,6,restrictive,2,2
0.0,pos3,0.0,6,restrictive,2,2
0.0,pos4,0.0,6,restrictive,2,2
0.0,subject,0.0,6,restrictive,2,2
50.0,pos1,0.0,6,restrictive,2,2
50.0,pos2,0.0,6,restrictive,2,2
50.0,pos3,0.0,6,restrictive,2,2
50.0,pos4,0.0,6,restrictive,2,2
50.0,subject,0.0,6,restrictive,2,2
100.0,pos1,0.0,6,restrictive,2,2
100.0,pos2,0.0,6,restrictive,2,2
100.0,pos3,0.0,6,restrictive,2,2
100.0,pos4,0.0,6,restrictive,2,2
100.0,subject,0.0,6,restrictive,2,2
150.0,pos1,0.0,6,restrictive,2,2
150.0,pos2,0.0,6,restrictive,2,2
150.0,pos3,0.0,6,restrictive,2,2
150.0,pos4,0.0,6,restrictive,2,2
150.0,subject,0.0,6,restrictive,2,2
200.0,pos1,0.0,6,restrictive,2,2
200.0,pos2,0.0,6,restrictive,2,2
200.0,pos3,0.0,6,restrictive,2,2
200.0,pos4,0.0,6,restrictive,2,2
200.0,subject,0.0,6,restrictive,2,2
250.0,pos1,0.0,6,restrictive,2,2
250.0,pos2,0.0,6,restrictive,2,2
250.0,pos3,0.0,6,restrictive,2,2
250.0,pos4,0.0,6,restrictive,2,2
250.0,subject,0.0,6,restrictive,2,2
0.0,pos1,0.0,7,restrictive,2,2
0.0,pos2,0.0,7,restrictive,2,2
0.0,pos3,0.0,7,restrictive,2,2
0.0,pos4,0.0,7,restrictive,2,2
0.0,subject,0.0,7,restrictive,2,2
50.0,pos1,0.0,7,restrictive,2,2
50.0,pos2,0.0,7,restrictive,2,2
50.0,pos3,0.0,7,restrictive,2,2
50.0,pos4,0.0,7,restrictive,2,2
50.0,subject,0.0,7,restrictive,2,2
100.0,pos1,0.0,7,restrictive,2,2
100.0,pos2,0.0,7,restrictive,2,2
100.0,pos3,0.0,7,restrictive,2,2
100.0,pos4,0.0,7,restrictive,2,2
100.0,subject,0.0,7,restrictive,2,2
150.0,pos1,0.0,7,restrictive,2,2
150.0,pos2,0.0,7,restrictive,2,2
150.0,pos3,0.0,7,restrictive,2,2
150.0,pos4,0.0,7,restrictive,2,2
150.0,subject,0.0,7,restrictive,2,2
200.0,pos1,0.0,7,restrictive,2,2
200.0,pos2,0.0,7,restrictive,2,2
200.0,pos3,0.0,7,restrictive,2,2
200.0,pos4,0.0,7,restrictive,2,2
200.0,subject,0.0,7,restrictive,2,2
250.0,pos1,0.0,7,restrictive,2,2
250.0,pos2,0.0,7,restrictive,2,2
250.0,pos3,0.0,7,restrictive,2,2
250.0,pos4,0.0,7,restrictive,2,2
250.0,subject,0.0,7,restrictive,2,2
0.0,pos1,0.0,8,restrictive,2,2
0.0,pos2,0.0,8,restrictive,2,2
0.0,pos3,0.0,8,restrictive,2,2
0.0,pos4,0.0,8,restrictive,2,2
0.0,subject,0.0,8,restrictive,2,2
50.0,pos1,0.0,8,restrictive,2,2
50.0,pos2,0.0,8,restrictive,2,2
50.0,pos3,0.0,8,restrictive,2,2
50.0,pos4,0.0,8,restrictive,2,2
50.0,subject,0.0,8,restrictive,2,2
100.0,pos1,0.0,8,restrictive,2,2
100.0,pos2,0.0,8,restrictive,2,2
100.0,pos3,0.0,8,restrictive,2,2
100.0,pos4,0.0,8,restrictive,2,2
100.0,subject,0.0,8,restrictive,2,2
150.0,pos1,0.0,8,restrictive,2,2
150.0,pos2,0.0,8,restrictive,2,2
150.0,pos3,0.0,8,restrictive,2,2
150.0,pos4,0.0,8,restrictive,2,2
150.0,subject,0.0,8,restrictive,2,2
200.0,pos1,0.0,8,restrictive,2,2
200.0,pos2,0.0,8,restrictive,2,2
200.0,pos3,0.0,8,restrictive,2,2
200.0,pos4,0.0,8,restrictive,2,2
200.0,subject,0.0,8,restrictive,2,2
250.0,pos1,0.0,8,restrictive,2,2
250.0,pos2,0.0,8,restrictive,2,2
250.0,pos3,0.0,8,restrictive,2,2
250.0,pos4,0.0,8,restrictive,2,2
250.0,subject,0.0,8,restrictive,2,2
300.0,pos1,0.0,8,restrictive,2,2
300.0,pos2,0.0,8,restrictive,2,2
300.0,pos3,0.0,8,restrictive,2,2
300.0,pos4,0.0,8,restrictive,2,2
300.0,subject,0.0,8,restrictive,2,2
0.0,pos1,0.0,9,restrictive,2,2
0.0,pos2,0.0,9,restrictive,2,2
0.0,pos3,0.0,9,restrictive,2,2
0.0,pos4,0.0,9,restrictive,2,2
0.0,subject,0.0,9,restrictive,2,2
50.0,pos1,0.0,9,restrictive,2,2
50.0,pos2,0.0,9,restrictive,2,2
50.0,pos3,0.0,9,restrictive,2,2
50.0,pos4,0.0,9,restrictive,2,2
50.0,subject,0.6582,9,restrictive,2,2
100.0,pos1,0.0,9,restrictive,2,2
100.0,pos2,0.0,9,restrictive,2,2
100.0,pos3,0.0,9,restrictive,2,2
100.0,pos4,0.0,9,restrictive,2,2
100.0,subject,1.0,9,restrictive,2,2
150.0,pos1,0.0,9,restrictive,2,2
150.0,pos2,0.0,9,restrictive,2,2
150.0,pos3,0.0,9,restrictive,2,2
150.0,pos4,0.0,9,restrictive,2,2
150.0,subject,1.0,9,restrictive,2,2
200.0,pos1,0.0,9,restrictive,2,2
200.0,pos2,0.0,9,restrictive,2,2
200.0,pos3,0.0,9,restrictive,2,2
200.0,pos4,0.0,9,restrictive,2,2
200.0,subject,1.0,9,restrictive,2,2
0.0,pos1,0.0,10,non-restrictive,3,2
0.0,pos2,0.0,10,non-restrictive,3,2
0.0,pos3,0.0,10,non-restrictive,3,2
0.0,pos4,0.0,10,non-restrictive,3,2
0.0,subject,0.0,10,non-restrictive,3,2
50.0,pos1,0.0,10,non-restrictive,3,2
50.0,pos2,0.0,10,non-restrictive,3,2
50.0,pos3,0.0,10,non-restrictive,3,2
50.0,pos4,0.0,10,non-restrictive,3,2
50.0,subject,0.0,10,non-restrictive,3,2
100.0,pos1,0.0,10,non-restrictive,3,2
100.0,pos2,0.0,10,non-restrictive,3,2
100.0,pos3,0.0,10,non-restrictive,3,2
100.0,pos4,0.0,10,non-restrictive,3,2
100.0,subject,0.0,10,non-restrictive,3,2
150.0,pos1,0.0,10,non-restrictive,3,2
150.0,pos2,0.0,10,non-restrictive,3,2
150.0,pos3,0.0,10,non-restrictive,3,2
150.0,pos4,0.0,10,non-restrictive,3,2
150.0,subject,0.0,10,non-restrictive,3,2
200.0,pos1,0.0,10,non-restrictive,3,2
200.0,pos2,0.0,10,non-restrictive,3,2
200.0,pos3,0.0,10,non-restrictive,3,2
200.0,pos4,0.0,10,non-restrictive,3,2
200.0,subject,0.0,10,non-restrictive,3,2
250.0,pos1,0.0,10,non-restrictive,3,2
250.0,pos2,0.0,10,non-restrictive,3,2
250.0,pos3,0.0,10,non-restrictive,3,2
250.0,pos4,0.0,10,non-restrictive,3,2
250.0,subject,0.0,10,non-restrictive,3,2
300.0,pos1,0.0,10,non-restrictive,3,2
300.0,pos2,0.0,10,non-restrictive,3,2
300.0,pos3,0.0,10,non-restrictive,3,2
300.0,pos4,0.0,10,non-restrictive,3,2
300.0,subject,0.0,10,non-restrictive,3,2
350.0,pos1,0.0,10,non-restrictive,3,2
350.0,pos2,0.0,10,non-restrictive,3,2
350.0,pos3,0.0,10,non-restrictive,3,2
350.0,pos4,0.0,10,non-restrictive,3,2
350.0,subject,0.0,10,non-restrictive,3,2
0.0,pos1,0.0,11,restrictive,2,2
0.0,pos2,0.0,11,restrictive,2,2
0.0,pos3,0.0,11,restrictive,2,2
0.0,pos4,0.0,11,restrictive,2,2
0.0,subject,0.0,11,restrictive,2,2
50.0,pos1,0.0,11,restrictive,2,2
50.0,pos2,0.0,11,restrictive,2,2
50.0,pos3,0.0,11,restrictive,2,2
50.0,pos4,0.0,11,restrictive,2,2
50.0,subject,0.0,11,restrictive,2,2
100.0,pos1,0.0,11,restrictive,2,2
100.0,pos2,0.0,11,restrictive,2,2
100.0,pos3,0.0,11,restrictive,2,2
100.0,pos4,0.0,11,restrictive,2,2
100.0,subject,0.0,11,restrictive,2,2
150.0,pos1,0.0,11,restrictive,2,2
150.0,pos2,0.0,11,restrictive,2,2
150.0,pos3,0.0,11,restrictive,2,2
150.0,pos4,0.0,11,restrictive,2,2
150.0,subject,0.0,11,restrictive,2,2
200.0,pos1,0.0,11,restrictive,2,2
200.0,pos2,0.0,11,restrictive,2,2
200.0,pos3,0.0,11,restrictive,2,2
200.0,pos4,0.0,11,restrictive,2,2
200.0,subject,0.0,11,restrictive,2,2
250.0,pos1,0.0,11,restrictive,2,2
250.0,pos2,0.0,11,restrictive,2,2
250.0,pos3,0.0,11,restrictive,2,2
250.0,pos4,0.0,11,restrictive,2,2
250.0,subject,0.0,11,restrictive,2,2
0.0,pos1,0.0,12,restrictive,4,2
0.0,pos2,0.0,12,restrictive,4,2
0.0,pos3,0.0,12,restrictive,4,2
0.0,pos4,0.0,12,restrictive,4,2
0.0,subject,0.0,12,restrictive,4,2
50.0,pos1,0.0,12,restrictive,4,2
50.0,pos2,0.0,12,restrictive,4,2
50.0,pos3,0.0,12,restrictive,4,2
50.0,pos4,0.0,12,restrictive,4,2
50.0,subject,0.0,12,restrictive,4,2
100.0,pos1,0.0,12,restrictive,4,2
100.0,pos2,0.0,12,restrictive,4,2
100.0,pos3,0.0,12,restrictive,4,2
100.0,pos4,0.0,12,restrictive,4,2
100.0,subject,0.0,12,restrictive,4,2
150.0,pos1,0.0,12,restrictive,4,2
150.0,pos2,0.0,12,restrictive,4,2
150.0,pos3,0.0,12,restrictive,4,2
150.0,pos4,0.0,12,restrictive,4,2
150.0,subject,0.0,12,restrictive,4,2
200.0,pos1,0.0,12,restrictive,4,2
200.0,pos2,0.0,12,restrictive,4,2
200.0,pos3,0.0,12,restrictive,4,2
200.0,pos4,0.0,12,restrictive,4,2
200.0,subject,0.0,12,restrictive,4,2
250.0,pos1,0.0,12,restrictive,4,2
250.0,pos2,0.0,12,restrictive,4,2
250.0,pos3,0.0,12,restrictive,4,2
250.0,pos4,0.0,12,restrictive,4,2
250.0,subject,0.0,12,restrictive,4,2
300.0,pos1,0.0,12,restrictive,4,2
300.0,pos2,0.0,12,restrictive,4,2
300.0,pos3,0.0,12,restrictive,4,2
300.0,pos4,0.0,12,restrictive,4,2
300.0,subject,0.0,12,restrictive,4,2
350.0,pos1,0.0,12,restrictive,4,2
350.0,pos2,0.0,12,restrictive,4,2
350.0,pos3,0.0,12,restrictive,4,2
350.0,pos4,0.0,12,restrictive,4,2
350.0,subject,0.0,12,restrictive,4,2
400.0,pos1,0.0,12,restrictive,4,2
400.0,pos2,0.0,12,restrictive,4,2
400.0,pos3,0.0,12,restrictive,4,2
400.0,pos4,0.0,12,restrictive,4,2
400.0,subject,0.0,12,restrictive,4,2
450.0,pos1,0.0,12,restrictive,4,2
450.0,pos2,0.0,12,restrictive,4,2
450.0,pos3,0.0,12,restrictive,4,2
450.0,pos4,0.0,12,restrictive,4,2
450.0,subject,0.0,12,restrictive,4,2
500.0,pos1,0.0,12,restrictive,4,2
500.0,pos2,0.0,12,restrictive,4,2
500.0,pos3,0.0,12,restrictive,4,2
500.0,pos4,0.0,12,restrictive,4,2
500.0,subject,0.0,12,restrictive,4,2
550.0,pos1,0.0,12,restrictive,4,2
550.0,pos2,0.0,12,restrictive,4,2
550.0,pos3,0.0,12,restrictive,4,2
550.0,pos4,0.0,12,restrictive,4,2
550.0,subject,0.0,12,restrictive,4,2
0.0,pos1,0.0,13,restrictive,2,2
0.0,pos2,0.0,13,restrictive,2,2
0.0,pos3,0.0,13,restrictive,2,2
0.0,pos4,0.0,13,restrictive,2,2
0.0,subject,0.0,13,restrictive,2,2
50.0,pos1,0.0,13,restrictive,2,2
50.0,pos2,0.0,13,restrictive,2,2
50.0,pos3,0.0,13,restrictive,2,2
50.0,pos4,0.0,13,restrictive,2,2
50.0,subject,0.0,13,restrictive,2,2
100.0,pos1,0.0,13,restrictive,2,2
100.0,pos2,0.0,13,restrictive,2,2
100.0,pos3,0.0,13,restrictive,2,2
100.0,pos4,0.0,13,restrictive,2,2
100.0,subject,0.0,13,restrictive,2,2
150.0,pos1,0.0,13,restrictive,2,2
150.0,pos2,0.0,13,restrictive,2,2
150.0,pos3,0.0,13,restrictive,2,2
150.0,pos4,0.0,13,restrictive,2,2
150.0,subject,0.0,13,restrictive,2,2
200.0,pos1,0.0,13,restrictive,2,2
200.0,pos2,0.0,13,restrictive,2,2
200.0,pos3,0.0,13,restrictive,2,2
200.0,pos4,0.0,13,restrictive,2,2
200.0,subject,0.0,13,restrictive,2,2
0.0,pos1,0.0,14,restrictive,4,2
0.0,pos2,0.0,14,restrictive,4,2
0.0,pos3,0.0,14,restrictive,4,2
0.0,pos4,0.0,14,restrictive,4,2
0.0,subject,0.0,14,restrictive,4,2
50.0,pos1,0.0,14,restrictive,4,2
50.0,pos2,0.0,14,restrictive,4,2
50.0,pos3,0.0,14,restrictive,4,2
50.0,pos4,0.0,14,restrictive,4,2
50.0,subject,0.0,14,restrictive,4,2
100.0,pos1,0.0,14,restrictive,4,2
100.0,pos2,0.0,14,restrictive,4,2
100.0,pos3,0.0,14,restrictive,4,2
100.0,pos4,0.0,14,restrictive,4,2
100.0,subject,0.0,14,restrictive,4,2
150.0,pos1,0.0,14,restrictive,4,2
150.0,pos2,0.0,14,restrictive,4,2
150.0,pos3,0.0,14,restrictive,4,2
150.0,pos4,0.0,14,restrictive,4,2
150.0,subject,0.0,14,restrictive,4,2
200.0,pos1,0.0,14,restrictive,4,2
200.0,pos2,0.0,14,restrictive,4,2
200.0,pos3,0.0,14,restrictive,4,2
200.0,pos4,0.0,14,restrictive,4,2
200.0,subject,0.0,14,restrictive,4,2
250.0,pos1,0.0,14,restrictive,4,2
250.0,pos2,0.0,14,restrictive,4,2
250.0,pos3,0.0,14,restrictive,4,2
250.0,pos4,0.0,14,restrictive,4,2
250.0,subject,0.0,14,restrictive,4,2
0.0,pos1,0.0,15,non-restrictive,3,2
0.0,pos2,0.0,15,non-restrictive,3,2
0.0,pos3,0.0,15,non-restrictive,3,2
0.0,pos4,0.0,15,non-restrictive,3,2
0.0,subject,0.0,15,non-restrictive,3,2
50.0,pos1,0.0,15,non-restrictive,3,2
50.0,pos2,0.0,15,non-restrictive,3,2
50.0,pos3,0.0,15,non-restrictive,3,2
50.0,pos4,0.0,15,non-restrictive,3,2
50.0,subject,0.0,15,non-restrictive,3,2
100.0,pos1,0.0,15,non-restrictive,3,2
100.0,pos2,0.0,15,non-restrictive,3,2
100.0,pos3,0.0,15,non-restrictive,3,2
100.0,pos4,0.0,15,non-restrictive,3,2
100.0,subject,0.0,15,non-restrictive,3,2
150.0,pos1,0.0,15,non-restrictive,3,2
150.0,pos2,0.0,15,non-restrictive,3,2
150.0,pos3,0.0,15,non-restrictive,3,2
150.0,pos4,0.0,15,non-restrictive,3,2
150.0,subject,0.0,15,non-restrictive,3,2
200.0,pos1,0.0,15,non-restrictive,3,2
200.0,pos2,0.0,15,non-restrictive,3,2
200.0,pos3,0.0,15,non-restrictive,3,2
200.0,pos4,0.0,15,non-restrictive,3,2
200.0,subject,0.0,15,non-restrictive,3,2
250.0,pos1,0.0,15,non-restrictive,3,2
250.0,pos2,0.0,15,non-restrictive,3,2
250.0,pos3,0.0,15,non-restrictive,3,2
250.0,pos4,0.0,15,non-restrictive,3,2
250.0,subject,0.0,15,non-restrictive,3,2
0.0,pos1,0.0,16,restrictive,4,2
0.0,pos2,0.0,16,restrictive,4,2
0.0,pos3,0.0,16,restrictive,4,2
0.0,pos4,0.0,16,restrictive,4,2
0.0,subject,0.0,16,restrictive,4,2
50.0,pos1,0.0,16,restrictive,4,2
50.0,pos2,0.0,16,restrictive,4,2
50.0,pos3,0.0,16,restrictive,4,2
50.0,pos4,0.0,16,restrictive,4,2
50.0,subject,0.0,16,restrictive,4,2
100.0,pos1,0.0,16,restrictive,4,2
100.0,pos2,0.0,16,restrictive,4,2
100.0,pos3,0.0,16,restrictive,4,2
100.0,pos4,0.0,16,restrictive,4,2
100.0,subject,0.0,16,restrictive,4,2
150.0,pos1,0.0,16,restrictive,4,2
150.0,pos2,0.0,16,restrictive,4,2
150.0,pos3,0.0,16,restrictive,4,2
150.0,pos4,0.0,16,restrictive,4,2
150.0,subject,0.0,16,restrictive,4,2
200.0,pos1,0.0,16,restrictive,4,2
200.0,pos2,0.0,16,restrictive,4,2
200.0,pos3,0.0,16,restrictive,4,2
200.0,pos4,0.0,16,restrictive,4,2
200.0,subject,0.0,16,restrictive,4,2
250.0,pos1,0.0,16,restrictive,4,2
250.0,pos2,0.0,16,restrictive,4,2
250.0,pos3,0.0,16,restrictive,4,2
250.0,pos4,0.0,16,restrictive,4,2
250.0,subject,0.0,16,restrictive,4,2
300.0,pos1,0.0,16,restrictive,4,2
300.0,pos2,0.0,16,restrictive,4,2
300.0,pos3,0.0,16,restrictive,4,2
300.0,pos4,0.0,16,restrictive,4,2
300.0,subject,0.0,16,restrictive,4,2
350.0,pos1,0.0,16,restrictive,4,2
350.0,pos2,0.0,16,restrictive,4,2
350.0,pos3,0.0,16,restrictive,4,2
350.0,pos4,0.0,16,restrictive,4,2
350.0,subject,0.0,16,restrictive,4,2
0.0,pos1,0.0,17,non-restrictive,3,2
0.0,pos2,0.0,17,non-restrictive,3,2
0.0,pos3,0.0,17,non-restrictive,3,2
0.0,pos4,0.0,17,non-restrictive,3,2
0.0,subject,0.0,17,non-restrictive,3,2
50.0,pos1,0.0,17,non-restrictive,3,2
50.0,pos2,0.0,17,non-restrictive,3,2
50.0,pos3,0.0,17,non-restrictive,3,2
50.0,pos4,0.0,17,non-restrictive,3,2
50.0,subject,0.0,17,non-restrictive,3,2
100.0,pos1,0.0,17,non-restrictive,3,2
100.0,pos2,0.0,17,non-restrictive,3,2
100.0,pos3,0.0,17,non-restrictive,3,2
100.0,pos4,0.0,17,non-restrictive,3,2
100.0,subject,0.0,17,non-restrictive,3,2
150.0,pos1,0.0,17,non-restrictive,3,2
150.0,pos2,0.0,17,non-restrictive,3,2
150.0,pos3,0.0,17,non-restrictive,3,2
150.0,pos4,0.0,17,non-restrictive,3,2
150.0,subject,0.0,17,non-restrictive,3,2
200.0,pos1,0.0,17,non-restrictive,3,2
200.0,pos2,0.0,17,non-restrictive,3,2
200.0,pos3,0.0,17,non-restrictive,3,2
200.0,pos4,0.0,17,non-restrictive,3,2
200.0,subject,0.0,17,non-restrictive,3,2
0.0,pos1,0.0,18,restrictive,4,2
0.0,pos2,0.0,18,restrictive,4,2
0.0,pos3,0.0,18,restrictive,4,2
0.0,pos4,0.0,18,restrictive,4,2
0.0,subject,0.0,18,restrictive,4,2
50.0,pos1,0.0,18,restrictive,4,2
50.0,pos2,0.0,18,restrictive,4,2
50.0,pos3,0.0,18,restrictive,4,2
50.0,pos4,0.0,18,restrictive,4,2
50.0,subject,0.0,18,restrictive,4,2
100.0,pos1,0.0,18,restrictive,4,2
100.0,pos2,0.0,18,restrictive,4,2
100.0,pos3,0.0,18,restrictive,4,2
100.0,pos4,0.0,18,restrictive,4,2
100.0,subject,0.0,18,restrictive,4,2
150.0,pos1,0.0,18,restrictive,4,2
150.0,pos2,0.0,18,restrictive,4,2
150.0,pos3,0.0,18,restrictive,4,2
150.0,pos4,0.0,18,restrictive,4,2
150.0,subject,0.0,18,restrictive,4,2
200.0,pos1,0.0,18,restrictive,4,2
200.0,pos2,0.0,18,restrictive,4,2
200.0,pos3,0.0,18,restrictive,4,2
200.0,pos4,0.0,18,restrictive,4,2
200.0,subject,0.0,18,restrictive,4,2
0.0,pos1,0.0,19,restrictive,2,2
0.0,pos2,0.0,19,restrictive,2,2
0.0,pos3,0.0,19,restrictive,2,2
0.0,pos4,0.0,19,restrictive,2,2
0.0,subject,0.0,19,restrictive,2,2
50.0,pos1,0.0,19,restrictive,2,2
50.0,pos2,0.0,19,restrictive,2,2
50.0,pos3,0.0,19,restrictive,2,2
50.0,pos4,0.0,19,restrictive,2,2
50.0,subject,0.0,19,restrictive,2,2
100.0,pos1,0.0,19,restrictive,2,2
100.0,pos2,0.0,19,restrictive,2,2
100.0,pos3,0.0,19,restrictive,2,2
100.0,pos4,0.0,19,restrictive,2,2
100.0,subject,0.0,19,restrictive,2,2
150.0,pos1,0.0,19,restrictive,2,2
150.0,pos2,0.0,19,restrictive,2,2
150.0,pos3,0.0,19,restrictive,2,2
150.0,pos4,0.0,19,restrictive,2,2
150.0,subject,0.0,19,restrictive,2,2
200.0,pos1,0.0,19,restrictive,2,2
200.0,pos2,0.0,19,restrictive,2,2
200.0,pos3,0.0,19,restrictive,2,2
200.0,pos4,0.0,19,restrictive,2,2
200.0,subject,0.0,19,restrictive,2,2
250.0,pos1,0.0,19,restrictive,2,2
250.0,pos2,0.0,19,restrictive,2,2
250.0,pos3,0.0,19,restrictive,2,2
250.0,pos4,0.0,19,restrictive,2,2
250.0,subject,0.0,19,restrictive,2,2
0.0,pos1,0.0,20,non-restrictive,1,2
0.0,pos2,0.0,20,non-restrictive,1,2
0.0,pos3,0.0,20,non-restrictive,1,2
0.0,pos4,0.0,20,non-restrictive,1,2
0.0,subject,0.0,20,non-restrictive,1,2
50.0,pos1,0.0,20,non-restrictive,1,2
50.0,pos2,0.0,20,non-restrictive,1,2
50.0,pos3,0.0,20,non-restrictive,1,2
50.0,pos4,0.0,20,non-restrictive,1,2
50.0,subject,0.0,20,non-restrictive,1,2
100.0,pos1,0.0,20,non-restrictive,1,2
100.0,pos2,0.0,20,non-restrictive,1,2
100.0,pos3,0.0,20,non-restrictive,1,2
100.0,pos4,0.0,20,non-restrictive,1,2
100.0,subject,0.0,20,non-restrictive,1,2
150.0,pos1,0.0,20,non-restrictive,1,2
150.0,pos2,0.0,20,non-restrictive,1,2
150.0,pos3,0.0,20,non-restrictive,1,2
150.0,pos4,0.0,20,non-restrictive,1,2
150.0,subject,0.0,20,non-restrictive,1,2
200.0,pos1,0.0,20,non-restrictive,1,2
200.0,pos2,0.0,20,non-restrictive,1,2
