CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
86147	580.97595	3178390033404	0.00000	0.00000	580.66772	0.22791	1774	0	0.44608	0.58548	0	0.40248	0.52790	0	0.42428	0.55669	0	0.32428	0.60708	13.03367	1.05774	0	0.55729	0.60547	11.42314	1.05774	0	-0.04120	-0.02168	0.62165	0.00369	1	0.01543	-0.02353	0.67898	0.00365	1	1.33555	0.65694	0	
86148	580.98260	3178390099928	0.00000	0.00000	580.66772	0.22791	1774	0	0.44608	0.58548	0	0.40248	0.52790	0	0.42428	0.55669	0	0.32428	0.60708	13.03367	1.05774	0	0.55729	0.60547	11.42314	1.05774	0	-0.04120	-0.02168	0.62165	0.00369	1	0.01543	-0.02353	0.67898	0.00365	1	1.33555	0.65694	0	
86149	580.98926	3178390166214	0.00000	0.00000	580.66772	0.22791	1774	0	0.44608	0.58548	0	0.40248	0.52790	0	0.42428	0.55669	0	0.32428	0.60708	13.03367	1.05774	0	0.55729	0.60547	11.42314	1.05774	0	-0.04120	-0.02168	0.62165	0.00369	1	0.01543	-0.02353	0.67898	0.00365	1	1.33555	0.65694	0	START_TRIAL
86150	580.99573	3178390231267	0.00000	0.00000	580.66772	0.22791	1774	0	0.44608	0.58548	0	0.40248	0.52790	0	0.42428	0.55669	0	0.32428	0.60708	13.03367	1.05774	0	0.55729	0.60547	11.42314	1.05774	0	-0.04120	-0.02168	0.62165	0.00369	1	0.01543	-0.02353	0.67898	0.00365	1	1.33555	0.65694	0	
86151	581.00250	3178390298692	0.00000	0.00000	580.66772	0.22791	1774	0	0.44608	0.58548	0	0.40248	0.52790	0	0.42428	0.55669	0	0.32428	0.60708	13.03367	1.05774	0	0.55729	0.60547	11.42314	1.05774	0	-0.04120	-0.02168	0.62165	0.00369	1	0.01543	-0.02353	0.67898	0.00365	1	1.33555	0.65694	0	
86152	581.00940	3178390367600	0.00000	0.00000	580.66772	0.22791	1774	0	0.44608	0.58548	0	0.40248	0.52790	0	0.42428	0.55669	0	0.32428	0.60708	13.03367	1.05774	0	0.55729	0.60547	11.42314	1.05774	0	-0.04120	-0.02168	0.62165	0.00369	1	0.01543	-0.02353	0.67898	0.00365	1	1.33555	0.65694	0	
86153	581.01538	3178390427948	0.00000	0.00000	580.66772	0.22791	1774	0	0.44608	0.58548	0	0.40248	0.52790	0	0.42428	0.55669	0	0.32428	0.60708	13.03367	1.05774	0	0.55729	0.60547	11.42314	1.05774	0	-0.04120	-0.02168	0.62165	0.00369	1	0.01543	-0.02353	0.67898	0.00365	1	1.33555	0.65694	0	
86154	581.02264	3178390500353	0.00000	0.00000	580.66772	0.22791	1774	0	0.44608	0.58548	0	0.40248	0.52790	0	0.42428	0.55669	0	0.32428	0.60708	13.03367	1.05774	0	0.55729	0.60547	11.42314	1.05774	0	-0.04120	-0.02168	0.62165	0.00369	1	0.01543	-0.02353	0.67898	0.00365	1	1.33555	0.65694	0	
86155	581.02972	3178390570893	0.00000	0.00000	580.66772	0.22791	1774	0	0.44608	0.58548	0	0.40248	0.52790	0	0.42428	0.55669	0	0.32428	0.60708	13.03367	1.05774	0	0.55729	0.60547	11.42314	1.05774	0	-0.04120	-0.02168	0.62165	0.00369	1	0.01543	-0.02353	0.67898	0.00365	1	1.33555	0.65694	0	
86156	581.03625	3178390636447	0.00000	0.00000	580.66772	0.22791	1774	0	0.44608	0.58548	0	0.40248	0.52790	0	0.42428	0.55669	0	0.32428	0.60708	13.03367	1.05774	0	0.55729	0.60547	11.42314	1.05774	0	-0.04120	-0.02168	0.62165	0.00369	1	0.01543	-0.02353	0.67898	0.00365	1	1.33555	0.65694	0	
86157	581.04321	3178390706081	0.00000	0.00000	580.66772	0.22791	1774	0	0.44608	0.58548	0	0.40248	0.52790	0	0.42428	0.55669	0	0.32428	0.60708	13.03367	1.05774	0	0.55729	0.60547	11.42314	1.05774	0	-0.04120	-0.02168	0.62165	0.00369	1	0.01543	-0.02353	0.67898	0.00365	1	1.33555	0.65694	0	
86158	581.04968	3178390770517	0.00000	0.00000	580.66772	0.22791	1774	0	0.44608	0.58548	0	0.40248	0.52790	0	0.42428	0.55669	0	0.32428	0.60708	13.03367	1.05774	0	0.55729	0.60547	11.42314	1.05774	0	-0.04120	-0.02168	0.62165	0.00369	1	0.01543	-0.02353	0.67898	0.00365	1	1.33555	0.65694	0	
86159	581.05634	3178390837011	0.00000	0.00000	580.66772	0.22791	1774	0	0.44608	0.58548	0	0.40248	0.52790	0	0.42428	0.55669	0	0.32428	0.60708	13.03367	1.05774	0	0.55729	0.60547	11.42314	1.05774	0	-0.04120	-0.02168	0.62165	0.00369	1	0.01543	-0.02353	0.67898	0.00365	1	1.33555	0.65694	0	
86160	581.06317	3178390905735	0.00000	0.00000	580.66772	0.22791	1774	0	0.44608	0.58548	0	0.40248	0.52790	0	0.42428	0.55669	0	0.32428	0.60708	13.03367	1.05774	0	0.55729	0.60547	11.42314	1.05774	0	-0.04120	-0.02168	0.62165	0.00369	1	0.01543	-0.02353	0.67898	0.00365	1	1.33555	0.65694	0	
86161	581.06970	3178390971158	0.21214	0.27835	580.66772	0.22791	1774	0	0.44608	0.58548	1	0.40248	0.52790	1	0.42428	0.55669	1	0.32579	0.60683	13.48838	1.07380	1	0.55858	0.60603	12.13389	1.07380	1	-0.04378	-0.02319	0.66346	0.00378	1	0.01544	-0.02290	0.66223	0.00383	1	1.33555	0.65694	0	
86162	581.07635	3178391037569	0.27140	0.35809	580.66772	0.22791	1774	0	0.41605	0.49877	1	0.36379	0.53638	1	0.38992	0.51757	1	0.32578	0.60685	13.48965	1.08986	1	0.55894	0.60599	12.26826	1.08986	1	-0.04378	-0.02319	0.66346	0.00372	1	0.01544	-0.02290	0.66223	0.00384	1	1.33555	0.65694	0	
86163	581.08307	3178391104598	0.39649	0.54610	580.66772	0.22791	1774	0	0.40037	0.56430	1	0.35014	0.56375	1	0.37525	0.56403	1	0.32562	0.60705	13.87202	1.10591	1	0.55883	0.60646	12.52642	1.10591	1	-0.04378	-0.02319	0.66346	0.00379	1	0.01544	-0.02290	0.66223	0.00367	1	1.33555	0.65694	0	
