CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
45014	308.61481	1077748194182	0.00000	0.00000	308.43396	0.13394	417	0	0.81711	-0.79743	0	0.59182	0.68249	0	0.59182	0.68249	0	0.47458	0.97106	29.63367	1.16527	0	0.71101	0.95294	8.28159	1.16527	0	-0.00908	-0.10130	0.68042	0.00730	1	0.05618	-0.09796	0.69697	0.00248	1	1.48398	0.81667	0	0
45015	308.62146	1077748260680	0.00000	0.00000	308.43396	0.13394	417	0	0.81711	-0.79743	0	0.59182	0.68249	0	0.59182	0.68249	0	0.47458	0.97106	29.63367	1.16527	0	0.71101	0.95294	8.28159	1.16527	0	-0.00908	-0.10130	0.68042	0.00730	1	0.05618	-0.09796	0.69697	0.00248	1	1.48398	0.81667	0	START_TRIAL
45016	308.62817	1077748327748	0.00000	0.00000	308.43396	0.13394	417	0	0.81711	-0.79743	0	0.59182	0.68249	0	0.59182	0.68249	0	0.47458	0.97106	29.63367	1.16527	0	0.71101	0.95294	8.28159	1.16527	0	-0.00908	-0.10130	0.68042	0.00730	1	0.05618	-0.09796	0.69697	0.00248	1	1.48398	0.81667	0	
45017	308.63461	1077748392111	0.00000	0.00000	308.43396	0.13394	417	0	0.81711	-0.79743	0	0.59182	0.68249	0	0.59182	0.68249	0	0.47458	0.97106	29.63367	1.16527	0	0.71101	0.95294	8.28159	1.16527	0	-0.00908	-0.10130	0.68042	0.00730	1	0.05618	-0.09796	0.69697	0.00248	1	1.48398	0.81667	0	
45018	308.64160	1077748462235	0.00000	0.00000	308.43396	0.13394	417	0	0.81711	-0.79743	0	0.59182	0.68249	0	0.59182	0.68249	0	0.47458	0.97106	29.63367	1.16527	0	0.71101	0.95294	8.28159	1.16527	0	-0.00908	-0.10130	0.68042	0.00730	1	0.05618	-0.09796	0.69697	0.00248	1	1.48398	0.81667	0	
45019	308.64813	1077748527576	0.00000	0.00000	308.43396	0.13394	417	0	0.81711	-0.79743	0	0.59182	0.68249	0	0.59182	0.68249	0	0.47458	0.97106	29.63367	1.16527	0	0.71101	0.95294	8.28159	1.16527	0	-0.00908	-0.10130	0.68042	0.00730	1	0.05618	-0.09796	0.69697	0.00248	1	1.48398	0.81667	0	
45020	308.65479	1077748594016	0.00000	0.00000	308.43396	0.13394	417	0	0.81711	-0.79743	0	0.59182	0.68249	0	0.59182	0.68249	0	0.47458	0.97106	29.63367	1.16527	0	0.71101	0.95294	8.28159	1.16527	0	-0.00908	-0.10130	0.68042	0.00730	1	0.05618	-0.09796	0.69697	0.00248	1	1.48398	0.81667	0	
45021	308.66144	1077748660465	0.00000	0.00000	308.43396	0.13394	417	0	0.81711	-0.79743	0	0.59182	0.68249	0	0.59182	0.68249	0	0.47458	0.97106	29.63367	1.16527	0	0.71101	0.95294	8.28159	1.16527	0	-0.00908	-0.10130	0.68042	0.00730	1	0.05618	-0.09796	0.69697	0.00248	1	1.48398	0.81667	0	
45022	308.66809	1077748727136	0.00000	0.00000	308.43396	0.13394	417	0	0.81711	-0.79743	0	0.59182	0.68249	0	0.59182	0.68249	0	0.47458	0.97106	29.63367	1.16527	0	0.71101	0.95294	8.28159	1.16527	0	-0.00908	-0.10130	0.68042	0.00730	1	0.05618	-0.09796	0.69697	0.00248	1	1.48398	0.81667	0	
45023	308.67490	1077748794926	0.00000	0.00000	308.43396	0.13394	417	0	0.81711	-0.79743	0	0.59182	0.68249	0	0.59182	0.68249	0	0.47458	0.97106	29.63367	1.16527	0	0.71101	0.95294	8.28159	1.16527	0	-0.00908	-0.10130	0.68042	0.00730	1	0.05618	-0.09796	0.69697	0.00248	1	1.48398	0.81667	0	
45024	308.68137	1077748859757	0.00000	0.00000	308.43396	0.13394	417	0	0.81711	-0.79743	0	0.59182	0.68249	0	0.59182	0.68249	0	0.47458	0.97106	29.63367	1.16527	0	0.71101	0.95294	8.28159	1.16527	0	-0.00908	-0.10130	0.68042	0.00730	1	0.05618	-0.09796	0.69697	0.00248	1	1.48398	0.81667	0	
45025	308.68805	1077748926700	0.00000	0.00000	308.43396	0.13394	417	0	0.81711	-0.79743	0	0.59182	0.68249	0	0.59182	0.68249	0	0.47458	0.97106	29.63367	1.16527	0	0.71101	0.95294	8.28159	1.16527	0	-0.00908	-0.10130	0.68042	0.00730	1	0.05618	-0.09796	0.69697	0.00248	1	1.48398	0.81667	0	
45026	308.69485	1077748994533	0.00000	0.00000	308.43396	0.13394	417	0	0.81711	-0.79743	0	0.59182	0.68249	0	0.59182	0.68249	0	0.47458	0.97106	29.63367	1.16527	0	0.71101	0.95294	8.28159	1.16527	0	-0.00908	-0.10130	0.68042	0.00730	1	0.05618	-0.09796	0.69697	0.00248	1	1.48398	0.81667	0	
45027	308.70160	1077749062076	0.00000	0.00000	308.43396	0.13394	417	0	0.81711	-0.79743	0	0.59182	0.68249	0	0.59182	0.68249	0	0.47458	0.97106	29.63367	1.16527	0	0.71101	0.95294	8.28159	1.16527	0	-0.00908	-0.10130	0.68042	0.00730	1	0.05618	-0.09796	0.69697	0.00248	1	1.48398	0.81667	0	
45028	308.70859	1077749131933	0.00000	0.00000	308.43396	0.13394	417	0	0.81711	-0.79743	0	0.59182	0.68249	0	0.59182	0.68249	0	0.47458	0.97106	29.63367	1.16527	0	0.71101	0.95294	8.28159	1.16527	0	-0.00908	-0.10130	0.68042	0.00730	1	0.05618	-0.09796	0.69697	0.00248	1	1.48398	0.81667	0	
45029	308.71527	1077749198777	0.00000	0.00000	308.43396	0.13394	417	0	0.81711	-0.79743	0	0.59182	0.68249	0	0.59182	0.68249	0	0.47458	0.97106	29.63367	1.16527	0	0.71101	0.95294	8.28159	1.16527	0	-0.00908	-0.10130	0.68042	0.00730	1	0.05618	-0.09796	0.69697	0.00248	1	1.48398	0.81667	0	
45030	308.72202	1077749266373	0.00000	0.00000	308.43396	0.13394	417	0	0.81711	-0.79743	0	0.59182	0.68249	0	0.59182	0.68249	0	0.47458	0.97106	29.63367	1.16527	0	0.71101	0.95294	8.28159	1.16527	0	-0.00908	-0.10130	0.68042	0.00730	1	0.05618	-0.09796	0.69697	0.00248	1	1.48398	0.81667	0	
