CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
422957	2873.33276	758706419202	0.52819	0.48697	2873.23877	0.09399	5964	1	0.57779	0.50401	1	0.51040	0.49536	1	0.54410	0.49969	1	0.20112	0.39410	13.87545	1.04921	1	0.47343	0.40615	13.83055	1.04921	1	-0.07128	0.01871	0.62059	0.00318	1	-0.00637	0.01651	0.62017	0.00302	1	-0.42760	0.63000	0	0
422958	2873.33911	758706484255	0.52918	0.48776	2873.23877	0.10034	5964	1	0.57779	0.50401	1	0.51040	0.49536	1	0.54410	0.49969	1	0.20109	0.39434	14.01442	1.04921	1	0.47343	0.40615	13.83055	1.04921	1	-0.07128	0.01871	0.62059	0.00309	1	-0.00637	0.01651	0.62017	0.00302	1	-0.42760	0.63000	0	START_TRIAL
422959	2873.34570	758706550489	0.53079	0.48915	2873.23877	0.10693	5964	1	0.58593	0.52451	1	0.52723	0.49813	1	0.55658	0.51132	1	0.20109	0.39434	14.01442	1.04921	1	0.47364	0.40612	14.28921	1.04921	1	-0.07128	0.01871	0.62059	0.00309	1	-0.00637	0.01651	0.62017	0.00304	1	-0.42760	0.63000	0	
422960	2873.35254	758706618040	0.53148	0.49055	2873.23877	0.11377	5964	1	0.57166	0.53137	1	0.51471	0.49759	1	0.54319	0.51448	1	0.20086	0.39424	13.60819	1.04921	1	0.47360	0.40627	14.34113	1.04921	1	-0.07128	0.01871	0.62059	0.00317	1	-0.00637	0.01651	0.62017	0.00297	1	-0.42760	0.63000	0	
422961	2873.35889	758706682395	0.53210	0.49181	2873.23877	0.12012	5964	1	0.57166	0.53137	1	0.51471	0.49759	1	0.54319	0.51448	1	0.20090	0.39395	13.54993	1.04921	1	0.47358	0.40630	14.11572	1.04921	1	-0.07128	0.01871	0.62059	0.00327	1	-0.00637	0.01651	0.62017	0.00293	1	-0.42760	0.63000	0	
422962	2873.36572	758706749650	0.53207	0.49247	2873.23877	0.12695	5964	1	0.54985	0.53590	1	0.51331	0.47414	1	0.53158	0.50502	1	0.20067	0.39433	14.05983	1.04921	1	0.47351	0.40613	14.17147	1.04921	1	-0.07128	0.01871	0.62059	0.00306	1	-0.00637	0.01651	0.62017	0.00305	1	-0.42760	0.63000	0	
422963	2873.37280	758706819818	0.53254	0.49307	2873.23877	0.13403	5964	1	0.56713	0.51503	1	0.51677	0.49510	1	0.54195	0.50506	1	0.20090	0.39434	13.60519	1.04921	1	0.47350	0.40617	14.03465	1.04921	1	-0.07128	0.01871	0.62059	0.00310	1	-0.00637	0.01651	0.62017	0.00299	1	-0.42760	0.63000	0	
422964	2873.37939	758706886584	0.53297	0.49355	2873.23877	0.14062	5964	1	0.56696	0.51146	1	0.51675	0.49561	1	0.54185	0.50354	1	0.20110	0.39435	14.34872	1.05546	1	0.47361	0.40626	14.38313	1.04826	1	-0.07169	0.01883	0.62452	0.00307	1	-0.00623	0.01622	0.61110	0.00297	1	-0.42760	0.63000	0	
422965	2873.38599	758706952833	0.53375	0.49433	2873.23877	0.14722	5964	1	0.57872	0.52970	1	0.52324	0.49348	1	0.55098	0.51159	1	0.20119	0.39444	14.26118	1.05451	1	0.47368	0.40619	14.25741	1.04731	1	-0.07169	0.01883	0.62452	0.00316	1	-0.00623	0.01622	0.61110	0.00303	1	-0.42760	0.63000	0	
422966	2873.39233	758707015270	0.53414	0.49513	2873.23877	0.15356	5964	1	0.56807	0.54417	1	0.51821	0.48283	1	0.54314	0.51350	1	0.20114	0.39446	14.27202	1.05356	1	0.47364	0.40612	14.28921	1.04636	1	-0.07169	0.01883	0.62452	0.00314	1	-0.00623	0.01622	0.61110	0.00304	1	-0.42760	0.63000	0	
422967	2873.39941	758707086660	0.53450	0.49589	2873.23877	0.16064	5964	1	0.56809	0.54468	1	0.51819	0.48336	1	0.54314	0.51402	1	0.20108	0.39450	14.30808	1.05261	1	0.47374	0.40628	14.21398	1.04541	1	-0.07169	0.01883	0.62452	0.00310	1	-0.00623	0.01622	0.61110	0.00320	1	-0.42760	0.63000	0	
422968	2873.40625	758707155727	0.53476	0.49634	2873.23877	0.16748	5964	1	0.56042	0.50401	1	0.52213	0.51113	1	0.54127	0.50757	1	0.20116	0.39456	14.28916	1.04541	1	0.47369	0.40651	14.21253	1.04541	1	-0.07169	0.01883	0.62452	0.00315	1	-0.00623	0.01622	0.61110	0.00307	1	-0.42760	0.63000	0	
422969	2873.41284	758707220395	0.53524	0.49645	2873.23877	0.17407	5964	1	0.57150	0.50262	1	0.52380	0.49641	1	0.54765	0.49952	1	0.20104	0.39437	14.15371	1.04541	1	0.47376	0.40638	14.18760	1.04541	1	-0.07169	0.01883	0.62452	0.00308	1	-0.00623	0.01622	0.61110	0.00324	1	-0.42760	0.63000	0	
422970	2873.41943	758707287656	0.53568	0.49656	2873.23877	0.18066	5964	1	0.57150	0.50262	1	0.52380	0.49641	1	0.54765	0.49952	1	0.20103	0.39443	14.19552	1.04541	1	0.47378	0.40679	14.37670	1.04541	1	-0.07169	0.01883	0.62452	0.00306	1	-0.00623	0.01622	0.61110	0.00302	1	-0.42760	0.63000	0	
422971	2873.42603	758707353793	0.53579	0.49763	2873.23877	0.18726	5964	1	0.54651	0.52117	1	0.53123	0.53356	1	0.53887	0.52736	1	0.20101	0.39456	14.31901	1.04541	1	0.47374	0.40667	14.13203	1.04541	1	-0.07169	0.01883	0.62452	0.00305	1	-0.00623	0.01622	0.61110	0.00303	1	-0.42760	0.63000	0	
422972	2873.43286	758707422088	0.53597	0.49850	2873.23877	0.19409	5964	1	0.55348	0.51726	1	0.52879	0.53028	1	0.54114	0.52377	1	0.20105	0.39467	14.24532	1.04541	1	0.47376	0.40675	14.24683	1.04541	1	-0.07169	0.01883	0.62452	0.00308	1	-0.00623	0.01622	0.61110	0.00303	1	-0.42760	0.63000	0	
422973	2873.43970	758707489232	0.53614	0.49931	2873.23877	0.20093	5964	1	0.55348	0.51726	1	0.52879	0.53028	1	0.54114	0.52377	1	0.20108	0.39466	14.58210	1.04541	1	0.47376	0.40675	14.24683	1.04541	1	-0.07169	0.01883	0.62452	0.00310	1	-0.00623	0.01622	0.61110	0.00303	1	-0.42760	0.63000	0	
422974	2873.44653	758707557864	0.53620	0.50044	2873.23877	0.20776	5964	1	0.55303	0.55347	1	0.52305	0.51738	1	0.53804	0.53543	1	0.20111	0.39462	14.26573	1.04541	1	0.47373	0.40660	14.18361	1.04541	1	-0.07169	0.01883	0.62452	0.00309	1	-0.00623	0.01622	0.61110	0.00312	1	-0.42760	0.63000	0	
422975	2873.45312	758707622982	0.53603	0.50129	2873.23877	0.21436	5964	1	0.54632	0.55965	1	0.51519	0.49741	1	0.53076	0.52853	1	0.20082	0.39456	13.88986	1.04541	1	0.47362	0.40623	14.24102	1.04541	1	-0.07169	0.01883	0.62452	0.00310	1	-0.00623	0.01622	0.61110	0.00292	1	-0.42760	0.63000	0	
422976	2873.45972	758707689933	0.53588	0.50209	2873.23877	0.22095	5964	1	0.54632	0.55965	1	0.51519	0.49741	1	0.53076	0.52853	1	0.20107	0.39449	14.36589	1.04541	1	0.47349	0.40636	14.20395	1.04541	1	-0.07169	0.01883	0.62452	0.00312	1	-0.00623	0.01622	0.61110	0.00298	1	-0.42760	0.63000	0	
422977	2873.46631	758707756894	0.53575	0.50216	2873.23877	0.22754	5964	1	0.54856	0.54646	1	0.51441	0.46224	1	0.53149	0.50435	1	0.20102	0.39442	13.96703	1.04541	1	0.47353	0.40593	14.30592	1.04541	1	-0.07169	0.01883	0.62452	0.00315	1	-0.00623	0.01622	0.61110	0.00311	1	-0.42760	0.63000	0	
422978	2873.47314	758707824683	0.53584	0.50260	2873.23877	0.23438	5964	1	0.56014	0.54709	1	0.51783	0.48915	1	0.53898	0.51812	1	0.20111	0.39450	14.29641	1.04541	1	0.47366	0.40617	14.62532	1.04541	1	-0.07169	0.01883	0.62452	0.00313	1	-0.00623	0.01622	0.61110	0.00307	1	-0.42760	0.63000	0	
422979	2873.47998	758707891959	0.53592	0.50292	2873.23877	0.24121	5964	1	0.55991	0.54332	1	0.51798	0.48533	1	0.53895	0.51433	1	0.20101	0.39439	13.71963	1.05236	1	0.47374	0.40600	14.40361	1.05236	1	-0.07275	0.01917	0.63416	0.00317	1	-0.00623	0.01622	0.61110	0.00309	1	-0.42760	0.63000	0	
