CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
836287	5618.54590	1795087155461	0.28986	0.47178	5618.32471	0.22119	12692	1	0.28241	0.50143	1	0.27664	0.46625	1	0.27953	0.48384	1	0.35508	0.55576	14.38308	1.00370	1	0.62468	0.56795	15.25529	1.01052	1	-0.03471	-0.01255	0.64113	0.00345	1	0.03136	-0.01501	0.64345	0.00331	1	1.29688	0.58542	0	0
836288	5618.55273	1795087222861	0.28976	0.47198	5618.32471	0.22803	12692	1	0.27780	0.50240	1	0.29499	0.45579	1	0.28639	0.47909	1	0.35483	0.55525	14.26878	1.01052	1	0.62479	0.56812	15.52583	1.01734	1	-0.03471	-0.01255	0.64113	0.00340	1	0.03136	-0.01501	0.64345	0.00319	1	1.29688	0.58542	0	START_TRIAL
836289	5618.55908	1795087289754	0.28963	0.47207	5618.32471	0.23438	12692	1	0.27609	0.49823	1	0.29426	0.45157	1	0.28518	0.47490	1	0.35492	0.55560	14.68549	1.01734	1	0.62462	0.56783	15.19643	1.02417	1	-0.03471	-0.01255	0.64113	0.00319	1	0.03141	-0.01508	0.64645	0.00332	1	1.29688	0.58542	0	
836290	5618.56592	1795087356445	0.28940	0.47232	5618.32471	0.24121	12692	1	0.27006	0.50054	1	0.29238	0.46241	1	0.28122	0.48148	1	0.35488	0.55602	14.93975	1.02417	1	0.62468	0.56817	15.49120	1.02417	1	-0.03471	-0.01255	0.64113	0.00334	1	0.03141	-0.01508	0.64645	0.00312	1	1.29688	0.58542	0	
836291	5618.57227	1795087421380	0.28908	0.47245	5618.32471	0.24756	12692	1	0.27174	0.50565	1	0.28280	0.44896	1	0.27727	0.47731	1	0.35460	0.55597	14.15377	1.02417	1	0.62432	0.56820	15.18777	1.02417	1	-0.03471	-0.01255	0.64113	0.00352	1	0.03141	-0.01508	0.64645	0.00312	1	1.29688	0.58542	0	
836292	5618.57910	1795087486318	0.28878	0.47258	5618.32471	0.25439	12692	1	0.27174	0.50565	1	0.28280	0.44896	1	0.27727	0.47731	1	0.35445	0.55606	14.39198	1.02417	1	0.62415	0.56836	15.65583	1.02417	1	-0.03471	-0.01265	0.64113	0.00357	1	0.03175	-0.01529	0.65545	0.00303	1	1.29688	0.58542	0	
836293	5618.58594	1795087555395	0.28841	0.47323	5618.32471	0.26123	12692	1	0.29033	0.48886	1	0.25771	0.50898	1	0.27402	0.49892	1	0.35453	0.55669	14.35776	1.02417	1	0.62383	0.56864	15.21660	1.02417	1	-0.03471	-0.01265	0.64113	0.00336	1	0.03175	-0.01529	0.65545	0.00322	1	1.29688	0.58542	0	
836294	5618.59229	1795087620745	0.28808	0.47406	5618.32471	0.26758	12692	1	0.29495	0.50645	1	0.25452	0.50805	1	0.27474	0.50725	1	0.35463	0.55677	14.36592	1.02417	1	0.62382	0.56863	15.21855	1.02417	1	-0.03471	-0.01265	0.64113	0.00332	1	0.03175	-0.01529	0.65545	0.00323	1	1.29688	0.58542	0	
836295	5618.59912	1795087689361	0.28776	0.47485	5618.32471	0.27441	12692	1	0.29495	0.50645	1	0.25452	0.50805	1	0.27474	0.50725	1	0.35460	0.55683	14.38819	1.02417	1	0.62392	0.56893	15.34968	1.02417	1	-0.03471	-0.01265	0.64113	0.00333	1	0.03050	-0.01478	0.62972	0.00311	1	1.29688	0.58542	0	
836296	5618.60596	1795087756251	0.28772	0.47571	5618.32471	0.28125	12692	1	0.29362	0.51454	1	0.27837	0.50870	1	0.28599	0.51162	1	0.35460	0.55677	14.20785	1.02417	1	0.62392	0.56893	15.34968	1.02417	1	-0.03471	-0.01265	0.64113	0.00333	1	0.03050	-0.01478	0.62972	0.00311	1	1.29688	0.58542	0	
