CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
54477	367.43033	179324426856	0.40397	0.44678	367.41019	0.02014	456	1	0.40374	0.46255	1	0.39464	0.47016	1	0.39919	0.46635	1	0.38345	0.54556	15.64037	1.05243	1	0.61654	0.55532	17.52215	1.04409	1	-0.03076	-0.01143	0.69880	0.00367	1	0.03081	-0.01331	0.68260	0.00384	1	0.26094	0.11111	0	
54478	367.43701	179324493679	0.40319	0.45171	367.41019	0.02682	456	1	0.40490	0.46763	1	0.39527	0.47523	1	0.40008	0.47143	1	0.38383	0.54543	15.82844	1.04409	1	0.61653	0.55501	17.82624	1.03576	1	-0.02965	-0.01088	0.67473	0.00384	1	0.03070	-0.01302	0.67798	0.00396	1	0.26094	0.11111	0	START_TRIAL
54479	367.44373	179324560752	0.40488	0.44985	367.41019	0.03354	456	1	0.40019	0.46966	1	0.42641	0.41142	1	0.41330	0.44054	1	0.38382	0.54460	15.49539	1.02725	1	0.61658	0.55457	17.77226	1.02725	1	-0.02965	-0.01088	0.67473	0.00354	1	0.03070	-0.01302	0.67798	0.00385	1	0.26094	0.11111	0	
54480	367.45016	179324625033	0.40288	0.45122	367.41019	0.03998	456	1	0.38915	0.45210	1	0.39272	0.46683	1	0.39093	0.45946	1	0.38370	0.54442	15.57552	1.01875	1	0.61671	0.55435	17.67904	1.01875	1	-0.02965	-0.01088	0.67473	0.00360	1	0.03070	-0.01302	0.67798	0.00388	1	0.26094	0.11111	0	
54481	367.45667	179324690159	0.40151	0.45293	367.41019	0.04648	456	1	0.39047	0.45753	1	0.39339	0.47217	1	0.39193	0.46485	1	0.38365	0.54410	15.60571	1.01024	1	0.61660	0.55386	17.93429	1.01024	1	-0.02965	-0.01053	0.67472	0.00375	1	0.03081	-0.01290	0.68260	0.00409	1	0.26094	0.11111	0	
54482	367.46359	179324759411	0.40136	0.45456	367.41019	0.05341	456	1	0.39296	0.46348	1	0.40734	0.47174	1	0.40015	0.46761	1	0.38335	0.54282	15.85790	1.01024	1	0.61645	0.55321	17.81639	1.01024	1	-0.02965	-0.01053	0.67472	0.00368	1	0.03081	-0.01290	0.68260	0.00388	1	0.26094	0.11111	0	
54483	367.47009	179324824487	0.40224	0.45387	367.41019	0.05991	456	1	0.41859	0.45137	1	0.40168	0.44394	1	0.41013	0.44766	1	0.38337	0.54280	15.74891	1.01024	1	0.61644	0.55270	16.91724	1.01024	1	-0.02965	-0.01053	0.67472	0.00350	1	0.03081	-0.01290	0.68260	0.00393	1	0.26094	0.11111	0	
54484	367.47696	179324893077	0.40293	0.45306	367.41019	0.06677	456	1	0.41859	0.45137	1	0.40108	0.43848	1	0.40984	0.44493	1	0.38327	0.54236	15.98469	1.01024	1	0.61612	0.55246	17.98135	1.01857	1	-0.02993	-0.01018	0.67882	0.00370	1	0.03069	-0.01246	0.68105	0.00388	1	0.26094	0.11111	0	
54485	367.48367	179324960195	0.40433	0.45512	367.41019	0.07349	456	1	0.43361	0.45189	1	0.40592	0.50387	1	0.41977	0.47788	1	0.38323	0.54103	15.57427	1.01857	1	0.61604	0.55167	17.60991	1.02691	1	-0.02993	-0.01018	0.67882	0.00356	1	0.03069	-0.01246	0.68105	0.00388	1	0.26094	0.11111	0	
54486	367.49011	179325024747	0.40460	0.45598	367.41019	0.07993	456	1	0.42147	0.48900	1	0.39404	0.44344	1	0.40776	0.46622	1	0.38320	0.54068	15.70898	1.02691	1	0.61592	0.55118	17.12637	1.03524	1	-0.02993	-0.01018	0.67882	0.00361	1	0.03069	-0.01246	0.68105	0.00402	1	0.26094	0.11111	0	
