CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
137153	922.52594	9743277327	0.40436	0.46611	922.38519	0.14075	233	1	0.43475	0.39845	1	0.38856	0.49294	1	0.41166	0.44570	1	0.41927	0.55871	12.35650	1.09047	1	0.65809	0.56543	12.33912	1.08261	1	-0.01940	-0.01301	0.64030	0.00374	1	0.03882	-0.01423	0.63457	0.00336	1	-0.66146	1.13417	0	0
137154	922.53253	9743343521	0.40471	0.46311	922.38519	0.14734	233	1	0.41080	0.39600	1	0.41435	0.39819	1	0.41258	0.39710	1	0.41946	0.55871	12.91245	1.08261	1	0.65844	0.56552	12.53527	1.07474	1	-0.01940	-0.01301	0.64030	0.00354	1	0.03882	-0.01423	0.63457	0.00343	1	-0.66146	1.13417	0	START_TRIAL
137155	922.53894	9743407607	0.40536	0.46480	922.38519	0.15375	233	1	0.43730	0.43032	1	0.40310	0.57694	1	0.42020	0.50363	1	0.41946	0.55913	12.37492	1.07474	1	0.65855	0.56605	12.18367	1.06688	1	-0.01940	-0.01301	0.64030	0.00363	1	0.03882	-0.01423	0.63457	0.00351	1	-0.66146	1.13417	0	
137156	922.54572	9743475205	0.40598	0.46651	922.38519	0.16052	233	1	0.43809	0.43491	1	0.40352	0.58033	1	0.42081	0.50762	1	0.42015	0.55911	12.30483	1.06688	1	0.65954	0.56666	12.66000	1.05901	1	-0.01905	-0.01302	0.63837	0.00351	1	0.03933	-0.01444	0.63975	0.00334	1	-0.66146	1.13417	0	
137157	922.55237	9743541301	0.40863	0.46981	922.38519	0.16718	233	1	0.48098	0.48460	1	0.46911	0.62008	1	0.47505	0.55234	1	0.42167	0.55998	11.92068	1.05901	1	0.66001	0.56694	13.26071	1.05901	1	-0.01905	-0.01302	0.63837	0.00334	1	0.03933	-0.01444	0.63975	0.00311	1	-0.66146	1.13417	0	
137158	922.55920	9743609906	0.41092	0.47240	922.38519	0.17401	233	1	0.51537	0.52680	1	0.42511	0.55242	1	0.47024	0.53961	1	0.42228	0.56015	11.52279	1.05901	1	0.66025	0.56712	12.70226	1.05901	1	-0.01905	-0.01302	0.63837	0.00321	1	0.03933	-0.01444	0.63975	0.00319	1	-0.66146	1.13417	0	
137159	922.56561	9743673960	0.41305	0.47497	922.38519	0.18042	233	1	0.51563	0.53030	1	0.42559	0.55879	1	0.47061	0.54455	1	0.42340	0.56021	11.50530	1.05212	1	0.66187	0.56776	12.56634	1.04508	1	-0.01814	-0.01278	0.62189	0.00311	1	0.03903	-0.01435	0.62939	0.00327	1	-0.66146	1.13417	0	
137160	922.57245	9743742129	0.41672	0.47715	922.38519	0.18726	233	1	0.55814	0.53347	1	0.48090	0.54239	1	0.51952	0.53793	1	0.42373	0.56057	12.68470	1.03818	1	0.66235	0.56809	12.19187	1.03115	1	-0.01814	-0.01278	0.62189	0.00307	1	0.03903	-0.01435	0.62939	0.00312	1	-0.66146	1.13417	0	
137161	922.57928	9743810560	0.44290	0.49271	922.38519	0.18726	233	0	0.51416	0.52611	1	0.47414	0.52692	1	0.49415	0.52652	1	0.42375	0.56053	12.65991	1.02425	1	0.66219	0.56804	11.97076	1.01721	1	-0.01814	-0.01278	0.62189	0.00312	1	0.03903	-0.01435	0.62939	0.00312	1	-0.66146	1.13417	0	
137162	922.58600	9743878119	0.46858	0.51142	922.38519	0.18726	233	0	0.51444	0.52981	1	0.47408	0.53044	1	0.49426	0.53013	1	0.42395	0.56014	12.00206	1.01721	1	0.66260	0.56816	12.50872	1.01017	1	-0.01855	-0.01306	0.63766	0.00310	1	0.03909	-0.01430	0.62731	0.00303	1	-0.66146	1.13417	0	
