id,word,SentenceRole,WordRole,start,end,sentence
43,safe,non-restrictive,dobj,1.722,2.793,The man will wipe the safe
44,The,restrictive,det,0.462,0.525,The baker will knead the dough
44,baker,restrictive,nsubj,0.651,1.071,The baker will knead the dough
44,will,restrictive,aux,1.239,1.365,The baker will knead the dough
44,knead,restrictive,ROOT,1.428,1.659,The baker will knead the dough
44,the,restrictive,det,1.764,1.806,The baker will knead the dough
44,dough,restrictive,dobj,1.911,3.003,The baker will knead the dough
44,The,non-restrictive,det,0.441,0.525,The baker will inspect the dough
44,baker,non-restrictive,nsubj,0.651,1.092,The baker will inspect the dough
44,will,non-restrictive,aux,1.197,1.344,The baker will inspect the dough
44,inspect,non-restrictive,ROOT,1.428,1.974,The baker will inspect the dough
44,the,non-restrictive,det,2.058,2.121,The baker will inspect the dough
44,dough,non-restrictive,dobj,2.205,3.297,The baker will inspect the dough
45,The,restrictive,det,0.462,0.504,The chef will grate the carrot
45,chef,restrictive,nsubj,0.693,0.945,The chef will grate the carrot
45,will,restrictive,aux,1.071,1.197,The chef will grate the carrot
45,grate,restrictive,ROOT,1.281,1.596,The chef will grate the carrot
45,the,restrictive,det,1.68,1.722,The chef will grate the carrot
45,carrot,restrictive,dobj,1.806,2.982,The chef will grate the carrot
45,The,non-restrictive,det,0.462,0.525,The chef will carry the carrot
45,chef,non-restrictive,nsubj,0.693,0.945,The chef will carry the carrot
45,will,non-restrictive,aux,1.071,1.197,The chef will carry the carrot
45,carry,non-restrictive,ROOT,1.26,1.617,The chef will carry the carrot
45,the,non-restrictive,det,1.743,1.806,The chef will carry the carrot
45,carrot,non-restrictive,dobj,1.89,3.045,The chef will carry the carrot
46,The,restrictive,det,0.462,0.525,The musician will tune the violin
46,musician,restrictive,nsubj,0.609,1.26,The musician will tune the violin
46,will,restrictive,aux,1.365,1.47,The musician will tune the violin
46,tune,restrictive,ROOT,1.554,1.848,The musician will tune the violin
46,the,restrictive,det,1.89,1.953,The musician will tune the violin
46,violin,restrictive,dobj,2.037,3.486,The musician will tune the violin
46,The,non-restrictive,det,0.462,0.525,The musician will move the violin
46,musician,non-restrictive,nsubj,0.609,1.281,The musician will move the violin
46,will,non-restrictive,aux,1.407,1.533,The musician will move the violin
46,move,non-restrictive,ROOT,1.617,1.911,The musician will move the violin
46,the,non-restrictive,det,1.995,2.058,The musician will move the violin
46,violin,non-restrictive,dobj,2.142,3.633,The musician will move the violin
47,The,restrictive,det,0.462,0.525,The girl will vacuum the carpet
47,girl,restrictive,nsubj,0.63,0.966,The girl will vacuum the carpet
47,will,restrictive,aux,1.113,1.239,The girl will vacuum the carpet
47,vacuum,restrictive,ROOT,1.323,1.806,The girl will vacuum the carpet
47,the,restrictive,det,1.848,1.911,The girl will vacuum the carpet
47,carpet,restrictive,dobj,1.974,3.255,The girl will vacuum the carpet
47,The,non-restrictive,det,0.462,0.525,The girl will move the carpet
47,girl,non-restrictive,nsubj,0.651,0.987,The girl will move the carpet
47,will,non-restrictive,aux,1.155,1.281,The girl will move the carpet
47,move,non-restrictive,ROOT,1.365,1.596,The girl will move the carpet
47,the,non-restrictive,det,1.659,1.701,The girl will move the carpet
47,carpet,non-restrictive,dobj,1.785,3.045,The girl will move the carpet
48,The,restrictive,det,0.462,0.504,The child will inflate the balloon
48,child,restrictive,nsubj,0.651,1.176,The child will inflate the balloon
48,will,restrictive,aux,1.281,1.386,The child will inflate the balloon
48,inflate,restrictive,ROOT,1.428,1.869,The child will inflate the balloon
48,the,restrictive,det,1.932,1.974,The child will inflate the balloon
48,balloon,restrictive,dobj,2.037,3.318,The child will inflate the balloon
48,The,non-restrictive,det,0.462,0.525,The child will carry the balloon
48,child,non-restrictive,nsubj,0.651,1.134,The child will carry the balloon
48,will,non-restrictive,aux,1.218,1.344,The child will carry the balloon
48,carry,non-restrictive,ROOT,1.89,2.163,The child will carry the balloon
48,the,non-restrictive,det,2.268,2.331,The child will carry the balloon
48,balloon,non-restrictive,dobj,2.394,3.696,The child will carry the balloon
49,The,restrictive,det,0.441,0.525,The man will lick the stamp
49,man,restrictive,nsubj,0.63,0.945,The man will lick the stamp
49,will,restrictive,aux,1.05,1.176,The man will lick the stamp
49,lick,restrictive,ROOT,1.26,1.428,The man will lick the stamp
49,the,restrictive,det,1.533,1.596,The man will lick the stamp
49,stamp,restrictive,dobj,1.722,2.877,The man will lick the stamp
49,The,non-restrictive,det,0.441,0.525,The man will pick up the stamp
49,man,non-restrictive,nsubj,0.63,0.945,The man will pick up the stamp
49,will,non-restrictive,aux,1.029,1.155,The man will pick up the stamp
49,pick,non-restrictive,ROOT,1.239,1.449,The man will pick up the stamp
49,up,non-restrictive,prt,1.512,1.575,The man will pick up the stamp
49,the,non-restrictive,det,1.659,1.701,The man will pick up the stamp
49,stamp,non-restrictive,dobj,1.827,3.003,The man will pick up the stamp
