id,word,SentenceRole,WordRole,start,end,sentence
35,the,restrictive,det,1.764,1.827,The girl will apply the mascara
35,mascara,restrictive,dobj,1.89,3.36,The girl will apply the mascara
35,The,non-restrictive,det,0.441,0.504,The girl will squeeze the mascara
35,girl,non-restrictive,nsubj,0.63,0.966,The girl will squeeze the mascara
35,will,non-restrictive,aux,1.071,1.197,The girl will squeeze the mascara
35,squeeze,non-restrictive,ROOT,1.302,1.743,The girl will squeeze the mascara
35,the,non-restrictive,det,1.806,1.869,The girl will squeeze the mascara
35,mascara,non-restrictive,dobj,1.911,3.402,The girl will squeeze the mascara
36,The,restrictive,det,0.462,0.525,The kid will build the lego
36,kid,restrictive,nsubj,0.651,0.987,The kid will build the lego
36,will,restrictive,aux,1.092,1.218,The kid will build the lego
36,build,restrictive,ROOT,1.323,1.596,The kid will build the lego
36,the,restrictive,det,1.68,1.743,The kid will build the lego
36,lego,restrictive,dobj,1.848,3.087,The kid will build the lego
36,The,non-restrictive,det,0.441,0.504,The kid will stack the lego
36,kid,non-restrictive,nsubj,0.63,0.903,The kid will stack the lego
36,will,non-restrictive,aux,1.008,1.155,The kid will stack the lego
36,stack,non-restrictive,ROOT,1.26,1.617,The kid will stack the lego
36,the,non-restrictive,det,1.722,1.785,The kid will stack the lego
36,lego,non-restrictive,dobj,1.89,3.108,The kid will stack the lego
37,The,restrictive,det,0.462,0.525,The boy will peel the banana
37,boy,restrictive,nsubj,0.63,0.861,The boy will peel the banana
37,will,restrictive,aux,0.966,1.092,The boy will peel the banana
37,peel,restrictive,ROOT,1.176,1.449,The boy will peel the banana
37,the,restrictive,det,1.533,1.596,The boy will peel the banana
37,banana,restrictive,dobj,1.659,3.003,The boy will peel the banana
37,The,non-restrictive,det,0.462,0.525,The boy will move the banana
37,boy,non-restrictive,nsubj,0.63,0.882,The boy will move the banana
37,will,non-restrictive,aux,1.008,1.134,The boy will move the banana
37,move,non-restrictive,ROOT,1.218,1.449,The boy will move the banana
37,the,non-restrictive,det,1.512,1.575,The boy will move the banana
37,banana,non-restrictive,dobj,1.638,2.982,The boy will move the banana
38,The,restrictive,det,0.462,0.525,The woman will tie the apron
38,woman,restrictive,nsubj,0.63,0.945,The woman will tie the apron
38,will,restrictive,aux,1.029,1.155,The woman will tie the apron
38,tie,restrictive,ROOT,1.239,1.533,The woman will tie the apron
38,the,restrictive,det,1.575,1.638,The woman will tie the apron
38,apron,restrictive,dobj,1.827,2.961,The woman will tie the apron
38,The,non-restrictive,det,0.462,0.525,The woman will carry the apron
38,woman,non-restrictive,nsubj,0.63,0.945,The woman will carry the apron
38,will,non-restrictive,aux,1.05,1.155,The woman will carry the apron
38,carry,non-restrictive,ROOT,1.26,1.638,The woman will carry the apron
38,the,non-restrictive,det,1.743,1.827,The woman will carry the apron
38,apron,non-restrictive,dobj,2.016,3.171,The woman will carry the apron
39,The,restrictive,det,0.441,0.525,The boy will tie the shoelace
39,boy,restrictive,nsubj,0.63,0.861,The boy will tie the shoelace
39,will,restrictive,aux,0.966,1.092,The boy will tie the shoelace
39,tie,restrictive,ROOT,1.155,1.428,The boy will tie the shoelace
39,the,restrictive,det,1.47,1.533,The boy will tie the shoelace
39,shoelace,restrictive,dobj,1.68,2.961,The boy will tie the shoelace
39,The,non-restrictive,det,0.462,0.525,The boy will move the shoelace
39,boy,non-restrictive,nsubj,0.63,0.903,The boy will move the shoelace
39,will,non-restrictive,aux,1.008,1.134,The boy will move the shoelace
39,move,non-restrictive,ROOT,1.218,1.449,The boy will move the shoelace
39,the,non-restrictive,det,1.491,1.554,The boy will move the shoelace
39,shoelace,non-restrictive,dobj,1.68,2.961,The boy will move the shoelace
40,The,restrictive,det,0.462,0.525,The girl will button the blouse
40,girl,restrictive,nsubj,0.63,0.966,The girl will button the blouse
40,will,restrictive,aux,1.092,1.218,The girl will button the blouse
40,button,restrictive,ROOT,1.323,1.596,The girl will button the blouse
40,the,restrictive,det,1.659,1.701,The girl will button the blouse
40,blouse,restrictive,dobj,1.764,3.003,The girl will button the blouse
40,The,non-restrictive,det,0.483,0.525,The girl will hold the blouse
40,girl,non-restrictive,nsubj,0.63,0.945,The girl will hold the blouse
40,will,non-restrictive,aux,1.092,1.218,The girl will hold the blouse
40,hold,non-restrictive,ROOT,1.323,1.575,The girl will hold the blouse
40,the,non-restrictive,det,1.659,1.701,The girl will hold the blouse
40,blouse,non-restrictive,dobj,1.764,3.003,The girl will hold the blouse
41,The,restrictive,det,0.441,0.525,The boy will squeeze the orange
41,boy,restrictive,nsubj,0.63,0.882,The boy will squeeze the orange
41,will,restrictive,aux,0.987,1.134,The boy will squeeze the orange
41,squeeze,restrictive,ROOT,1.26,1.722,The boy will squeeze the orange
41,the,restrictive,det,1.785,1.848,The boy will squeeze the orange
41,orange,restrictive,dobj,2.037,3.276,The boy will squeeze the orange
41,The,non-restrictive,det,0.462,0.525,The boy will move the orange
41,boy,non-restrictive,nsubj,0.63,0.903,The boy will move the orange
41,will,non-restrictive,aux,1.008,1.134,The boy will move the orange
41,move,non-restrictive,ROOT,1.218,1.449,The boy will move the orange
41,the,non-restrictive,det,1.512,1.575,The boy will move the orange
41,orange,non-restrictive,dobj,1.743,2.982,The boy will move the orange
42,The,restrictive,det,0.441,0.525,The woman will sew the shirt
42,woman,restrictive,nsubj,0.651,0.987,The woman will sew the shirt
42,will,restrictive,aux,1.092,1.218,The woman will sew the shirt
42,sew,restrictive,ROOT,1.344,1.512,The woman will sew the shirt
42,the,restrictive,det,1.617,1.659,The woman will sew the shirt
42,shirt,restrictive,dobj,1.806,2.877,The woman will sew the shirt
42,The,non-restrictive,det,0.441,0.525,The woman will wash the shirt
42,woman,non-restrictive,nsubj,0.651,0.987,The woman will wash the shirt
42,will,non-restrictive,aux,1.092,1.218,The woman will wash the shirt
42,wash,non-restrictive,ROOT,1.323,1.638,The woman will wash the shirt
42,the,non-restrictive,det,1.722,1.785,The woman will wash the shirt
42,shirt,non-restrictive,dobj,1.911,2.982,The woman will wash the shirt
43,The,restrictive,det,0.441,0.525,The man will lock the safe
43,man,restrictive,nsubj,0.63,0.945,The man will lock the safe
43,will,restrictive,aux,1.05,1.176,The man will lock the safe
43,lock,restrictive,ROOT,1.26,1.512,The man will lock the safe
43,the,restrictive,det,1.617,1.68,The man will lock the safe
43,safe,restrictive,dobj,1.806,2.877,The man will lock the safe
43,The,non-restrictive,det,0.441,0.525,The man will wipe the safe
43,man,non-restrictive,nsubj,0.63,0.945,The man will wipe the safe
43,will,non-restrictive,aux,1.05,1.155,The man will wipe the safe
43,wipe,non-restrictive,ROOT,1.239,1.449,The man will wipe the safe
43,the,non-restrictive,det,1.533,1.596,The man will wipe the safe
