CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
79383	539.16296	4094107579388	0.38997	0.42196	538.90845	0.25452	992	1	0.43030	0.40429	1	0.39951	0.52880	1	0.41490	0.46654	1	0.48134	0.34707	9.49015	1.00977	1	0.72358	0.35562	10.69547	1.00977	1	-0.00458	0.03047	0.67939	0.00314	1	0.05671	0.02794	0.66053	0.00329	1	0.00000	0.77708	0	
79384	539.16956	4094107645483	0.39059	0.42301	538.90845	0.26111	992	1	0.43030	0.40429	1	0.39931	0.52411	1	0.41481	0.46420	1	0.48205	0.34758	9.36274	1.00977	1	0.72426	0.35634	10.43764	1.01741	1	-0.00446	0.03079	0.69110	0.00302	1	0.05867	0.02868	0.68278	0.00294	1	0.00000	0.77708	0	START_TRIAL
79385	539.17627	4094107712216	0.39132	0.42475	538.90845	0.26782	992	1	0.44892	0.43868	1	0.39255	0.54984	1	0.42074	0.49426	1	0.48266	0.34831	10.38462	1.01741	1	0.72441	0.35654	9.95008	1.02505	1	-0.00446	0.03079	0.69110	0.00301	1	0.05867	0.02868	0.68278	0.00324	1	0.00000	0.77708	0	
79386	539.18256	4094107775552	0.39249	0.42601	538.90845	0.27411	992	1	0.47560	0.44249	1	0.40535	0.51307	1	0.44048	0.47778	1	0.48258	0.34834	10.45766	1.02505	1	0.72459	0.35665	9.50852	1.03269	1	-0.00446	0.03079	0.69110	0.00293	1	0.05867	0.02868	0.68278	0.00313	1	0.00000	0.77708	0	
79387	539.18939	4094107843894	0.39361	0.42720	538.90845	0.28094	992	1	0.47504	0.43715	1	0.40548	0.51725	1	0.44026	0.47720	1	0.48324	0.34841	10.21343	1.03269	1	0.72494	0.35767	10.17821	1.02590	1	-0.00417	0.03021	0.67813	0.00304	1	0.05512	0.02680	0.64039	0.00307	1	0.00000	0.77708	0	
79388	539.19623	4094107911803	0.41986	0.44358	538.90845	0.28094	992	0	0.46695	0.43815	1	0.45529	0.58895	1	0.46112	0.51355	1	0.48329	0.34841	10.28154	1.02590	1	0.72531	0.35751	10.16626	1.01147	1	-0.00417	0.03021	0.67813	0.00309	1	0.05512	0.02680	0.64039	0.00313	1	0.00000	0.77708	0	
79389	539.20294	4094107978922	0.44231	0.48792	538.90845	0.28094	992	0	0.47591	0.45606	1	0.45361	0.60847	1	0.46476	0.53226	1	0.48329	0.34841	10.28154	1.01147	1	0.72523	0.35753	9.98661	0.99703	1	-0.00417	0.03021	0.67813	0.00309	1	0.05512	0.02680	0.64039	0.00313	1	0.00000	0.77708	0	
79390	539.20947	4094108044404	0.44991	0.50567	538.90845	0.28094	992	0	0.47698	0.46609	1	0.45325	0.61626	1	0.46511	0.54117	1	0.48340	0.34861	10.56264	0.99703	1	0.72523	0.35753	9.98661	0.98260	1	-0.00417	0.03021	0.67813	0.00310	1	0.05498	0.02678	0.63880	0.00313	1	0.00000	0.77708	0	
79391	539.21631	4094108113075	0.46436	0.54317	538.90845	0.28094	992	0	0.47054	0.49185	1	0.45585	0.62032	1	0.46320	0.55608	1	0.48298	0.34849	10.54931	0.98260	1	0.72528	0.35773	10.43607	0.98260	1	-0.00417	0.03021	0.67813	0.00297	1	0.05498	0.02678	0.63880	0.00311	1	0.00000	0.77708	0	
79392	539.22290	4094108178642	0.46108	0.54986	538.90845	0.28094	992	0	0.47545	0.51766	1	0.44015	0.59543	1	0.45780	0.55654	1	0.48317	0.34837	10.06117	0.98260	1	0.72505	0.35744	10.11837	0.98260	1	-0.00417	0.03021	0.67813	0.00307	1	0.05498	0.02678	0.63880	0.00310	1	0.00000	0.77708	0	
79393	539.22968	4094108246816	0.46000	0.55145	538.90845	0.28094	992	0	0.47545	0.51766	1	0.44023	0.59161	1	0.45784	0.55464	1	0.48303	0.34844	9.90067	0.98260	1	0.72522	0.35778	10.91864	0.98939	1	-0.00417	0.03021	0.67813	0.00309	1	0.05609	0.02734	0.65104	0.00305	1	0.00000	0.77708	0	
79394	539.23615	4094108311331	0.46212	0.55686	539.21631	0.01984	993	1	0.47818	0.53542	1	0.45880	0.61075	1	0.46849	0.57309	1	0.48311	0.34841	10.06467	0.98939	1	0.72542	0.35778	10.44571	0.99619	1	-0.00417	0.03021	0.67813	0.00306	1	0.05609	0.02734	0.65104	0.00316	1	0.00000	0.77708	0	
79395	539.24316	4094108381690	0.46355	0.56141	539.21631	0.02686	993	1	0.47533	0.49763	1	0.46319	0.66161	1	0.46926	0.57962	1	0.48295	0.34865	10.48436	0.99619	1	0.72535	0.35772	10.62884	1.00298	1	-0.00417	0.03021	0.67813	0.00302	1	0.05609	0.02734	0.65104	0.00311	1	0.00000	0.77708	0	
79396	539.25006	4094108450180	0.46448	0.56380	539.21631	0.03375	993	1	0.47482	0.49312	1	0.46342	0.65833	1	0.46912	0.57572	1	0.48316	0.34810	10.28999	1.00298	1	0.72542	0.35769	10.16029	1.00977	1	-0.00417	0.03021	0.67813	0.00319	1	0.05609	0.02734	0.65104	0.00304	1	0.00000	0.77708	0	
79397	539.25677	4094108517649	0.46598	0.56692	539.21631	0.04047	993	1	0.48955	0.52190	1	0.46051	0.64935	1	0.47503	0.58563	1	0.48314	0.34804	10.28239	1.00977	1	0.72540	0.35750	10.16100	1.00977	1	-0.00417	0.03021	0.67813	0.00320	1	0.05609	0.02734	0.65104	0.00303	1	0.00000	0.77708	0	
79398	539.26343	4094108583979	0.46673	0.56755	539.21631	0.04712	993	1	0.48023	0.51187	1	0.46369	0.63207	1	0.47196	0.57197	1	0.48316	0.34854	10.47204	1.00977	1	0.72543	0.35739	10.07234	1.00977	1	-0.00417	0.03021	0.67813	0.00294	1	0.05609	0.02734	0.65104	0.00296	1	0.00000	0.77708	0	
79399	539.27002	4094108649770	0.46733	0.56782	539.21631	0.05371	993	1	0.48023	0.51187	1	0.46395	0.62818	1	0.47209	0.57002	1	0.48309	0.34846	10.56143	1.00977	1	0.72548	0.35736	10.21918	1.01741	1	-0.00417	0.03021	0.67813	0.00299	1	0.05804	0.02827	0.67304	0.00299	1	0.00000	0.77708	0	
79400	539.27679	4094108717838	0.46759	0.56229	539.21631	0.06049	993	1	0.48307	0.48162	1	0.45686	0.54332	1	0.46997	0.51247	1	0.48305	0.34826	10.89782	1.01741	1	0.72539	0.35674	9.92964	1.02505	1	-0.00417	0.03021	0.67813	0.00301	1	0.05804	0.02827	0.67304	0.00279	1	0.00000	0.77708	0	
79401	539.28326	4094108782454	0.46774	0.55834	539.21631	0.06696	993	1	0.48397	0.47223	1	0.45445	0.56545	1	0.46921	0.51884	1	0.48318	0.34817	10.43349	1.02505	1	0.72534	0.35688	10.37980	1.03269	1	-0.00417	0.03021	0.67813	0.00298	1	0.05804	0.02827	0.67304	0.00277	1	0.00000	0.77708	0	
79402	539.29022	4094108852090	0.46785	0.55465	539.21631	0.07391	993	1	0.48347	0.46711	1	0.45463	0.56116	1	0.46905	0.51413	1	0.48318	0.34817	10.43349	1.03269	1	0.72538	0.35654	9.98806	1.04033	1	-0.00417	0.03026	0.67813	0.00297	1	0.05804	0.02827	0.67304	0.00287	1	0.00000	0.77708	0	
79403	539.29681	4094108917731	0.46755	0.55192	539.21631	0.08051	993	1	0.46556	0.49134	1	0.46230	0.54700	1	0.46393	0.51917	1	0.48315	0.34795	10.49930	1.04033	1	0.72539	0.35680	9.95348	1.04033	1	-0.00417	0.03026	0.67813	0.00283	1	0.05804	0.02827	0.67304	0.00279	1	0.00000	0.77708	0	
79404	539.30347	4094108984587	0.46678	0.54882	539.21631	0.08716	993	1	0.47366	0.46845	1	0.44000	0.54842	1	0.45683	0.50844	1	0.48298	0.34793	11.18670	1.04033	1	0.72526	0.35674	10.33027	1.04033	1	-0.00417	0.03026	0.67813	0.00280	1	0.05804	0.02827	0.67304	0.00280	1	0.00000	0.77708	0	
79405	539.31030	4094109052650	0.46613	0.54644	539.21631	0.09399	993	1	0.47423	0.47354	1	0.43992	0.55283	1	0.45707	0.51318	1	0.48295	0.34770	11.10115	1.03267	1	0.72522	0.35649	10.34407	1.03267	1	-0.00414	0.02972	0.66480	0.00290	1	0.05804	0.02827	0.67304	0.00293	1	0.00000	0.77708	0	
79406	539.31708	4094109120385	0.46601	0.54566	539.21631	0.10077	993	1	0.46250	0.48057	1	0.46594	0.58712	1	0.46422	0.53385	1	0.48301	0.34774	10.92542	1.02501	1	0.72542	0.35666	10.32424	1.02501	1	-0.00414	0.02972	0.66480	0.00290	1	0.05804	0.02827	0.67304	0.00303	1	0.00000	0.77708	0	
79407	539.32373	4094109187036	0.46598	0.54514	539.21631	0.10742	993	1	0.47452	0.48978	1	0.45644	0.58407	1	0.46548	0.53693	1	0.48288	0.34769	10.90439	1.01735	1	0.72533	0.35652	10.45037	1.01735	1	-0.00414	0.02972	0.66480	0.00293	1	0.05804	0.02827	0.67304	0.00289	1	0.00000	0.77708	0	
79408	539.33032	4094109253189	0.46596	0.54494	539.21631	0.11401	993	1	0.47509	0.49483	1	0.45624	0.58831	1	0.46566	0.54157	1	0.48290	0.34739	10.66050	1.00969	1	0.72529	0.35641	10.21754	1.00969	1	-0.00414	0.02977	0.66480	0.00299	1	0.05832	0.02846	0.67636	0.00297	1	0.00000	0.77708	0	
79409	539.33710	4094109320973	0.46557	0.54532	539.21631	0.12079	993	1	0.46456	0.49133	1	0.45253	0.61292	1	0.45854	0.55213	1	0.48298	0.34744	10.84173	1.00969	1	0.72529	0.35667	10.62723	1.00969	1	-0.00414	0.02977	0.66480	0.00296	1	0.05832	0.02846	0.67636	0.00281	1	0.00000	0.77708	0	
79410	539.34381	4094109387963	0.46555	0.54443	539.21631	0.12750	993	1	0.47372	0.47404	1	0.45630	0.58110	1	0.46501	0.52757	1	0.48292	0.34755	10.99634	1.00969	1	0.72534	0.35648	10.59301	1.00969	1	-0.00414	0.02977	0.66480	0.00299	1	0.05832	0.02846	0.67636	0.00294	1	0.00000	0.77708	0	
79411	539.35052	4094109455269	0.46552	0.54363	539.21631	0.13422	993	1	0.47372	0.47404	1	0.45630	0.58110	1	0.46501	0.52757	1	0.48291	0.34773	11.13590	1.00969	1	0.72539	0.35647	10.50998	1.00969	1	-0.00414	0.02977	0.66480	0.00296	1	0.05804	0.02837	0.67304	0.00291	1	0.00000	0.77708	0	
79412	539.35712	4094109520623	0.46508	0.54313	539.21631	0.14081	993	1	0.48085	0.47284	1	0.43105	0.59222	1	0.45595	0.53253	1	0.48298	0.34765	10.95690	1.00969	1	0.72530	0.35624	9.77759	1.00969	1	-0.00414	0.02977	0.66480	0.00306	1	0.05804	0.02837	0.67304	0.00307	1	0.00000	0.77708	0	
79413	539.36383	4094109588305	0.46483	0.54251	539.21631	0.14752	993	1	0.48140	0.49046	1	0.43719	0.56753	1	0.45930	0.52900	1	0.48303	0.34778	11.41462	1.00969	1	0.72544	0.35619	9.99327	1.00969	1	-0.00414	0.02977	0.66480	0.00299	1	0.05804	0.02837	0.67304	0.00304	1	0.00000	0.77708	0	
79414	539.37061	4094109655571	0.46459	0.54175	539.21631	0.15430	993	1	0.48087	0.48539	1	0.43726	0.56313	1	0.45907	0.52426	1	0.48306	0.34779	11.57061	1.01735	1	0.72547	0.35618	9.89031	1.01735	1	-0.00426	0.03105	0.69221	0.00299	1	0.05804	0.02837	0.67304	0.00306	1	0.00000	0.77708	0	
79415	539.37732	4094109722963	0.46383	0.53997	539.21631	0.16101	993	1	0.45362	0.47137	1	0.43719	0.52295	1	0.44540	0.49716	1	0.48305	0.34753	11.07857	1.02501	1	0.72535	0.35584	9.18815	1.02501	1	-0.00426	0.03105	0.69221	0.00305	1	0.05804	0.02837	0.67304	0.00323	1	0.00000	0.77708	0	
