CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
1225507	8267.05078	3303470105325	0.56020	0.56669	8266.95703	0.09375	10658	1	0.57353	0.49503	1	0.54824	0.61560	1	0.56088	0.55531	1	0.43345	0.55882	12.03419	1.05113	1	0.69654	0.57315	13.27203	1.04347	1	-0.01750	-0.01411	0.68640	0.00338	1	0.04899	-0.01597	0.65534	0.00323	1	1.45898	0.81042	0	0
1225508	8267.05762	3303470171989	0.56026	0.56613	8266.95703	0.10059	10658	1	0.57402	0.50000	1	0.54824	0.61560	1	0.56113	0.55780	1	0.43336	0.55866	11.76181	1.04347	1	0.69653	0.57320	13.21507	1.04347	1	-0.01750	-0.01411	0.68640	0.00340	1	0.05129	-0.01681	0.68540	0.00322	1	1.45898	0.81042	0	START_TRIAL
1225509	8267.06445	3303470238330	0.56007	0.56704	8266.95703	0.10742	10658	1	0.56668	0.53497	1	0.54738	0.62827	1	0.55703	0.58162	1	0.43339	0.55930	12.37448	1.04347	1	0.69652	0.57318	13.32751	1.05113	1	-0.01750	-0.01411	0.68640	0.00340	1	0.05129	-0.01681	0.68540	0.00320	1	1.45898	0.81042	0	
1225510	8267.07129	3303470305098	0.56062	0.56623	8266.95703	0.11426	10658	1	0.57738	0.51611	1	0.56259	0.58883	1	0.56999	0.55247	1	0.43354	0.55915	12.35066	1.05113	1	0.69667	0.57327	13.29165	1.05878	1	-0.01750	-0.01411	0.68640	0.00343	1	0.05129	-0.01681	0.68540	0.00319	1	1.45898	0.81042	0	
1225511	8267.07715	3303470371247	0.56112	0.56527	8266.95703	0.12012	10658	1	0.57691	0.51129	1	0.56349	0.58435	1	0.57020	0.54782	1	0.43316	0.55947	12.12436	1.05878	1	0.69664	0.57326	13.09291	1.06644	1	-0.01750	-0.01411	0.68640	0.00341	1	0.05129	-0.01681	0.68540	0.00320	1	1.45898	0.81042	0	
1225512	8267.08398	3303470437281	0.56075	0.56606	8266.95703	0.12695	10658	1	0.55555	0.54426	1	0.55178	0.61800	1	0.55367	0.58113	1	0.43306	0.55952	12.02129	1.06644	1	0.69653	0.57314	13.36937	1.06644	1	-0.01750	-0.01411	0.68640	0.00346	1	0.05129	-0.01681	0.68540	0.00320	1	1.45898	0.81042	0	
1225513	8267.09082	3303470505732	0.56166	0.56576	8266.95703	0.13379	10658	1	0.60982	0.53707	1	0.54979	0.58254	1	0.57980	0.55981	1	0.43317	0.55961	12.07924	1.06644	1	0.69618	0.57317	12.86944	1.06644	1	-0.01750	-0.01411	0.68640	0.00343	1	0.05129	-0.01681	0.68540	0.00323	1	1.45898	0.81042	0	
1225514	8267.09766	3303470572936	0.56246	0.56559	8266.95703	0.14062	10658	1	0.60982	0.53707	1	0.54898	0.58702	1	0.57940	0.56205	1	0.43235	0.55974	12.35110	1.06644	1	0.69508	0.57266	12.97765	1.05878	1	-0.01750	-0.01399	0.67847	0.00341	1	0.04895	-0.01607	0.65741	0.00314	1	1.45898	0.81042	0	
1225515	8267.10449	3303470638866	0.56279	0.56763	8266.95703	0.14746	10658	1	0.57636	0.59911	1	0.56347	0.62569	1	0.56991	0.61240	1	0.43107	0.56008	12.80655	1.05878	1	0.69479	0.57303	12.88537	1.05113	1	-0.01750	-0.01399	0.67847	0.00321	1	0.04895	-0.01607	0.65741	0.00333	1	1.45898	0.81042	0	
1225516	8267.11133	3303470705968	0.56423	0.56828	8266.95703	0.15430	10658	1	0.60629	0.57399	1	0.58859	0.59249	1	0.59744	0.58324	1	0.43082	0.55973	12.19225	1.05113	1	0.69437	0.57256	12.28165	1.04347	1	-0.01750	-0.01399	0.67847	0.00292	1	0.04895	-0.01607	0.65741	0.00319	1	1.45898	0.81042	0	
