CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
59635	406.12671	4067419371484	0.48972	0.35639	405.97284	0.15387	1283	1	0.49688	0.40434	1	0.46375	0.36186	1	0.48031	0.38310	1	0.37166	0.65866	18.00496	0.97172	1	0.66962	0.65387	18.27615	0.97172	1	-0.02971	-0.03117	0.60592	0.00325	1	0.03865	-0.02988	0.59456	0.00337	1	0.97383	0.69375	0	
59636	406.13370	4067419441121	0.48935	0.35757	405.97284	0.16086	1283	1	0.49716	0.40927	1	0.46375	0.36221	1	0.48045	0.38574	1	0.37170	0.65863	17.52270	0.96533	1	0.66962	0.65396	18.10884	0.97132	1	-0.02996	-0.03158	0.61110	0.00325	1	0.03948	-0.03046	0.60529	0.00339	1	0.97383	0.69375	0	START_TRIAL
59637	406.14035	4067419507818	0.48920	0.35800	405.97284	0.16751	1283	1	0.50253	0.36139	1	0.46831	0.37627	1	0.48542	0.36883	1	0.37217	0.65917	18.39892	0.97132	1	0.66966	0.65447	18.57258	0.97732	1	-0.02996	-0.03158	0.61110	0.00334	1	0.03948	-0.03046	0.60529	0.00351	1	0.97383	0.69375	0	
59638	406.14713	4067419575425	0.48925	0.35802	405.97284	0.17429	1283	1	0.50447	0.34333	1	0.47653	0.37353	1	0.49050	0.35843	1	0.37178	0.65864	17.46079	0.97732	1	0.66979	0.65454	18.18123	0.98331	1	-0.02996	-0.03158	0.61110	0.00343	1	0.03948	-0.03046	0.60529	0.00350	1	0.97383	0.69375	0	
59639	406.15329	4067419637043	0.48929	0.35785	405.97284	0.18045	1283	1	0.50425	0.33835	1	0.47665	0.36835	1	0.49045	0.35335	1	0.37191	0.65893	17.33350	0.98331	1	0.66977	0.65452	18.22498	0.98931	1	-0.02971	-0.03136	0.60592	0.00334	1	0.03975	-0.03071	0.60935	0.00350	1	0.97383	0.69375	0	
59640	406.16049	4067419709292	0.48953	0.35702	405.97284	0.18765	1283	1	0.51062	0.33807	1	0.48200	0.32955	1	0.49631	0.33381	1	0.37184	0.65888	17.31363	0.98931	1	0.67057	0.65435	18.34763	0.98931	1	-0.02971	-0.03136	0.60592	0.00332	1	0.03975	-0.03071	0.60935	0.00342	1	0.97383	0.69375	0	
59641	406.16714	4067419775566	0.48992	0.35568	405.97284	0.19431	1283	1	0.51326	0.34557	1	0.48915	0.28815	1	0.50120	0.31686	1	0.37213	0.65882	17.99387	0.98931	1	0.67048	0.65397	18.07604	0.98931	1	-0.02971	-0.03136	0.60592	0.00325	1	0.03975	-0.03071	0.60935	0.00346	1	0.97383	0.69375	0	
59642	406.17383	4067419842572	0.49028	0.35434	405.97284	0.20099	1283	1	0.51307	0.34032	1	0.48916	0.28778	1	0.50111	0.31405	1	0.37226	0.65895	18.25191	0.99570	1	0.67040	0.65444	18.57982	0.98970	1	-0.03065	-0.03239	0.62595	0.00323	1	0.03868	-0.02994	0.59233	0.00346	1	0.97383	0.69375	0	
59643	406.18045	4067419908755	0.49028	0.35353	405.97284	0.20761	1283	1	0.50715	0.34961	1	0.47336	0.30765	1	0.49025	0.32863	1	0.37227	0.65886	17.81313	0.99609	1	0.67054	0.65456	18.60310	0.99010	1	-0.03065	-0.03239	0.62595	0.00329	1	0.03868	-0.02994	0.59233	0.00350	1	0.97383	0.69375	0	
59644	406.18750	4067419979315	0.48987	0.35304	405.97284	0.21466	1283	1	0.49045	0.35600	1	0.46298	0.31837	1	0.47672	0.33719	1	0.37233	0.65895	17.83036	0.99649	1	0.67044	0.65442	18.39180	0.99049	1	-0.03065	-0.03239	0.62595	0.00322	1	0.03868	-0.02994	0.59233	0.00350	1	0.97383	0.69375	0	
